Metrics,Current,2023-03-31,2022-12-31,2022-09-30,2022-06-30,2022-03-31,2021-12-31,2021-09-30,2021-06-30,2021-03-31,2020-12-31,2020-09-30,2020-06-30,2020-03-31,2019-12-31,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,+58 Quarters
Market Capitalization,181,213,247,255,267,255,282,263,260,251,185,143,165,155,253,246,209,176,172,200,219,203,211,208,190,186,186,164,150,144,148,140,134,142,140,132,134,134,133,141,103,Upgrade
Market Cap Growth,-,-16.62%,-12.43%,-3.03%,2.85%,1.81%,52.31%,83.54%,57.31%,61.88%,-26.75%,-41.62%,-20.82%,-12.06%,47.36%,22.91%,-4.65%,-13.23%,-18.51%,-3.76%,14.88%,9.02%,13.61%,27.02%,27.35%,29.71%,25.65%,16.53%,11.40%,1.33%,5.11%,6.11%,0.06%,6.09%,5.99%,-6.32%,30.75%,11.84%,70.17%,59.14%,58.43%,Upgrade
Enterprise Value,289,323,342,243,213,100,131,13,36,37,170,289,371,342,447,326,216,244,262,288,344,350,358,341,267,275,267,193,154,164,233,185,238,209,211,168,163,178,170,113,72,Upgrade
PE Ratio,7.87,9.33,11.22,13.36,8.58,8.23,8.59,7.27,7.64,7.94,7.01,6.95,7.32,8.21,14.96,17.75,19.04,14.35,13.41,17.15,21.00,20.92,26.06,20.75,21.94,30.80,27.99,26.60,20.86,17.98,18.75,5.50,4.75,4.79,4.82,10.21,13.57,12.82,13.25,17.42,-6.68,Upgrade
PS Ratio,1.44,1.71,2.02,2.16,2.30,2.23,2.46,2.25,2.27,2.23,1.74,1.42,1.62,1.52,2.61,2.69,2.51,2.36,2.37,2.92,3.28,3.11,3.36,3.37,3.23,3.31,3.31,3.02,2.73,2.62,2.73,2.53,2.34,2.47,2.47,2.32,2.52,2.50,2.50,2.75,2.15,Upgrade
PB Ratio,0.75,0.89,1.08,1.18,1.13,1.00,1.04,0.98,0.98,0.99,0.75,0.62,0.73,0.74,1.13,1.10,0.95,0.98,0.99,1.37,1.51,1.43,1.46,1.44,1.33,1.36,1.38,1.17,1.06,1.04,1.11,1.04,1.03,1.08,1.10,1.24,1.31,1.39,1.45,1.58,1.17,Upgrade
Debt / Equity Ratio,0.87,0.87,0.68,0.25,0.24,0.23,0.21,0.23,0.42,0.44,0.44,1.00,1.15,1.16,1.12,0.59,0.57,0.81,1.03,0.89,1.02,1.24,1.23,1.08,0.80,0.85,0.83,0.48,0.48,0.63,0.85,0.59,0.98,0.76,0.80,0.67,0.68,0.77,0.82,0.47,0.61,Upgrade
Dividend Yield,4.64%,1.01%,0.82%,0.79%,0.79%,0.83%,0.75%,0.81%,0.78%,0.81%,1.03%,1.33%,1.15%,1.23%,0.66%,0.68%,0.68%,0.81%,0.71%,0.55%,0.50%,0.50%,0.48%,0.40%,0.44%,0.45%,0.40%,0.46%,0.50%,0.46%,0.45%,0.42%,0.43%,-,-,-,-,-,-,-,-,Upgrade
Payout Ratio,35.50%,22.70%,20.70%,-40.40%,22.60%,24.70%,30.60%,28.80%,22.50%,19.40%,18.50%,37.80%,29.30%,37.00%,39.50%,23.80%,57.70%,44.10%,144.40%,26.00%,26.00%,26.70%,-,29.40%,24.40%,40.00%,37.50%,50.00%,112.50%,25.00%,44.40%,23.30%,36.80%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,Upgrade
Buyback Yield / Dilution,3.73%,3.73%,4.72%,5.14%,1.83%,0.99%,-0.03%,-0.40%,-0.58%,0.04%,-0.12%,0.11%,-18.04%,-18.72%,-18.63%,-33.58%,-12.74%,-12.72%,-12.99%,-0.69%,-0.97%,-0.89%,-0.79%,-0.75%,-0.60%,-0.52%,-0.07%,0.52%,0.14%,-0.04%,-0.16%,-2.65%,-2.28%,-2.24%,-1.94%,-0.23%,-0.23%,-0.37%,-0.33%,-0.32%,-0.33%,Upgrade
Total Shareholder Return,8.38%,4.73%,5.54%,5.93%,2.62%,1.82%,0.73%,0.41%,0.20%,0.85%,0.91%,1.44%,-16.89%,-17.48%,-17.97%,-32.89%,-12.06%,-11.91%,-12.28%,-0.15%,-0.47%,-0.39%,-0.31%,-0.35%,-0.16%,-0.07%,0.33%,0.98%,0.64%,0.42%,0.29%,-2.23%,-1.85%,-2.24%,-1.94%,-0.23%,-0.23%,-0.37%,-0.33%,-0.32%,-0.33%,Upgrade
