Metrics,Current,2023-03-31,2022-12-31,2022-09-30,2022-06-30,2022-03-31,2021-12-31,2021-09-30,2021-06-30,2021-03-31,2020-12-31,2020-09-30,2020-06-30,2020-03-31,2019-12-31,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,+50 Quarters
Market Capitalization,217,284,346,344,367,406,413,208,197,200,176,138,139,136,220,197,209,191,185,227,242,240,212,211,209,212,193,149,149,151,137,123,119,116,118,114,76,81,78,74,62,Upgrade
Market Cap Growth,-,-30.08%,-16.18%,64.99%,86.49%,103.18%,135.03%,51.50%,41.73%,47.25%,-20.23%,-30.15%,-33.49%,-28.71%,18.82%,-13.32%,-13.88%,-20.67%,-12.51%,7.55%,16.23%,13.43%,9.71%,41.61%,40.40%,39.84%,40.54%,21.50%,24.79%,30.65%,16.62%,8.13%,55.92%,43.86%,51.05%,52.48%,22.62%,40.29%,71.14%,46.25%,23.13%,Upgrade
Enterprise Value,367,431,384,244,27,-101,-102,-69,-7,8,19,11,19,62,146,131,214,181,194,292,302,271,202,169,158,166,120,79,94,84,70,63,66,45,26,15,-10,-44,-43,-21,-52,Upgrade
PE Ratio,6.68,8.87,11.10,13.49,17.95,23.93,26.87,12.61,12.86,12.04,11.17,8.67,8.33,8.73,13.60,8.11,8.51,7.72,7.42,14.56,16.65,19.18,18.82,19.10,20.74,21.22,20.04,16.03,16.88,18.56,19.33,19.89,21.55,22.28,23.33,22.71,-9.98,-9.37,-8.10,-4.69,-9.87,Upgrade
PS Ratio,1.78,2.29,2.83,2.92,3.54,4.52,5.30,3.15,3.15,3.29,2.96,2.33,2.33,2.28,3.71,3.36,3.56,3.26,3.20,4.51,4.69,4.68,4.11,3.62,3.79,3.92,3.64,2.87,2.89,3.02,2.81,2.57,2.52,2.45,2.48,2.35,2.76,3.11,3.18,5.48,2.15,Upgrade
PB Ratio,0.61,0.79,0.95,0.96,1.04,1.16,1.18,1.03,0.99,1.02,0.90,0.69,0.69,0.69,1.14,1.01,1.09,1.02,1.01,1.33,1.44,1.46,1.29,1.30,1.30,1.34,1.25,0.96,0.98,1.01,0.94,0.84,0.83,0.81,0.84,0.82,0.56,0.77,0.76,0.73,0.55,Upgrade
Debt / Equity Ratio,0.51,0.51,0.26,0.18,0.18,0.18,0.20,0.17,0.17,0.18,0.16,0.15,0.03,0.11,0.11,0.19,0.23,0.26,0.41,0.67,0.61,0.44,0.13,0.01,0.02,0.02,0.02,0.03,0.05,0.04,0.05,0.04,0.05,0.04,0.03,0.08,0.06,0.08,0.10,0.11,0.09,Upgrade
Dividend Yield,4.37%,0.84%,1.38%,0.69%,0.65%,0.59%,0.58%,0.68%,0.72%,0.71%,0.82%,1.09%,1.08%,1.11%,0.69%,0.65%,0.61%,0.67%,0.62%,0.45%,0.42%,0.37%,0.42%,0.30%,0.30%,0.30%,0.33%,0.25%,0.26%,0.25%,0.18%,0.21%,-,-,-,-,-,-,-,-,-,Upgrade
Payout Ratio,37.30%,37.50%,57.10%,24.50%,31.60%,42.90%,133.30%,30.80%,35.30%,35.30%,37.50%,44.40%,27.90%,48.00%,37.50%,30.30%,30.30%,34.50%,9.50%,22.90%,23.50%,21.90%,33.30%,18.50%,26.30%,22.70%,25.00%,15.80%,16.70%,15.80%,11.80%,13.30%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,Upgrade
Buyback Yield / Dilution,-0.28%,-0.28%,-0.26%,-68.89%,-68.85%,-68.85%,-64.57%,6.18%,6.16%,6.13%,5.15%,1.97%,2.00%,2.04%,0.48%,-0.24%,-0.25%,-0.34%,-0.48%,-0.48%,-0.53%,-0.50%,-0.18%,-0.19%,-0.28%,-0.26%,-0.27%,-0.26%,-0.15%,-0.12%,-0.13%,-0.12%,-48.97%,-49.04%,-49.09%,-49.09%,-0.16%,-0.16%,-0.05%,-0.05%,-0.05%,Upgrade
Total Shareholder Return,4.19%,0.56%,1.11%,-68.20%,-68.20%,-68.27%,-64.00%,6.85%,6.88%,6.84%,5.97%,3.07%,3.08%,3.14%,1.17%,0.41%,0.36%,0.33%,0.14%,-0.04%,-0.11%,-0.13%,0.23%,0.11%,0.02%,0.04%,0.06%,-0.00%,0.10%,0.13%,0.06%,0.08%,-48.97%,-49.04%,-49.09%,-49.09%,-0.16%,-0.16%,-0.05%,-0.05%,-0.05%,Upgrade
