Metrics,Current,2023-03-31,2022-12-31,2022-09-30,2022-06-30,2022-03-31,2021-12-31,2021-09-30,2021-06-30,2021-03-31,2020-12-31,2020-09-30,2020-06-30,2020-03-31,2019-12-31,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,+70 Quarters
Market Capitalization,337,375,504,402,406,466,508,462,473,515,404,275,325,285,509,480,511,508,507,571,615,489,477,483,464,442,461,357,309,311,340,334,311,295,300,273,295,298,274,95,60,Upgrade
Market Cap Growth,-,-19.48%,-0.79%,-12.99%,-14.20%,-9.40%,25.65%,68.06%,45.48%,80.88%,-20.62%,-42.65%,-36.44%,-43.96%,0.49%,-16.04%,-16.80%,3.74%,6.28%,18.19%,32.48%,10.86%,3.41%,35.30%,50.39%,42.05%,35.76%,6.93%,-0.95%,5.32%,13.38%,22.14%,5.57%,-0.81%,9.41%,188.06%,394.80%,273.12%,777.02%,299.28%,181.19%,Upgrade
Enterprise Value,239,278,595,497,451,465,507,446,513,493,394,337,398,356,572,501,537,501,502,637,636,510,512,547,525,417,423,290,295,214,301,276,301,242,274,275,257,219,213,31,-13,Upgrade
PE Ratio,5.84,6.43,7.95,6.62,6.83,7.93,8.07,6.86,6.66,7.01,7.20,5.19,7.08,6.80,10.97,11.29,12.19,12.68,12.72,18.07,23.16,20.69,23.29,19.63,19.23,17.92,20.25,15.89,14.58,15.28,16.97,18.20,17.09,15.81,16.62,14.45,12.14,3.70,3.34,1.08,0.72,Upgrade
PS Ratio,1.69,1.88,2.44,1.96,1.98,2.28,2.44,2.17,2.18,2.40,2.11,1.49,1.91,1.73,3.00,2.96,3.19,3.16,3.24,3.76,4.30,3.66,3.65,3.73,3.61,3.47,3.74,2.95,2.61,2.63,2.88,2.90,2.70,2.55,2.60,2.32,2.49,2.43,2.16,0.69,0.42,Upgrade
PB Ratio,0.92,1.02,1.45,1.21,1.23,1.31,1.27,1.16,1.19,1.33,1.04,0.74,0.92,0.85,1.45,1.41,1.55,1.47,1.50,1.66,1.82,1.83,1.80,1.81,1.77,1.73,1.85,1.42,1.25,1.30,1.35,1.32,1.22,1.16,1.20,1.11,1.21,1.26,1.18,0.42,0.29,Upgrade
Debt / Equity Ratio,0.35,0.35,0.47,0.50,0.32,0.31,0.27,0.27,0.27,0.28,0.28,0.29,0.36,0.42,0.37,0.30,0.24,0.19,0.19,0.34,0.24,0.24,0.34,0.42,0.46,0.18,0.18,0.19,0.19,0.20,0.19,0.19,0.19,0.19,0.19,0.27,0.28,0.23,0.25,0.30,0.32,Upgrade
Dividend Yield,5.65%,1.29%,0.92%,1.15%,1.14%,1.00%,0.88%,0.98%,0.97%,0.89%,1.08%,1.59%,1.35%,1.55%,0.79%,0.84%,0.83%,0.84%,0.71%,0.63%,0.59%,0.66%,0.54%,0.44%,0.46%,0.48%,0.46%,0.48%,0.55%,0.55%,0.53%,0.41%,0.44%,0.47%,0.46%,0.50%,0.47%,-,-,-,-,Upgrade
Payout Ratio,32.10%,37.10%,31.00%,26.80%,35.50%,25.90%,35.60%,28.40%,36.80%,20.80%,25.60%,22.20%,29.90%,90.90%,29.00%,32.70%,38.30%,45.00%,36.60%,30.60%,40.50%,34.90%,150.00%,31.20%,35.70%,35.70%,37.00%,26.70%,26.70%,42.10%,32.00%,27.30%,24.00%,37.50%,35.30%,28.60%,23.10%,0.00%,0.00%,0.00%,0.00%,Upgrade
Buyback Yield / Dilution,0.31%,0.31%,1.00%,2.15%,3.39%,2.65%,2.78%,1.65%,0.49%,1.52%,2.66%,2.75%,6.73%,6.38%,6.74%,6.84%,2.63%,-10.49%,-13.00%,-13.19%,-13.00%,-0.21%,-0.41%,-0.53%,-0.33%,0.15%,4.72%,6.22%,7.43%,7.13%,2.85%,1.36%,-0.20%,-0.35%,-0.61%,-141.66%,-141.83%,-143.19%,-156.12%,-8.20%,-10.55%,Upgrade
Total Shareholder Return,5.96%,1.61%,1.92%,3.30%,4.53%,3.65%,3.66%,2.63%,1.46%,2.41%,3.74%,4.34%,8.08%,7.93%,7.53%,7.68%,3.46%,-9.66%,-12.29%,-12.56%,-12.41%,0.45%,0.13%,-0.09%,0.13%,0.64%,5.18%,6.69%,7.99%,7.68%,3.38%,1.77%,0.24%,0.11%,-0.15%,-141.16%,-141.36%,-143.19%,-156.12%,-8.20%,-10.55%,Upgrade
