Metrics,Current,2023-03-31,2022-12-31,2022-09-30,2022-06-30,2022-03-31,2021-12-31,2021-09-30,2021-06-30,2021-03-31,2020-12-31,2020-09-30,2020-06-30,2020-03-31,2019-12-31,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,+14 Quarters
Market Capitalization,751,821,762,675,801,766,779,808,788,751,740,670,677,492,871,873,868,881,811,904,864,858,854,915,924,955,880,867,805,730,698,672,764,859,765,793,907,958,998,999,"1,039",Upgrade
Market Cap Growth,-,7.09%,-2.18%,-16.53%,1.72%,2.08%,5.25%,20.69%,16.43%,52.58%,-15.08%,-23.24%,-22.02%,-44.15%,7.45%,-3.41%,0.44%,2.61%,-5.05%,-1.20%,-6.54%,-10.15%,-2.90%,5.49%,14.84%,30.84%,26.07%,29.05%,5.29%,-15.06%,-8.77%,-15.31%,-15.77%,-10.24%,-23.39%,-20.60%,-12.68%,-9.36%,7.91%,18.96%,27.53%,Upgrade
Enterprise Value,"1,423","1,492","1,420","1,546","1,422",986,"1,268","1,062",985,"1,099","1,023",596,621,509,"1,022","1,267","1,216","1,215","1,077","1,180","1,112","1,257","1,243","1,181",818,903,955,"1,013","1,231",904,850,544,493,490,355,461,436,538,638,"1,141","1,400",Upgrade
PE Ratio,30.64,34.62,41.54,123.52,151.02,19.39,13.08,11.28,10.24,6.68,47.89,-134.77,-68.55,-11.11,15.56,13.01,12.14,12.29,12.13,12.00,11.62,11.71,12.13,12.89,11.64,9.97,8.24,11.59,16.34,23.28,49.55,20.29,16.69,18.85,15.79,10.93,12.90,17.98,13.26,14.34,11.63,Upgrade
PS Ratio,3.80,4.14,4.29,4.24,5.58,5.61,5.59,5.99,5.98,6.02,6.08,5.26,4.89,3.32,5.63,5.60,5.66,5.73,5.28,5.86,5.64,5.80,5.96,6.48,6.39,6.28,5.79,5.91,5.86,5.89,6.04,5.74,6.65,7.48,6.27,6.38,6.53,6.38,6.10,5.89,6.21,Upgrade
PB Ratio,0.76,0.83,0.76,0.67,0.79,0.93,0.93,0.95,0.92,0.88,0.87,0.79,0.80,0.61,0.96,0.94,0.93,0.95,0.88,0.97,0.93,0.93,0.93,0.99,1.00,1.04,0.96,0.95,0.89,0.82,0.79,0.74,0.82,0.92,0.82,0.84,0.95,0.99,1.00,1.01,1.03,Upgrade
Debt / Equity Ratio,1.13,1.13,1.09,1.14,0.98,0.98,0.96,0.84,0.78,0.82,0.79,0.60,0.60,0.62,0.65,0.61,0.60,0.64,0.52,0.52,0.51,0.59,0.59,0.51,0.32,0.41,0.42,0.48,0.63,0.50,0.49,0.33,0.24,0.24,0.24,0.24,0.24,0.23,0.23,0.23,0.37,Upgrade
Dividend Yield,11.92%,2.73%,2.95%,3.33%,2.80%,2.26%,2.22%,2.14%,2.20%,2.31%,2.34%,2.59%,2.56%,3.52%,1.99%,1.99%,2.00%,1.97%,2.14%,1.92%,2.01%,2.02%,1.98%,1.85%,1.83%,1.77%,1.92%,1.95%,2.10%,2.31%,2.43%,2.53%,2.22%,1.98%,2.22%,2.14%,1.88%,1.84%,1.77%,1.80%,2.60%,Upgrade
Payout Ratio,364.40%,315.40%,113.90%,164.00%,-141.40%,1025.00%,273.30%,128.10%,93.20%,80.40%,93.20%,93.20%,32.00%,-22.90%,-820.00%,128.10%,89.10%,69.50%,195.20%,95.30%,87.20%,87.20%,97.60%,97.60%,90.90%,97.60%,95.20%,65.60%,48.20%,59.70%,-117.60%,-,97.60%,153.80%,333.30%,133.30%,100.00%,129.00%,61.50%,166.70%,-,Upgrade
Buyback Yield / Dilution,-29.09%,-29.09%,-29.61%,-29.61%,-29.61%,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-0.03%,-0.03%,-0.03%,-0.03%,0.00%,0.51%,0.51%,0.51%,0.51%,-,-,0.42%,3.41%,4.08%,5.72%,5.25%,2.24%,-14.42%,-22.93%,-22.94%,Upgrade
Total Shareholder Return,-17.20%,-26.36%,-26.66%,-26.28%,-26.80%,2.26%,2.22%,2.14%,2.20%,2.31%,2.34%,2.59%,2.56%,3.52%,1.99%,1.99%,2.00%,1.97%,2.14%,1.92%,2.01%,1.99%,1.95%,1.82%,1.80%,1.77%,2.43%,2.46%,2.61%,2.82%,2.43%,2.53%,2.64%,5.39%,6.30%,7.86%,7.13%,4.08%,-12.64%,-21.12%,-20.34%,Upgrade
