Metrics,Current,2023-03-31,2022-12-31,2022-09-30,2022-06-30,2022-03-31,2021-12-31,2021-09-30,2021-06-30,2021-03-31,2020-12-31,2020-09-30,2020-06-30,2020-03-31,2019-12-31,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,+3 Quarters
Market Capitalization,"24,798","24,760","20,134","18,208","16,690","23,821","23,561","21,253","17,674","14,679","12,160","10,429","9,832","3,669","4,095","2,882","2,704","2,391","1,805","2,283","2,019","1,771","1,644","1,532","1,464","1,537","1,551","1,407","1,137","1,243","1,043","1,410","1,492","1,496","1,383","1,412","1,547",-,-,-,-,Upgrade
Market Cap Growth,-,3.94%,-14.54%,-14.33%,-5.57%,62.28%,93.75%,103.79%,79.76%,300.13%,196.93%,261.89%,263.58%,53.46%,126.94%,26.23%,33.96%,34.99%,9.75%,49.01%,37.92%,15.21%,5.98%,8.91%,28.74%,23.71%,48.72%,-0.25%,-23.82%,-16.92%,-24.55%,-0.10%,-3.55%,-,-,-,-,-,-,-,-,Upgrade
Enterprise Value,"37,053","37,315","32,354","29,838","28,235","35,675","34,662","31,102","26,948","24,460","22,001","19,770","18,886","11,593","11,917","10,106","9,983","9,180","8,678","8,769","7,899","6,791","6,686","5,630","4,590","4,599","4,145","3,825","3,099","3,660","3,337","3,915","13,065","13,651","13,335","13,278","12,809","12,225","12,580",-,-,Upgrade
PE Ratio,72.69,114.78,120.17,104.56,56.69,62.74,60.92,63.16,60.14,66.77,93.22,116.33,130.35,71.66,32.20,28.63,32.49,60.80,51.09,36.25,26.95,12.97,30.18,31.33,23.22,27.37,15.57,19.75,48.76,-572.86,53.83,63.05,31.30,27.99,39.52,44.37,86.72,-,-,-,-,Upgrade
PS Ratio,7.77,7.85,6.59,5.31,4.67,5.58,5.59,5.97,5.70,6.09,6.89,6.76,6.47,2.82,2.32,1.83,2.00,2.04,1.88,2.10,1.78,1.18,1.11,1.01,0.94,1.13,1.24,1.41,1.41,1.83,1.28,1.72,1.76,2.02,2.29,2.41,2.83,-,-,-,-,Upgrade
PB Ratio,14.67,14.83,12.67,12.05,10.18,14.07,12.91,12.12,10.90,12.64,10.19,9.13,10.40,4.08,5.33,3.83,4.26,3.99,3.07,7.76,5.88,4.75,2.87,5.66,5.41,6.67,5.30,5.08,4.37,5.39,4.22,5.51,5.23,5.17,4.88,4.80,5.27,-,-,-,-,Upgrade
Debt / Equity Ratio,8.13,8.13,8.39,8.38,7.70,7.49,6.85,6.69,6.60,9.43,9.13,9.26,10.80,10.69,11.15,10.57,12.43,12.42,12.53,25.04,19.94,15.19,9.97,18.77,13.63,15.24,11.58,10.72,9.45,11.50,10.43,11.63,45.72,46.78,47.41,45.32,43.65,24.93,27.24,-,-,Upgrade
Dividend Yield,4.34%,-,-,0.59%,0.64%,0.45%,0.38%,0.41%,0.48%,0.52%,0.49%,0.61%,0.60%,1.29%,1.02%,1.35%,1.38%,1.48%,1.58%,1.21%,1.81%,4.83%,2.05%,1.66%,0.75%,1.48%,1.08%,1.68%,1.09%,1.30%,1.01%,1.49%,1.37%,1.29%,1.37%,1.04%,-,-,-,-,-,Upgrade
Payout Ratio,108.90%,0.00%,0.00%,-277.30%,290.50%,254.20%,68.10%,95.90%,67.10%,142.40%,76.90%,148.10%,111.10%,-121.20%,118.50%,133.30%,133.30%,88.90%,560.00%,311.10%,-186.50%,102.60%,102.50%,119.20%,24.10%,-48.30%,57.10%,62.20%,32.60%,-500.00%,-,-185.70%,166.70%,104.30%,800.00%,105.90%,0.00%,-,-,-,-,Upgrade
Buyback Yield / Dilution,-2.73%,-2.73%,6.35%,5.84%,3.24%,-6.45%,-26.43%,-17.96%,-23.23%,-38.27%,-14.78%,-29.73%,-25.99%,-6.93%,-28.22%,-23.49%,-18.94%,48.24%,-23.53%,-20.13%,-16.27%,-163.67%,1.80%,2.72%,-2.41%,-0.53%,-3.80%,-4.70%,-0.75%,-0.02%,-2.15%,0.85%,-2.14%,-1.19%,-1.50%,-,-,-,-,-,-,Upgrade
Total Shareholder Return,1.64%,-2.73%,6.35%,6.43%,3.88%,-6.00%,-26.05%,-17.55%,-22.75%,-37.75%,-14.29%,-29.12%,-25.39%,-5.64%,-27.20%,-22.13%,-17.56%,49.72%,-21.95%,-18.92%,-14.46%,-158.84%,3.85%,4.38%,-1.67%,0.95%,-2.72%,-3.01%,0.34%,1.28%,-1.15%,2.33%,-0.78%,0.11%,-0.13%,1.04%,-,-,-,-,-,Upgrade
