Metrics,Current,2023-03-31,2022-12-31,2022-09-30,2022-06-30,2022-03-31,2021-12-31,2021-09-30,2021-06-30,2021-03-31,2020-12-31,2020-09-30,2020-06-30,2020-03-31,2019-12-31,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,+70 Quarters
Market Capitalization,"2,065","2,505","3,035","2,864","2,942","3,369","3,320","3,235","3,136","3,242","2,564","1,726","2,092","1,828","3,033","2,772","2,887","2,729","2,718","3,367","3,289","3,243","3,408","3,248","3,030","3,000","3,000","2,427","2,223","2,255","2,538","2,475","2,593","2,271","2,040","1,978","2,035","2,005","2,113","1,844","1,605",Upgrade
Market Cap Growth,-,-25.66%,-8.57%,-11.47%,-6.18%,3.91%,29.46%,87.41%,49.87%,77.38%,-15.45%,-37.74%,-27.52%,-33.02%,11.56%,-17.66%,-12.24%,-15.85%,-20.24%,3.68%,8.57%,8.10%,13.60%,33.79%,36.26%,33.05%,18.22%,-1.92%,-14.26%,-0.70%,24.43%,25.10%,27.42%,13.27%,-3.49%,7.30%,26.80%,26.48%,37.40%,35.68%,23.50%,Upgrade
Enterprise Value,"1,472","1,912","2,535","2,143","2,072","2,315","1,071","1,618","1,617","1,746","1,483",713,947,"2,024","3,329","2,787","3,127","2,874","2,878","3,322","3,649","3,171","3,623","3,350","3,247","2,803","2,664","2,632","2,405","2,669","2,674","2,557","3,153","2,515","2,423","2,445","2,365","2,723","2,936","2,662","2,622",Upgrade
PE Ratio,5.53,6.56,8.42,8.47,9.44,11.23,11.13,11.01,11.27,12.70,11.21,7.66,8.67,7.05,10.87,10.03,10.56,9.93,10.00,14.44,15.43,16.99,19.36,16.39,15.58,16.87,17.13,14.40,13.82,13.16,15.75,15.94,16.99,15.93,14.80,14.75,15.86,16.56,18.63,17.44,15.75,Upgrade
PS Ratio,2.57,3.12,3.91,3.90,4.26,5.00,4.97,4.96,5.01,5.57,4.77,3.22,3.73,3.09,4.84,4.42,4.63,4.44,4.51,5.71,5.66,5.82,6.38,6.38,6.37,6.41,6.43,5.27,4.87,5.09,5.99,6.04,6.44,5.70,5.18,5.12,5.24,5.14,5.45,4.72,4.17,Upgrade
PB Ratio,0.81,0.99,1.23,1.18,1.21,1.39,1.36,1.31,1.28,1.32,1.06,0.73,0.89,0.79,1.32,1.23,1.31,1.26,1.28,1.59,1.59,1.61,1.73,1.65,1.60,1.62,1.64,1.35,1.26,1.30,1.45,1.43,1.55,1.39,1.27,1.26,1.32,1.34,1.45,1.29,1.05,Upgrade
Debt / Equity Ratio,0.21,0.21,0.27,0.22,0.12,0.08,0.08,0.08,0.08,0.10,0.14,0.18,0.18,0.30,0.39,0.37,0.36,0.32,0.36,0.25,0.37,0.32,0.38,0.43,0.41,0.34,0.46,0.67,0.64,0.60,0.49,0.37,0.46,0.64,0.65,0.81,0.90,1.00,1.02,0.99,0.84,Upgrade
Dividend Yield,4.77%,0.99%,0.83%,0.87%,0.87%,0.76%,0.79%,0.75%,0.79%,0.76%,0.97%,1.43%,1.18%,1.35%,0.82%,0.89%,0.86%,0.92%,0.93%,0.58%,0.60%,0.60%,0.57%,0.53%,0.56%,0.56%,0.56%,0.59%,0.64%,0.64%,0.58%,0.47%,0.44%,0.35%,0.39%,0.28%,0.28%,0.20%,0.19%,0.04%,0.05%,Upgrade
Payout Ratio,26.30%,25.80%,25.80%,25.20%,28.60%,34.00%,34.70%,33.30%,31.60%,33.70%,34.40%,43.70%,45.60%,52.50%,36.50%,34.10%,34.40%,37.30%,38.80%,27.90%,26.40%,30.40%,75.00%,33.90%,32.80%,34.40%,35.00%,31.00%,40.90%,31.00%,35.30%,29.80%,24.60%,22.20%,22.20%,15.60%,15.90%,12.80%,12.20%,2.60%,2.90%,Upgrade
Buyback Yield / Dilution,3.72%,3.72%,3.43%,6.03%,5.22%,5.15%,3.68%,2.02%,0.33%,-0.00%,0.21%,0.29%,0.77%,1.08%,1.38%,2.27%,1.80%,1.20%,0.62%,-0.55%,-1.50%,-1.58%,-2.02%,-2.14%,-1.18%,-0.02%,2.27%,3.15%,1.34%,-0.11%,-2.12%,-2.63%,-0.82%,-0.34%,-0.56%,-1.34%,-1.45%,-1.55%,-1.22%,-0.49%,-0.24%,Upgrade
Total Shareholder Return,8.49%,4.71%,4.26%,6.90%,6.09%,5.92%,4.47%,2.77%,1.12%,0.76%,1.17%,1.72%,1.95%,2.44%,2.19%,3.17%,2.66%,2.11%,1.55%,0.03%,-0.91%,-0.97%,-1.45%,-1.62%,-0.63%,0.54%,2.83%,3.74%,1.98%,0.54%,-1.54%,-2.17%,-0.38%,0.02%,-0.16%,-1.06%,-1.18%,-1.35%,-1.03%,-0.44%,-0.19%,Upgrade
