Metrics,Current,2023-03-31,2022-12-31,2022-09-30,2022-06-30,2022-03-31,2021-12-31,2021-09-30,2021-06-30,2021-03-31,2020-12-31,2020-09-30,2020-06-30,2020-03-31,2019-12-31,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,+70 Quarters
Market Capitalization,"6,198","6,780","8,597","8,479","7,464","8,862","8,033","7,550","7,117","6,870","5,483","4,010","4,673","3,497","6,118","5,548","5,909","6,115","5,623","6,675","6,905","6,755","5,979","6,097","6,006","5,672","5,555","4,468","3,951","3,416","3,739","4,018","4,964","4,362","4,454","4,818","4,838","4,710","4,503","4,261","4,007",Upgrade
Market Cap Growth,-,-23.49%,7.02%,12.30%,4.88%,28.99%,46.50%,88.30%,52.29%,96.47%,-10.38%,-27.73%,-20.92%,-42.81%,8.79%,-16.88%,-14.42%,-9.48%,-5.94%,9.48%,14.98%,19.09%,7.63%,36.45%,52.01%,66.05%,48.56%,11.20%,-20.42%,-21.70%,-16.06%,-16.61%,2.62%,-7.39%,-1.07%,13.08%,20.73%,22.46%,34.99%,20.82%,13.56%,Upgrade
Enterprise Value,"1,414","1,995","1,503","-2,822","-4,264","-3,496","-5,562","-6,241","-5,588","-2,773","-2,454","-1,322",-102,707,"4,260","4,076","5,518","5,295","3,270","4,574","4,802","3,341","2,308","2,237","3,459","2,273","2,627","1,513","1,555",482,"1,277","1,132","2,525","1,359","1,131",336,667,271,839,752,"1,879",Upgrade
PE Ratio,9.62,10.41,15.02,17.58,17.75,21.12,18.43,17.77,17.21,17.60,16.94,11.90,13.29,9.49,14.05,12.30,12.93,13.38,12.58,15.59,17.12,17.89,16.79,17.97,18.40,18.16,18.75,16.50,14.83,12.75,13.78,14.06,17.28,15.53,16.50,18.55,19.92,20.03,19.48,18.46,17.34,Upgrade
PS Ratio,3.37,3.69,5.08,5.50,5.24,6.39,5.86,5.63,5.44,5.49,4.57,3.29,3.75,2.72,4.59,4.18,4.47,4.68,4.37,5.29,5.64,5.64,5.12,5.31,5.32,5.15,5.17,4.37,3.89,3.37,3.69,3.88,4.82,4.30,4.50,4.99,5.19,5.18,4.99,4.75,4.49,Upgrade
PB Ratio,1.79,1.96,2.74,3.02,2.23,2.35,1.81,1.73,1.63,1.61,1.28,0.98,1.17,0.91,1.56,1.43,1.58,1.70,1.67,2.02,2.09,2.08,1.81,1.91,1.86,1.83,1.85,1.41,1.26,1.14,1.29,1.38,1.73,1.50,1.56,1.71,1.75,1.84,1.79,1.72,1.65,Upgrade
Debt / Equity Ratio,1.30,1.30,1.57,0.83,0.58,0.56,0.67,0.56,0.57,0.51,0.55,0.45,0.46,0.37,0.49,0.37,0.42,0.41,0.48,0.40,0.37,0.39,0.42,0.39,0.36,0.36,0.40,0.33,0.31,0.31,0.39,0.30,0.29,0.29,0.36,0.29,0.31,0.29,0.35,0.33,0.32,Upgrade
Dividend Yield,3.49%,0.83%,0.65%,0.66%,0.64%,0.54%,0.59%,0.63%,0.64%,0.66%,0.83%,1.11%,0.95%,1.27%,0.73%,0.80%,0.76%,0.69%,0.76%,0.64%,0.62%,0.54%,0.60%,0.60%,0.58%,0.61%,0.61%,0.75%,0.85%,0.96%,0.88%,0.83%,0.67%,0.74%,0.72%,0.67%,0.64%,0.64%,0.67%,0.71%,0.75%,Upgrade
Payout Ratio,33.40%,32.10%,29.80%,33.50%,41.20%,49.70%,48.70%,45.20%,39.80%,40.40%,51.80%,47.30%,48.30%,94.70%,44.10%,40.80%,41.00%,37.20%,36.40%,37.20%,39.40%,35.00%,37.00%,39.90%,41.50%,41.90%,41.90%,43.50%,48.20%,49.50%,58.90%,44.90%,47.30%,45.90%,45.50%,42.90%,49.00%,51.50%,50.00%,52.10%,52.60%,Upgrade
Buyback Yield / Dilution,-0.53%,-0.53%,-0.92%,-0.75%,-0.87%,-1.36%,-1.37%,-1.51%,-1.59%,-0.78%,-0.46%,-0.07%,0.86%,0.50%,2.16%,1.96%,1.10%,1.08%,-1.23%,0.50%,0.24%,0.11%,-0.33%,-3.42%,-3.16%,-2.86%,-1.03%,1.72%,1.88%,1.85%,1.17%,-0.35%,-3.72%,-3.94%,-4.23%,-4.27%,-1.50%,1.23%,1.57%,1.65%,2.22%,Upgrade
Total Shareholder Return,2.97%,0.30%,-0.27%,-0.09%,-0.22%,-0.82%,-0.77%,-0.88%,-0.94%,-0.12%,0.36%,1.04%,1.81%,1.77%,2.88%,2.76%,1.86%,1.77%,-0.47%,1.14%,0.86%,0.65%,0.28%,-2.82%,-2.59%,-2.25%,-0.41%,2.47%,2.73%,2.81%,2.05%,0.48%,-3.05%,-3.20%,-3.51%,-3.60%,-0.86%,1.88%,2.24%,2.36%,2.97%,Upgrade
