Metrics,Current,2023-03-31,2022-12-31,2022-09-30,2022-06-30,2022-03-31,2021-12-31,2021-09-30,2021-06-30,2021-03-31,2020-12-31,2020-09-30,2020-06-30,2020-03-31,2019-12-31,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,+70 Quarters
Market Capitalization,"2,906","3,496","3,143","2,635","3,056","3,601","3,742","4,250","4,771","5,218","5,025","4,366","4,732","4,958","5,165","5,193","5,603","4,931","4,298","5,209","3,899","2,933","3,545","2,719","1,980","2,047","2,268","2,011","1,584","1,518","1,909","1,832","1,998","2,021","1,902","1,799","2,040","2,174","2,276","1,912","1,988",Upgrade
Market Cap Growth,-,-2.91%,-16.01%,-38.01%,-35.95%,-30.99%,-25.53%,-2.67%,0.83%,5.24%,-2.71%,-15.92%,-15.54%,0.56%,20.18%,-0.30%,43.71%,68.09%,21.24%,91.53%,96.92%,43.33%,56.33%,35.26%,24.99%,34.85%,18.77%,9.74%,-20.71%,-24.91%,0.39%,1.86%,-2.05%,-7.05%,-16.45%,-5.94%,2.61%,13.86%,32.23%,6.15%,8.24%,Upgrade
Enterprise Value,"4,185","4,823","4,318","3,772","4,093","4,689","4,716","5,252","5,789","5,793","5,992","5,187","5,120","5,435","5,807","5,976","6,527","5,920","5,132","6,240","4,201","3,410","4,092","3,174","2,411","2,678","2,903","2,591","2,175","2,108","2,498","2,435","2,654","2,683","2,578","2,458","2,730","2,861","2,817","2,443","2,530",Upgrade
PE Ratio,-12.20,-12.20,-10.43,-7.68,-8.93,-10.91,-31.05,51.32,17.02,11.12,12.26,9.99,10.66,11.27,9.73,12.58,14.90,16.91,22.61,23.62,22.15,16.76,29.32,23.61,38.67,110.03,134.98,-205.16,35.68,21.65,22.28,12.51,17.63,21.76,16.61,17.25,12.02,11.19,10.46,11.63,13.26,Upgrade
PS Ratio,0.52,0.64,0.56,0.47,0.53,0.62,0.65,0.75,0.85,0.98,0.97,0.86,0.95,0.99,1.02,1.07,1.17,1.16,1.15,1.57,1.38,1.06,1.30,1.02,0.76,0.80,0.90,0.81,0.64,0.62,0.82,0.80,0.91,0.94,0.87,0.81,0.88,0.92,0.94,0.79,0.81,Upgrade
PB Ratio,1.08,1.32,1.18,1.08,1.07,1.06,0.93,1.02,1.11,1.20,1.10,1.00,1.13,1.32,1.30,1.33,1.52,1.49,1.41,1.70,1.91,1.42,1.68,1.31,0.97,1.03,1.15,0.97,0.75,0.74,0.96,0.91,0.99,0.96,0.91,0.86,0.95,1.01,1.11,0.95,0.99,Upgrade
Debt / Equity Ratio,0.52,0.52,0.52,0.57,0.49,0.41,0.28,0.27,0.26,0.26,0.26,0.27,0.19,0.21,0.20,0.24,0.28,0.33,0.30,0.37,0.47,0.29,0.28,0.28,0.29,0.38,0.38,0.36,0.36,0.37,0.38,0.37,0.37,0.36,0.36,0.36,0.35,0.35,0.30,0.30,0.31,Upgrade
Dividend Yield,2.73%,0.57%,0.63%,0.75%,0.65%,0.55%,0.53%,0.46%,0.42%,0.39%,0.39%,0.45%,0.41%,0.40%,0.36%,0.32%,0.29%,0.33%,0.36%,0.30%,0.32%,0.42%,0.35%,0.45%,0.62%,0.60%,0.54%,0.61%,0.77%,0.81%,0.64%,0.68%,0.62%,0.62%,0.66%,0.70%,0.65%,0.61%,0.59%,0.71%,0.70%,Upgrade
Payout Ratio,-27.70%,-24.80%,-35.60%,-26.10%,-26.50%,-22.80%,-18.90%,-26.30%,-32.00%,16.50%,20.10%,16.00%,15.50%,31.20%,15.00%,13.00%,13.40%,10.50%,-2400.00%,16.90%,32.90%,23.30%,33.80%,26.10%,33.80%,-2400.00%,40.00%,-75.00%,300.00%,-600.00%,266.70%,32.90%,42.10%,92.30%,19.70%,266.70%,141.20%,38.10%,24.20%,19.40%,40.70%,Upgrade
Buyback Yield / Dilution,-0.43%,-0.43%,-0.36%,-0.35%,1.19%,2.70%,2.68%,2.61%,1.05%,1.82%,1.86%,1.93%,-0.49%,-2.95%,-2.93%,-2.90%,-25.99%,-25.83%,-25.84%,-26.18%,-0.48%,-0.33%,-0.52%,-0.35%,-0.31%,0.06%,0.13%,1.29%,1.34%,1.06%,2.68%,1.65%,6.35%,6.55%,5.42%,7.45%,4.66%,5.21%,4.58%,2.98%,2.82%,Upgrade
Total Shareholder Return,2.35%,0.14%,0.27%,0.40%,1.83%,3.25%,3.21%,3.07%,1.47%,2.21%,2.25%,2.38%,-0.08%,-2.55%,-2.57%,-2.58%,-25.70%,-25.50%,-25.48%,-25.88%,-0.16%,0.09%,-0.17%,0.11%,0.31%,0.66%,0.67%,1.90%,2.11%,1.87%,3.32%,2.33%,6.97%,7.17%,6.08%,8.16%,5.31%,5.82%,5.16%,3.70%,3.52%,Upgrade
