Metrics,Current,2023-03-31,2022-12-31,2022-09-30,2022-06-30,2022-03-31,2021-12-31,2021-09-30,2021-06-30,2021-03-31,2020-12-31,2020-09-30,2020-06-30,2020-03-31,2019-12-31,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,+70 Quarters
Market Capitalization,395,452,554,544,553,540,583,549,553,609,533,431,505,464,627,534,494,516,492,615,556,510,554,582,578,581,643,496,448,433,432,415,463,465,460,413,430,450,487,420,412,Upgrade
Market Cap Growth,-,-16.21%,-4.97%,-0.91%,0.04%,-11.33%,9.41%,27.41%,9.37%,31.25%,-15.02%,-19.40%,2.36%,-10.13%,27.42%,-13.16%,-11.19%,1.23%,-11.24%,5.73%,-3.88%,-12.20%,-13.84%,17.38%,28.97%,34.10%,49.09%,19.40%,-3.21%,-6.86%,-6.12%,0.44%,7.74%,3.35%,-5.51%,-1.61%,4.25%,7.34%,21.54%,1.27%,7.43%,Upgrade
Enterprise Value,442,500,403,306,230,53,4,-109,-21,46,-3,148,247,364,603,601,491,541,487,651,540,496,538,535,575,561,643,425,460,404,380,388,496,405,435,448,472,430,529,422,567,Upgrade
PE Ratio,5.98,6.84,7.79,8.77,9.21,8.84,11.00,8.95,9.33,11.16,9.90,8.21,9.96,9.03,12.83,11.73,11.06,10.91,10.56,16.13,15.60,17.75,19.03,16.69,16.89,17.02,16.75,13.33,11.98,11.99,14.29,12.87,14.41,13.79,13.61,12.33,12.75,14.20,15.43,13.47,13.39,Upgrade
PS Ratio,1.90,2.18,2.59,2.66,2.78,2.74,3.19,2.87,2.97,3.40,2.99,2.44,2.89,2.69,3.79,3.48,3.35,3.43,3.30,4.18,3.83,3.73,4.00,4.22,4.23,4.24,4.33,3.33,2.96,2.85,3.11,2.96,3.28,3.25,3.20,2.84,2.94,3.17,3.48,3.04,3.04,Upgrade
PB Ratio,0.78,0.90,1.17,1.24,1.20,1.03,1.00,0.92,0.94,1.02,0.89,0.71,0.86,0.80,1.12,0.96,1.03,1.12,1.11,1.44,1.32,1.23,1.34,1.31,1.33,1.36,1.55,1.17,1.09,1.05,1.05,1.02,1.16,1.14,1.17,1.02,1.06,1.13,1.26,1.12,1.12,Upgrade
Debt / Equity Ratio,0.28,0.28,0.17,0.23,0.22,0.21,0.19,0.18,0.18,0.17,0.20,0.17,0.22,0.19,0.20,0.26,0.13,0.18,0.16,0.22,0.08,0.07,0.14,0.05,0.12,0.08,0.20,0.10,0.18,0.11,0.11,0.09,0.24,0.10,0.15,0.36,0.34,0.19,0.31,0.23,0.65,Upgrade
Dividend Yield,3.91%,1.97%,-,-,1.20%,1.46%,-,-,1.29%,1.18%,-,-,1.41%,1.54%,-,-,1.29%,1.21%,-,-,1.12%,1.23%,3.31%,-,1.06%,1.05%,-,-,1.36%,1.43%,-,-,1.37%,1.36%,-,-,1.52%,1.42%,-,-,1.55%,Upgrade
Payout Ratio,23.40%,55.60%,0.00%,0.00%,42.50%,37.70%,0.00%,0.00%,42.70%,55.80%,0.00%,0.00%,59.80%,58.40%,0.00%,0.00%,51.00%,64.60%,0.00%,0.00%,40.80%,69.90%,714.30%,0.00%,73.50%,64.90%,0.00%,0.00%,73.50%,45.40%,0.00%,0.00%,90.70%,81.70%,0.00%,0.00%,77.80%,81.40%,0.00%,0.00%,100.00%,Upgrade
Buyback Yield / Dilution,3.83%,3.83%,5.98%,7.60%,8.69%,7.35%,6.54%,5.07%,2.19%,1.51%,0.31%,-4.37%,-11.59%,-11.87%,-12.01%,-7.23%,-0.29%,-0.28%,-0.23%,-0.25%,-0.25%,-0.25%,-0.30%,-0.31%,0.10%,3.39%,4.10%,4.60%,5.17%,2.33%,1.60%,3.74%,3.38%,3.00%,2.97%,0.29%,-0.36%,-0.37%,-0.48%,-0.52%,-0.52%,Upgrade
Total Shareholder Return,7.74%,5.80%,5.98%,7.60%,9.89%,8.82%,6.54%,5.07%,3.48%,2.68%,0.31%,-4.37%,-10.18%,-10.33%,-12.01%,-7.23%,1.01%,0.94%,-0.23%,-0.25%,0.87%,0.97%,3.01%,-0.31%,1.16%,4.44%,4.10%,4.60%,6.53%,3.76%,1.60%,3.74%,4.75%,4.37%,2.97%,0.29%,1.16%,1.06%,-0.48%,-0.52%,1.03%,Upgrade
