Metrics,Current,2023-03-31,2022-12-31,2022-09-30,2022-06-30,2022-03-31,2021-12-31,2021-09-30,2021-06-30,2021-03-31,2020-12-31,2020-09-30,2020-06-30,2020-03-31,2019-12-31,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,+38 Quarters
Market Capitalization,43,48,55,59,62,71,73,68,76,61,53,42,41,38,67,63,65,60,57,69,72,67,65,63,66,64,66,53,54,51,44,38,38,37,35,30,30,31,31,27,26,Upgrade
Market Cap Growth,-,-31.88%,-24.78%,-12.87%,-19.03%,15.76%,39.35%,61.35%,85.68%,60.60%,-21.23%,-32.43%,-36.57%,-36.79%,17.30%,-9.55%,-10.82%,-10.27%,-12.93%,9.03%,10.63%,4.54%,-1.58%,19.34%,22.12%,24.90%,52.36%,40.75%,40.04%,37.99%,25.79%,24.81%,27.88%,19.50%,11.29%,10.83%,15.27%,28.26%,63.47%,47.83%,44.77%,Upgrade
Enterprise Value,-2,4,14,-1,8,-5,-89,-69,-37,-53,-38,-43,-43,-21,33,18,37,16,12,24,44,27,33,32,52,44,38,27,29,32,25,34,29,19,47,33,22,25,31,13,13,Upgrade
PE Ratio,4.93,5.46,6.15,6.71,7.54,8.94,9.66,9.18,10.85,10.48,10.56,8.83,8.52,7.08,11.91,11.26,11.77,11.10,10.74,16.53,19.08,20.38,22.37,22.24,22.63,20.27,20.21,13.93,14.32,14.04,11.81,9.90,10.22,10.22,10.15,9.69,9.91,10.44,10.18,8.69,9.05,Upgrade
PS Ratio,0.97,1.09,1.26,1.38,1.52,1.77,1.89,1.79,2.05,1.73,1.57,1.32,1.29,1.21,2.14,2.07,2.22,2.12,2.06,2.57,2.76,2.65,2.68,2.76,2.90,2.85,2.96,2.33,2.39,2.33,2.03,1.78,1.85,1.83,1.74,1.56,1.57,1.65,1.65,1.46,1.41,Upgrade
PB Ratio,0.82,0.92,1.10,1.23,1.16,1.17,1.06,0.99,1.12,0.93,0.79,0.64,0.64,0.60,1.09,1.03,1.09,1.05,1.03,1.30,1.38,1.30,1.26,1.23,1.28,1.28,1.34,1.04,1.06,1.04,0.91,1.02,1.07,1.04,1.00,0.91,0.92,0.99,1.05,0.94,0.89,Upgrade
Debt / Equity Ratio,0.39,0.39,0.41,0.43,0.39,0.34,0.30,0.15,0.15,0.15,0.15,0.15,0.11,0.08,0.08,0.08,0.08,0.09,0.09,0.09,0.10,0.29,0.10,0.10,0.20,0.10,-,-,-,-,0.21,0.28,0.28,0.34,0.72,0.54,0.40,0.38,0.54,0.41,0.41,Upgrade
Dividend Yield,3.22%,0.77%,0.67%,0.55%,0.54%,0.47%,0.45%,0.49%,0.40%,0.50%,0.58%,0.72%,0.75%,0.81%,0.66%,0.42%,0.41%,0.44%,0.47%,0.38%,0.37%,0.40%,0.41%,0.42%,0.40%,0.41%,0.40%,0.50%,0.49%,0.52%,0.51%,0.54%,0.44%,0.45%,0.48%,0.55%,0.56%,-,-,-,-,Upgrade
Payout Ratio,15.90%,18.60%,18.60%,12.70%,14.60%,15.60%,17.90%,17.50%,15.20%,16.80%,17.80%,21.30%,37.60%,30.60%,28.60%,17.80%,19.50%,21.60%,17.80%,18.90%,20.10%,23.30%,75.30%,26.30%,33.50%,35.50%,85.90%,25.20%,25.20%,30.20%,27.50%,20.80%,17.60%,18.40%,17.60%,18.40%,19.80%,0.00%,0.00%,0.00%,0.00%,Upgrade
Buyback Yield / Dilution,2.57%,2.57%,2.38%,1.20%,0.16%,0.54%,0.69%,0.69%,0.52%,0.34%,0.86%,1.05%,0.99%,0.75%,0.03%,-0.16%,-0.10%,-0.06%,0.00%,0.00%,0.00%,0.00%,-0.00%,-0.00%,-0.00%,-0.00%,-18.63%,-29.86%,-29.86%,-29.86%,-9.62%,-0.20%,-0.20%,-0.20%,-0.30%,-0.24%,-0.35%,-0.36%,-0.34%,-0.42%,-0.30%,Upgrade
Total Shareholder Return,5.79%,3.34%,3.05%,1.76%,0.70%,1.01%,1.14%,1.17%,0.92%,0.84%,1.44%,1.77%,1.74%,1.56%,0.69%,0.27%,0.31%,0.39%,0.47%,0.38%,0.37%,0.40%,0.40%,0.42%,0.40%,0.41%,-18.23%,-29.36%,-29.37%,-29.34%,-9.10%,0.34%,0.24%,0.25%,0.18%,0.31%,0.21%,-0.36%,-0.34%,-0.42%,-0.30%,Upgrade
