Metrics,Current,2022-11-30,2022-05-31,2021-11-30,2021-05-31,2020-11-30,2020-05-31,2019-11-30,2019-05-31,2018-11-30,2018-05-31,2017-11-30,2011-11-30,2011-08-31,2011-05-31,2011-02-28,2010-11-30,2010-08-31,2010-05-31,2010-02-28,2009-11-30,2009-08-31,2009-05-31,2009-02-28,2008-11-30,2008-08-31,2008-05-31,2008-02-29,2007-11-30,2007-08-31,2007-05-31,2007-02-28,2006-11-30,2006-08-31,2006-05-31,2006-02-28,2005-11-30,2005-08-31,2005-05-31,2005-02-28,2004-11-30,+1 Quarters
Market Capitalization,313,-,-,-,-,-,305,235,191,167,201,213,539,603,590,619,658,547,498,470,344,472,502,354,182,310,791,841,703,576,628,605,616,597,600,589,477,372,350,390,430,Upgrade
Market Cap Growth,-,-,-,-,-,-,52.21%,10.38%,-64.60%,-72.29%,-65.99%,-65.58%,-18.01%,10.25%,18.48%,31.73%,91.43%,15.95%,-0.80%,32.89%,88.41%,51.97%,-36.57%,-57.92%,-74.06%,-46.10%,26.05%,39.03%,14.08%,-3.63%,4.67%,2.62%,29.33%,60.39%,71.40%,51.28%,10.78%,-1.02%,-2.10%,-5.52%,-5.28%,Upgrade
Enterprise Value,313,-0,-0,-0,-0,-1,305,231,187,164,198,210,530,592,584,611,651,538,488,459,338,460,499,350,161,291,765,819,681,566,614,598,604,587,583,581,466,361,341,385,425,Upgrade
PE Ratio,2.38,0,0,0,0,0,0.97,0.99,1.48,-1.08,-4.92,-3.43,-3.37,7.12,-12.00,-182.16,1.97,4.39,2.43,-1.67,0.69,-3.46,0.74,2.05,-0.25,-0.60,-3.58,2.08,1.12,-2.98,3.96,-6.07,4.12,18.69,12.70,1.16,1.13,2.30,-2.13,-2.48,2.30,Upgrade
PS Ratio,85.87,0,0,0,0,0,463.11,360.73,111.11,273.84,197.90,442.72,259.32,510.88,276.91,1238.72,498.37,692.16,221.26,824.89,249.03,786.00,477.94,722.05,64.23,84.79,191.56,1038.10,316.76,112.01,108.97,438.26,497.11,126.30,133.25,561.28,445.46,179.08,205.78,319.32,384.17,Upgrade
PB Ratio,0.96,0,0,0,0,0,0.84,0.82,0.84,0.86,0.86,0.87,0.86,0.89,0.90,0.93,0.98,0.92,0.89,0.92,0.59,0.91,0.91,0.92,0.53,0.58,0.92,0.92,0.86,0.85,0.87,0.88,0.87,0.88,0.89,0.89,0.89,0.85,0.88,0.88,0.90,Upgrade
Debt / Equity Ratio,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.01,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.04,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.01,0.00,0.02,0.00,0.00,0.00,0.00,Upgrade
Current Ratio,0,0,9.90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Upgrade
Asset Turnover,-,-,-,-,-,0.00,0.00,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.00,0.00,0.00,0.01,0.01,0.00,0.00,0.01,0.01,0.00,0.00,0.00,0.00,0.00,0.00,Upgrade,
Return on Equity (ROE),-,-,-,-,-,21.54%,20.72%,14.19%,-19.81%,-4.36%,-6.37%,-6.39%,3.13%,-1.87%,-0.13%,12.50%,5.25%,9.14%,-13.76%,21.59%,-6.57%,30.57%,11.25%,-53.12%,-24.33%,-6.45%,11.05%,19.32%,-7.16%,5.47%,-3.63%,5.25%,1.17%,1.75%,19.10%,19.71%,9.26%,-10.32%,-8.94%,9.75%,Upgrade,
