Metrics,Current,2022-12-31,2022-09-30,2022-06-30,2022-03-31,2021-12-31,2021-09-30,2021-06-30,2021-03-31,2020-12-31,2020-09-30,2020-06-30,2020-03-31,2019-12-31,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,+64 Quarters
Market Capitalization,91,165,146,146,167,170,161,158,155,117,92,126,114,187,168,193,165,165,200,190,211,195,189,149,161,158,121,106,95,106,107,96,101,101,90,87,77,65,59,56,59,Upgrade
Market Cap Growth,-,-3.09%,-9.35%,-8.12%,8.12%,45.08%,74.09%,26.04%,35.87%,-37.09%,-44.94%,-34.92%,-31.04%,13.52%,-15.98%,1.42%,-21.60%,-15.79%,5.47%,27.44%,30.97%,24.00%,56.27%,40.40%,70.26%,49.25%,13.26%,10.51%,-6.52%,4.86%,19.24%,10.49%,31.20%,54.48%,51.71%,54.58%,29.92%,71.60%,91.97%,100.80%,16.81%,Upgrade
Enterprise Value,126,203,62,33,-44,-40,-178,-147,-81,-89,-86,28,102,154,149,256,229,205,202,187,196,202,143,145,126,155,54,82,65,102,64,74,68,106,84,71,34,-33,-30,-30,-30,Upgrade
PE Ratio,4.79,8.60,7.48,7.03,7.67,8.07,8.19,10.06,14.79,11.81,9.19,10.45,7.24,10.95,9.68,11.35,9.57,10.24,15.12,15.84,20.58,21.08,19.43,17.88,21.74,23.26,18.66,16.48,14.87,16.31,18.08,18.02,22.52,5.13,4.65,4.71,3.97,14.89,12.83,9.32,22.53,Upgrade
PS Ratio,1.37,2.56,2.27,2.26,2.58,2.68,2.62,2.78,3.12,2.43,1.90,2.44,2.01,3.18,2.87,3.33,2.84,2.89,3.56,3.45,3.93,3.74,3.83,3.21,3.68,3.77,2.96,2.67,2.38,2.67,2.74,2.49,2.71,2.76,2.52,2.54,2.12,1.67,1.47,1.35,1.59,Upgrade
PB Ratio,0.58,1.09,0.99,0.94,1.07,1.05,1.01,1.01,1.02,0.77,0.62,0.85,0.77,1.28,1.17,1.39,1.24,1.28,1.63,1.59,1.80,1.67,1.62,1.31,1.45,1.44,1.09,0.97,0.87,1.00,1.00,0.92,0.97,0.99,0.89,0.88,0.79,0.80,0.73,0.70,0.76,Upgrade
Debt / Equity Ratio,0.41,0.41,0.20,0.19,0.19,0.18,0.19,0.19,0.20,0.19,0.40,0.40,0.20,0.20,0.21,0.62,0.65,0.50,0.25,0.25,0.25,0.26,0.26,0.26,0.27,0.23,0.23,0.23,0.24,0.24,0.24,0.24,0.25,0.27,0.26,0.26,0.26,0.31,0.32,0.32,0.33,Upgrade
Dividend Yield,5.71%,0.78%,0.89%,0.83%,0.73%,0.72%,0.69%,0.71%,0.72%,0.95%,2.41%,0.89%,1.00%,0.55%,0.61%,0.47%,0.55%,0.48%,0.40%,0.36%,0.32%,0.25%,0.27%,0.30%,0.28%,0.29%,0.37%,0.42%,-,0.70%,0.27%,0.77%,-,-,-,-,-,-,-,-,-,Upgrade
Payout Ratio,26.40%,25.00%,25.00%,26.20%,30.60%,22.00%,17.20%,19.20%,33.30%,27.80%,90.90%,250.00%,41.70%,25.00%,22.50%,21.10%,22.20%,18.40%,18.40%,15.00%,23.10%,31.40%,16.40%,16.70%,22.20%,22.20%,28.60%,25.00%,0.00%,41.20%,18.60%,47.10%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,Upgrade
Buyback Yield / Dilution,2.99%,2.99%,2.51%,1.44%,0.84%,0.72%,0.38%,-0.37%,1.72%,1.93%,1.88%,1.80%,-0.39%,-0.50%,-0.19%,-0.15%,0.02%,-0.18%,-0.22%,-0.28%,-0.39%,-0.26%,-0.35%,-0.33%,-0.35%,-0.25%,-0.18%,-0.17%,-0.17%,-0.30%,-0.32%,-0.30%,-0.37%,-0.30%,-0.24%,-0.22%,0.27%,-0.12%,-0.12%,-0.11%,-0.51%,Upgrade
Total Shareholder Return,8.75%,3.77%,3.40%,2.27%,1.57%,1.43%,1.07%,0.34%,2.44%,2.88%,4.29%,2.69%,0.61%,0.05%,0.42%,0.32%,0.57%,0.30%,0.18%,0.08%,-0.07%,-0.00%,-0.08%,-0.03%,-0.07%,0.03%,0.19%,0.26%,-0.17%,0.40%,-0.04%,0.47%,-0.37%,-0.30%,-0.24%,-0.22%,0.27%,-0.12%,-0.12%,-0.11%,-0.51%,Upgrade
