Metrics,Current,2023-03-31,2022-12-31,2022-09-30,2022-06-30,2022-03-31,2021-12-31,2021-09-30,2021-06-30,2021-03-31,2020-12-31,2020-09-30,2020-06-30,2020-03-31,2019-12-31,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,+70 Quarters
Market Capitalization,822,733,799,819,754,891,899,622,582,651,534,380,426,459,717,658,668,610,589,684,738,651,596,614,587,578,591,447,396,355,347,379,429,352,367,260,288,270,243,226,228,Upgrade
Market Cap Growth,-,-17.67%,-11.19%,31.71%,29.54%,36.81%,68.34%,63.45%,36.52%,41.69%,-25.50%,-42.24%,-36.13%,-24.63%,21.83%,-3.79%,-9.51%,-6.32%,-1.29%,11.47%,25.66%,12.53%,0.96%,37.29%,48.37%,62.80%,70.32%,17.83%,-7.75%,0.88%,-5.49%,46.20%,48.77%,30.61%,50.78%,15.06%,26.64%,11.54%,11.42%,-7.75%,-3.00%,Upgrade
Enterprise Value,"1,251","1,162","1,246",911,806,831,750,406,498,629,566,512,498,688,"1,002",909,846,825,977,997,"1,127",905,878,933,876,794,975,690,651,540,550,561,518,407,573,423,469,394,425,406,408,Upgrade
PE Ratio,6.30,7.03,7.89,8.01,10.70,16.00,18.91,15.39,10.33,12.77,15.37,13.09,12.65,11.91,13.36,12.49,13.20,12.47,12.73,16.55,18.66,15.72,15.50,16.65,17.38,18.09,18.96,16.98,17.45,18.10,31.70,30.11,33.91,31.40,21.99,14.79,18.14,15.55,13.85,13.81,12.21,Upgrade
PS Ratio,2.38,2.13,2.38,2.48,2.57,3.37,3.74,2.86,2.71,3.25,3.03,2.25,2.46,2.46,3.54,3.31,3.44,3.24,3.25,3.90,4.30,3.88,3.61,3.80,3.74,3.75,3.88,3.10,2.87,2.62,2.67,2.92,3.39,3.05,3.36,2.48,2.86,2.71,2.50,2.40,2.45,Upgrade
PB Ratio,1.00,0.90,1.02,1.08,0.96,1.10,1.06,0.75,0.99,1.12,0.93,0.67,0.75,0.79,1.21,1.12,1.15,1.14,1.13,1.36,1.48,1.42,1.30,1.34,1.30,1.31,1.36,1.01,0.90,0.83,0.83,0.89,1.03,0.84,1.08,0.81,1.18,1.17,1.10,1.01,1.04,Upgrade
Debt / Equity Ratio,0.72,0.72,0.77,0.31,0.57,0.43,0.31,0.34,0.28,0.31,0.32,0.52,0.51,0.67,0.67,0.63,0.47,0.56,0.90,0.81,0.95,0.72,0.77,0.85,0.80,0.63,1.04,0.70,0.73,0.58,0.65,0.58,0.53,0.53,0.79,0.72,0.96,0.82,1.06,1.04,1.00,Upgrade
Dividend Yield,6.58%,1.45%,1.33%,1.30%,1.41%,1.14%,0.88%,1.20%,1.20%,1.05%,1.27%,1.76%,1.58%,1.52%,0.97%,1.06%,1.04%,0.96%,0.99%,0.80%,0.73%,0.73%,0.67%,0.65%,0.62%,0.63%,0.53%,0.65%,0.73%,0.77%,0.79%,0.72%,0.64%,0.68%,0.50%,0.74%,0.57%,0.60%,0.62%,0.66%,0.65%,Upgrade
Payout Ratio,40.80%,40.00%,39.60%,40.90%,42.70%,42.90%,30.50%,-128.60%,69.20%,43.80%,33.70%,65.40%,141.70%,-850.00%,47.20%,47.20%,72.30%,40.50%,41.70%,43.10%,68.30%,40.60%,44.00%,36.70%,37.00%,40.80%,41.50%,37.20%,36.40%,34.10%,107.10%,65.20%,55.60%,-375.00%,55.60%,45.50%,46.90%,33.30%,29.20%,58.30%,30.40%,Upgrade
Buyback Yield / Dilution,0.38%,0.38%,-27.37%,-34.56%,-44.19%,-44.72%,-13.31%,-5.86%,2.00%,5.37%,5.73%,4.65%,2.85%,-5.28%,-5.56%,-5.80%,-5.96%,-6.86%,-6.81%,-6.88%,-5.99%,-0.35%,0.09%,-0.57%,-0.50%,0.01%,0.20%,0.88%,0.77%,-14.22%,-48.61%,-43.13%,-67.77%,-48.31%,-14.77%,-19.39%,-2.67%,-1.60%,-1.69%,-1.54%,-0.69%,Upgrade
Total Shareholder Return,6.96%,1.83%,-26.04%,-33.26%,-42.77%,-43.59%,-12.43%,-4.66%,3.20%,6.41%,7.00%,6.41%,4.44%,-3.76%,-4.58%,-4.74%,-4.91%,-5.90%,-5.82%,-6.08%,-5.25%,0.38%,0.76%,0.08%,0.12%,0.64%,0.73%,1.53%,1.50%,-13.45%,-47.82%,-42.41%,-67.14%,-47.64%,-14.27%,-18.65%,-2.11%,-1.01%,-1.07%,-0.87%,-0.04%,Upgrade
