Metrics,Current,2023-03-31,2022-12-31,2022-09-30,2022-06-30,2022-03-31,2021-12-31,2021-09-30,2021-06-30,2021-03-31,2020-12-31,2020-09-30,2020-06-30,2020-03-31,2019-12-31,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,+58 Quarters
Market Capitalization,"38,808","44,867","56,782","48,479","51,061","57,986","52,564","52,896","52,394","53,763","42,253","33,738","33,145","27,997","46,874","44,163","47,205","40,751","40,520","46,479","44,321","47,572","53,204","55,216","59,112","57,429","59,232","48,823","43,760","48,188","53,592","52,661","62,475","56,487","61,449","60,420","62,537","59,323","60,447","51,511","50,108",Upgrade
Market Cap Growth,-,-22.63%,8.02%,-8.35%,-2.54%,7.86%,24.40%,56.79%,58.07%,92.03%,-9.86%,-23.61%,-29.78%,-31.30%,15.68%,-4.98%,6.51%,-14.34%,-23.84%,-15.82%,-25.02%,-17.16%,-10.18%,13.09%,35.08%,19.18%,10.53%,-7.29%,-29.96%,-14.69%,-12.79%,-12.84%,-0.10%,-4.78%,1.66%,17.30%,24.81%,42.68%,68.19%,40.72%,52.94%,Upgrade
Enterprise Value,"37,814","45,064","55,283","44,869","48,284","52,579","50,713","52,257","46,240","52,925","41,452","28,299","27,791","22,843","48,120","42,458","46,449","43,580","42,003","51,906","47,255","54,131","60,931","63,459","65,940","64,017","67,707","56,946","50,663","60,208","66,296","66,646","78,628","73,563","74,416","75,515","79,416","75,032","79,079","65,876","66,990",Upgrade
PE Ratio,22.43,25.46,24.12,15.24,11.68,7.60,8.27,9.98,11.87,48.22,8.14,6.02,4.65,3.20,8.19,6.14,7.97,8.02,8.13,8.86,10.39,11.10,13.62,-123.25,268.69,-98.84,79.29,13.27,10.17,9.12,10.28,8.99,9.29,8.05,9.93,10.84,14.05,16.53,18.62,20.90,92.96,Upgrade
PS Ratio,0.54,0.65,0.81,0.66,0.75,0.82,0.74,0.75,0.75,0.83,0.62,0.52,0.49,0.39,0.67,0.65,0.72,0.59,0.60,0.68,0.65,0.77,0.85,0.93,1.00,0.98,0.97,0.84,0.73,0.79,0.87,0.73,0.86,0.75,0.84,0.83,0.89,0.88,0.89,0.77,0.75,Upgrade
PB Ratio,1.17,1.39,1.90,1.93,1.38,1.08,0.78,0.77,0.76,0.82,0.57,0.46,0.44,0.40,0.71,0.65,0.74,0.70,0.77,0.90,0.83,0.85,0.91,0.97,0.85,0.85,0.88,0.62,0.55,0.64,0.79,0.75,0.90,0.77,0.85,0.85,0.90,0.90,0.98,0.85,0.84,Upgrade
Debt / Equity Ratio,0.58,0.58,0.63,0.74,0.48,0.34,0.27,0.27,0.27,0.29,0.25,0.26,0.25,0.27,0.27,0.26,0.28,0.30,0.33,0.35,0.36,0.36,0.35,0.37,0.35,0.35,0.31,0.31,0.30,0.33,0.37,0.34,0.35,0.34,0.33,0.34,0.35,0.37,0.43,0.42,0.43,Upgrade
Dividend Yield,3.98%,0.86%,0.69%,0.82%,0.80%,0.68%,0.77%,0.78%,0.80%,0.76%,0.98%,1.24%,1.26%,1.44%,0.86%,0.93%,0.89%,0.99%,1.02%,0.90%,0.96%,0.87%,0.79%,0.77%,0.73%,0.76%,0.74%,0.90%,1.00%,0.85%,0.78%,0.80%,0.67%,0.69%,0.65%,0.65%,0.63%,0.52%,0.51%,0.59%,0.60%,Upgrade
Payout Ratio,90.10%,2500.00%,30.30%,119.00%,384.60%,25.10%,33.80%,27.00%,12.50%,139.40%,306.70%,65.70%,657.10%,9.20%,72.10%,19.00%,24.70%,29.80%,20.80%,47.20%,50.60%,33.30%,18.80%,-444.40%,49.40%,50.00%,-21.20%,76.90%,666.70%,18.80%,48.70%,35.00%,40.30%,18.50%,26.70%,19.10%,29.70%,23.90%,34.80%,32.40%,64.00%,Upgrade
Buyback Yield / Dilution,6.15%,6.15%,6.72%,6.92%,7.11%,6.71%,6.53%,5.59%,3.54%,3.43%,2.14%,3.07%,4.50%,4.33%,6.81%,5.87%,6.51%,7.66%,6.22%,6.40%,5.52%,4.66%,4.26%,3.28%,2.07%,0.86%,1.12%,1.61%,1.54%,1.86%,2.15%,0.70%,0.87%,0.54%,-1.34%,-2.51%,-2.79%,-2.74%,-2.75%,-3.28%,-3.11%,Upgrade
Total Shareholder Return,10.26%,7.01%,7.41%,7.74%,7.90%,7.39%,7.30%,6.37%,4.35%,4.19%,3.12%,4.31%,5.76%,5.77%,7.67%,6.80%,7.39%,8.64%,7.24%,7.30%,6.48%,5.53%,5.05%,4.05%,2.80%,1.62%,1.87%,2.51%,2.54%,2.71%,2.93%,1.49%,1.54%,1.23%,-0.69%,-1.86%,-2.16%,-2.22%,-2.24%,-2.70%,-2.50%,Upgrade
