Metrics,Current,2023-03-31,2022-12-31,2022-09-30,2022-06-30,2022-03-31,2021-12-31,2021-09-30,2021-06-30,2021-03-31,2020-12-31,2020-09-30,2020-06-30,2020-03-31,2019-12-31,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,+70 Quarters
Market Capitalization,"14,988","16,402","19,266","17,131","18,102","17,659","14,553","12,992","13,202","13,364","11,837","10,885","10,239","9,569","12,692","13,231","12,073","10,337","9,026","9,736","8,810","8,836","8,727","8,094","8,385","8,561","8,072","7,090","7,346","6,889","6,750","6,707","6,483","6,355","6,505","6,096","5,912","5,350","5,860","5,800","5,558",Upgrade
Market Cap Growth,-,-7.12%,32.38%,31.86%,37.11%,32.13%,22.94%,19.35%,28.94%,39.66%,-6.73%,-17.73%,-15.19%,-7.43%,40.61%,35.89%,37.04%,16.99%,3.43%,20.29%,5.06%,3.21%,8.10%,14.16%,14.14%,24.27%,19.59%,5.71%,13.32%,8.41%,3.76%,10.03%,9.65%,18.78%,11.01%,5.11%,6.36%,-11.36%,14.33%,12.81%,3.25%,Upgrade
Enterprise Value,"16,787","17,996","20,653","18,843","19,626","18,386","16,253","14,189","14,331","14,660","12,200","11,406","10,754","11,249","14,331","14,830","13,756","12,240","11,036","11,727","10,688","10,589","10,338","9,853","10,147","10,492","9,817","8,768","9,054","8,349","8,208","8,040","8,066","8,292","8,393","7,375","7,219","6,830","7,215","6,958","7,107",Upgrade
PE Ratio,14.98,15.12,13.95,13.25,13.66,12.76,14.23,12.49,14.19,17.48,22.31,32.22,29.14,19.26,18.61,19.04,17.45,15.78,14.09,14.69,13.29,14.93,15.89,14.79,13.84,14.13,13.41,12.69,14.97,13.65,13.40,13.29,11.99,10.64,10.03,9.12,9.58,9.67,11.72,10.84,11.14,Upgrade
PS Ratio,1.36,1.47,1.73,1.60,1.74,1.73,1.54,1.41,1.50,1.58,1.46,1.40,1.33,1.23,1.61,1.68,1.54,1.34,1.17,1.27,1.13,1.15,1.14,1.05,1.09,1.11,1.06,0.95,1.00,0.95,0.94,0.93,0.91,0.89,0.91,0.87,0.87,0.81,0.91,0.92,0.91,Upgrade
PB Ratio,2.19,2.36,2.86,2.70,2.78,2.57,2.19,1.95,2.01,2.08,1.88,1.82,1.77,1.74,2.09,2.19,2.02,1.80,1.66,1.79,1.62,1.62,1.61,1.49,1.59,1.65,1.60,1.44,1.50,1.45,1.47,1.46,1.44,1.39,1.42,1.30,1.28,1.22,1.35,1.33,1.31,Upgrade
Debt / Equity Ratio,0.41,0.41,0.42,0.45,0.44,0.41,0.49,0.49,0.44,0.52,0.43,0.52,0.51,0.48,0.44,0.40,0.49,0.49,0.52,0.52,0.51,0.50,0.47,0.47,0.48,0.49,0.50,0.52,0.54,0.48,0.48,0.48,0.52,0.56,0.56,0.56,0.47,0.49,0.51,0.49,0.52,Upgrade
Dividend Yield,2.44%,0.96%,0.14%,0.15%,0.88%,0.13%,1.37%,0.18%,0.85%,0.16%,0.18%,0.20%,0.21%,0.21%,1.24%,0.15%,0.93%,0.18%,0.88%,0.81%,0.90%,0.19%,0.89%,0.21%,0.92%,0.18%,0.95%,1.09%,0.22%,0.21%,0.22%,0.22%,0.23%,0.22%,2.16%,0.23%,0.24%,0.24%,0.23%,0.23%,0.24%,Upgrade
Payout Ratio,35.60%,56.10%,7.20%,12.00%,92.30%,4.10%,70.40%,9.30%,49.40%,9.60%,7.20%,14.60%,31.60%,-561.50%,136.40%,12.60%,53.60%,10.60%,62.80%,51.00%,45.70%,10.60%,52.20%,10.80%,73.40%,12.90%,50.40%,35.00%,14.60%,12.30%,13.40%,9.60%,12.00%,11.70%,127.40%,7.40%,7.80%,7.60%,10.20%,9.80%,11.60%,Upgrade
Buyback Yield / Dilution,0.66%,0.66%,-0.19%,0.38%,0.33%,0.32%,0.89%,0.27%,0.75%,3.30%,2.97%,2.82%,2.40%,-0.22%,-0.27%,-0.25%,-0.34%,-0.39%,-0.27%,-0.44%,-0.36%,-0.27%,-0.35%,1.20%,1.12%,1.12%,1.55%,0.50%,1.79%,2.56%,2.86%,3.27%,2.21%,2.12%,6.03%,5.76%,6.15%,5.50%,0.56%,1.33%,1.65%,Upgrade
Total Shareholder Return,3.06%,1.62%,-0.06%,0.54%,1.21%,0.45%,2.26%,0.44%,1.60%,3.46%,3.15%,3.02%,2.61%,-0.01%,0.98%,-0.10%,0.59%,-0.21%,0.61%,0.37%,0.53%,-0.08%,0.54%,1.41%,2.05%,1.31%,2.50%,1.59%,2.01%,2.77%,3.07%,3.48%,2.44%,2.34%,8.20%,5.99%,6.39%,5.74%,0.79%,1.56%,1.90%,Upgrade
