Metrics,Current,2023-03-31,2022-12-31,2022-09-30,2022-06-30,2022-03-31,2021-12-31,2021-09-30,2021-06-30,2021-03-31,2020-12-31,2020-09-30,2020-06-30,2020-03-31,2019-12-31,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,+47 Quarters
Market Capitalization,"24,247","24,767","26,473","22,096","22,007","27,814","29,593","29,997","29,667","29,519","27,158","26,908","25,354","21,863","25,964","24,892","24,754","22,677","19,732","18,431","19,987","20,122","19,897","20,711","19,665","17,739","16,721","18,329","17,210","16,395","8,753","7,361","8,410","8,647","7,936","7,385","7,744","7,900","7,966","7,636","7,100",Upgrade
Market Cap Growth,-,-10.96%,-10.54%,-26.34%,-25.82%,-5.78%,8.97%,11.48%,17.01%,35.02%,4.60%,8.10%,2.43%,-3.59%,31.58%,35.06%,23.85%,12.70%,-0.83%,-11.01%,1.64%,13.43%,18.99%,13.00%,14.27%,8.20%,91.04%,149.01%,104.63%,89.60%,10.30%,-0.33%,8.60%,9.46%,-0.38%,-3.28%,9.08%,15.20%,37.38%,19.45%,12.11%,Upgrade
Enterprise Value,"28,521","29,091","30,678","26,054","25,589","31,047","30,578","33,422","33,545","33,666","31,823","31,933","30,910","27,904","31,822","30,998","29,508","27,509","23,274","22,184","23,750","23,760","23,402","24,377","22,995","20,933","19,716","21,348","20,070","19,352","11,487","9,466","10,447","10,449","9,598","9,042","9,353","9,488","9,496","9,345","8,940",Upgrade
PE Ratio,23.11,22.72,26.24,7.83,6.22,7.70,7.01,13.07,19.60,20.73,27.27,25.29,24.91,20.59,24.87,28.35,29.23,29.57,28.39,32.80,43.08,45.84,35.03,44.54,40.38,33.73,39.81,72.16,42.70,40.89,23.47,15.56,24.10,26.53,21.92,20.86,23.19,20.15,21.82,-15.03,-15.60,Upgrade
PS Ratio,2.70,2.77,2.99,2.50,2.48,3.12,3.29,3.35,3.34,3.31,3.15,3.17,2.95,2.57,3.10,2.85,2.88,2.66,2.32,2.24,2.43,2.46,2.43,2.57,2.47,2.23,2.12,2.64,2.87,3.30,2.29,1.93,2.23,2.28,2.09,1.96,2.07,2.13,2.18,2.12,1.99,Upgrade
PB Ratio,2.40,2.45,2.64,2.25,2.13,2.53,2.23,2.63,2.54,2.56,2.51,2.56,2.45,2.13,2.53,2.52,2.45,2.25,2.00,1.83,1.95,1.89,1.97,2.09,1.92,1.73,1.66,1.70,1.56,1.47,3.93,3.08,3.51,3.76,4.00,3.27,3.17,3.24,3.60,3.77,3.59,Upgrade
Debt / Equity Ratio,0.54,0.54,0.55,0.55,0.53,0.49,0.41,0.49,0.52,0.53,0.62,0.63,0.64,0.68,0.66,0.71,0.55,0.58,0.46,0.47,0.46,0.43,0.45,0.46,0.41,0.40,0.38,0.35,0.34,0.35,1.47,1.07,1.05,1.00,1.16,1.02,0.95,0.95,1.05,1.15,1.19,Upgrade
Current Ratio,1.07,1.07,1.07,1.07,1.11,1.10,1.26,1.11,1.07,1.10,1.05,1.04,1.05,1.05,1.06,1.04,1.07,1.08,1.07,1.08,1.09,1.11,1.08,1.08,1.08,1.08,1.03,1.04,1.06,1.02,0.98,1.04,1.04,1.07,1.06,1.08,1.10,1.11,1.10,1.09,1.08,Upgrade
Dividend Yield,1.45%,0.36%,0.34%,0.41%,0.42%,0.35%,0.34%,0.34%,0.31%,0.31%,0.34%,0.33%,0.35%,0.40%,0.32%,0.34%,0.34%,0.37%,0.40%,0.43%,0.40%,0.39%,0.35%,0.34%,0.36%,0.40%,0.39%,0.36%,0.39%,0.40%,0.64%,0.76%,0.66%,0.64%,0.67%,0.72%,0.69%,0.68%,0.63%,0.65%,0.69%,Upgrade
Payout Ratio,33.40%,44.40%,15.50%,47.70%,84.50%,79.60%,4.20%,11.40%,50.00%,12.60%,19.30%,73.10%,93.20%,28.80%,15.50%,112.10%,61.30%,29.40%,20.80%,176.50%,136.40%,37.00%,29.00%,-132.50%,220.80%,21.10%,46.20%,-208.70%,92.30%,27.30%,-234.60%,47.70%,79.70%,26.60%,68.40%,-750.00%,115.40%,21.90%,72.20%,-186.90%,46.70%,Upgrade
Buyback Yield / Dilution,9.48%,9.48%,13.14%,14.78%,13.56%,8.70%,3.34%,-0.14%,-0.19%,-0.20%,-0.26%,0.11%,0.39%,0.30%,1.05%,1.36%,1.97%,2.36%,1.59%,2.62%,2.48%,2.44%,3.44%,2.73%,2.35%,1.91%,-101.01%,-103.55%,-104.52%,-103.93%,-1.76%,-0.72%,-0.26%,-0.26%,0.38%,-1.23%,-2.73%,-3.09%,-2.79%,-1.78%,-0.32%,Upgrade
Total Shareholder Return,10.94%,9.85%,13.47%,15.19%,13.97%,9.05%,3.67%,0.20%,0.12%,0.11%,0.08%,0.43%,0.73%,0.70%,1.37%,1.69%,2.31%,2.73%,1.99%,3.05%,2.88%,2.84%,3.79%,3.07%,2.71%,2.32%,-100.61%,-103.18%,-104.13%,-103.53%,-1.12%,0.04%,0.40%,0.39%,1.05%,-0.50%,-2.04%,-2.41%,-2.17%,-1.13%,0.37%,Upgrade
