Metrics,Current,2023-03-31,2022-12-31,2022-09-30,2022-06-30,2022-03-31,2021-12-31,2021-09-30,2021-06-30,2021-03-31,2020-12-31,2020-09-30,2020-06-30,2020-03-31,2019-12-31,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,+1 Quarters
Market Capitalization,"1,362","1,402","1,207",937,938,"1,271","1,492","1,274","1,257","1,288",883,493,447,470,813,705,777,764,667,984,"1,238",742,509,453,497,494,417,322,244,209,218,337,616,650,735,-,-,-,-,-,-,Upgrade
Market Cap Growth,-,10.33%,-19.08%,-26.46%,-25.36%,-1.32%,68.86%,158.16%,181.47%,173.71%,8.73%,-30.05%,-42.54%,-38.45%,21.82%,-28.28%,-37.22%,3.01%,31.13%,117.12%,148.96%,50.07%,22.03%,40.91%,103.79%,136.34%,91.10%,-4.67%,-60.41%,-67.80%,-70.31%,-,-,-,-,-,-,-,-,-,-,Upgrade
Enterprise Value,"3,402","3,454","3,321","2,860","2,602","2,779","2,691","2,123","1,903","1,854","1,529",857,"1,024","1,394","1,758","1,568","1,546","1,514","1,475","1,750","1,925","1,392","1,199","1,079","1,063","1,003","1,001",872,759,670,711,778,994,980,830,86,122,321,73,104,115,Upgrade
PE Ratio,7.03,6.81,5.82,4.57,4.58,5.46,5.82,2.91,2.62,2.87,2.34,5.11,14.88,66.68,22.19,7.36,9.25,9.90,9.52,14.40,24.95,17.14,17.40,14.58,11.76,12.81,12.05,10.69,9.16,7.13,4.96,5.41,8.07,6.76,6.58,-,-,-,-,-,-,Upgrade
PS Ratio,1.19,1.24,1.08,0.85,0.89,1.21,1.46,1.29,1.36,1.62,1.29,0.63,0.49,0.45,0.69,0.71,0.79,0.78,0.69,1.06,1.45,0.94,0.70,0.56,0.64,0.65,0.56,0.45,0.36,0.32,0.33,0.50,0.87,0.85,0.91,-,-,-,-,-,-,Upgrade
PB Ratio,1.11,1.15,1.02,0.82,0.85,1.18,1.37,1.13,1.15,1.28,0.96,0.86,0.94,1.07,2.16,1.63,1.91,2.02,1.92,2.79,3.71,2.35,1.81,1.65,1.81,1.91,1.73,1.38,1.09,0.96,1.06,1.69,3.16,3.65,4.77,-,-,-,-,-,-,Upgrade
Debt / Equity Ratio,1.92,1.92,1.93,1.83,1.69,1.61,1.30,1.00,1.00,0.94,1.11,1.57,1.98,2.57,2.73,2.10,2.02,2.19,2.47,2.70,2.29,2.39,2.80,2.79,2.33,2.44,2.69,2.73,2.63,2.73,2.63,2.42,2.47,2.71,3.21,3.63,4.03,1.77,2.45,2.88,2.99,Upgrade
Current Ratio,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,6.88,5.28,6.59,-,7.87,8.62,6.86,Upgrade
Buyback Yield / Dilution,6.22%,6.22%,12.61%,13.21%,12.21%,6.95%,-4.64%,-25.10%,-25.67%,-14.17%,-4.55%,12.19%,11.94%,4.61%,2.81%,3.05%,2.55%,0.44%,-2.73%,-5.93%,-3.65%,-1.57%,-1.19%,-0.33%,-2.37%,-2.56%,-2.14%,-1.62%,-0.97%,-0.54%,-0.08%,-0.07%,-0.05%,-0.02%,-0.10%,-,-,-,-,-,-,Upgrade
Total Shareholder Return,6.22%,6.22%,12.61%,13.21%,12.21%,6.95%,-4.64%,-25.10%,-25.67%,-14.17%,-4.55%,12.19%,11.94%,4.61%,2.81%,3.05%,2.55%,0.44%,-2.73%,-5.93%,-3.65%,-1.57%,-1.19%,-0.33%,-2.37%,-2.56%,-2.14%,-1.62%,-0.97%,-0.54%,-0.08%,-0.07%,-0.05%,-0.02%,-0.10%,-,-,-,-,-,-,Upgrade
