Metrics,Current,2023-03-31,2022-12-31,2022-09-30,2022-06-30,2022-03-31,2021-12-31,2021-09-30,2021-06-30,2021-03-31,2020-12-31,2020-09-30,2020-06-30,2020-03-31,2019-12-31,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,+70 Quarters
Market Capitalization,"14,128","16,162","20,343","19,008","17,313","21,025","22,304","22,828","14,528","15,990","12,849","9,329","9,163","8,368","15,574","14,810","14,462","13,274","12,653","16,475","16,263","16,188","15,739","15,217","14,698","14,540","14,341","7,880","7,122","7,585","8,811","8,512","9,144","8,951","8,568","7,949","7,897","8,287","8,014","6,853","6,601",Upgrade
Market Cap Growth,-,-23.13%,-8.80%,-16.73%,19.17%,31.48%,73.59%,144.70%,58.54%,91.10%,-17.50%,-37.01%,-36.64%,-36.96%,23.08%,-10.11%,-11.07%,-18.00%,-19.60%,8.27%,10.65%,11.33%,9.75%,93.11%,106.36%,91.71%,62.76%,-7.43%,-22.11%,-15.26%,2.84%,7.08%,15.80%,8.01%,6.91%,16.00%,19.63%,33.54%,46.61%,15.79%,19.28%,Upgrade
Enterprise Value,"23,526","25,560","25,138","25,010","24,123","23,563","23,832","20,854","8,335","14,778","14,672","12,341","12,687","19,086","26,757","25,099","25,849","24,053","20,570","25,866","27,008","26,545","28,434","25,003","26,195","23,711","24,900","17,313","16,097","15,108","15,569","15,236","15,059","15,143","14,016","13,752","14,331","11,798","11,767","8,693","8,414",Upgrade
PE Ratio,6.12,7.13,9.57,10.08,10.47,19.40,19.35,21.60,14.54,13.46,17.92,12.71,11.27,8.14,11.65,10.94,10.63,9.85,9.56,11.59,12.35,13.10,14.18,16.57,19.06,21.62,22.17,13.21,11.25,11.38,13.33,13.17,14.09,14.50,14.27,13.36,12.76,13.69,13.15,11.26,11.04,Upgrade
PS Ratio,1.97,2.25,2.92,2.79,2.56,3.41,3.74,4.24,3.09,3.57,3.41,2.52,2.45,2.08,3.56,3.36,3.29,3.07,2.96,3.91,3.90,3.90,3.83,3.75,3.79,4.06,4.31,2.57,2.43,2.59,3.05,2.98,3.24,3.25,3.13,2.96,2.96,3.14,3.05,2.57,2.48,Upgrade
PB Ratio,0.75,0.86,1.15,1.11,0.97,1.14,1.16,1.17,0.71,1.18,0.99,0.72,0.74,0.71,1.32,1.24,1.24,1.16,1.14,1.51,1.42,1.43,1.46,1.42,1.38,1.39,1.39,0.76,0.95,1.06,1.34,1.29,1.41,1.39,1.35,1.26,1.26,1.34,1.32,1.15,1.14,Upgrade
Debt / Equity Ratio,1.06,1.06,0.66,0.62,0.61,0.39,0.39,0.42,0.38,0.55,0.66,0.73,0.80,1.07,1.06,1.01,1.13,1.07,0.96,0.98,1.06,1.01,1.32,1.03,1.23,1.01,1.16,1.07,1.32,1.17,1.16,1.19,1.13,1.11,1.06,1.08,1.24,0.74,0.79,0.50,0.50,Upgrade
Dividend Yield,6.54%,1.41%,1.12%,1.19%,1.31%,1.08%,1.02%,0.98%,1.16%,0.98%,1.21%,1.66%,1.68%,1.85%,1.01%,1.06%,1.03%,1.12%,1.19%,0.94%,0.76%,0.76%,0.85%,0.58%,0.60%,0.61%,0.51%,0.85%,0.80%,0.75%,0.64%,0.57%,0.54%,0.55%,0.58%,0.52%,0.53%,0.51%,0.53%,0.61%,0.64%,Upgrade
Payout Ratio,39.70%,38.80%,36.90%,39.70%,44.30%,51.70%,59.60%,65.20%,-300.00%,30.60%,53.60%,55.60%,115.40%,500.00%,51.70%,44.10%,42.40%,43.80%,46.70%,42.40%,36.70%,37.90%,28.90%,33.30%,34.80%,47.10%,38.10%,58.30%,36.80%,33.30%,33.30%,33.30%,26.10%,31.60%,31.60%,27.80%,26.30%,29.40%,27.80%,23.80%,29.40%,Upgrade
Buyback Yield / Dilution,-0.34%,-0.34%,0.17%,1.50%,-30.07%,-40.67%,-41.95%,-44.20%,-9.37%,-0.62%,1.06%,1.88%,2.98%,2.91%,2.41%,4.75%,5.55%,5.26%,12.13%,0.25%,-1.27%,-1.46%,-32.90%,-16.22%,-36.79%,-37.15%,-13.41%,-16.92%,1.20%,1.88%,2.46%,1.84%,1.73%,2.24%,1.40%,1.36%,1.08%,0.71%,1.29%,2.61%,2.73%,Upgrade
Total Shareholder Return,6.20%,1.07%,1.29%,2.69%,-28.76%,-39.59%,-40.93%,-43.22%,-8.21%,0.36%,2.27%,3.54%,4.66%,4.77%,3.42%,5.82%,6.58%,6.38%,13.32%,1.19%,-0.51%,-0.69%,-32.05%,-15.64%,-36.19%,-36.54%,-12.90%,-16.07%,2.00%,2.62%,3.10%,2.42%,2.27%,2.79%,1.98%,1.88%,1.61%,1.22%,1.81%,3.23%,3.37%,Upgrade
