Metrics,Current,2023-03-31,2022-12-31,2022-09-30,2022-06-30,2022-03-31,2021-12-31,2021-09-30,2021-06-30,2021-03-31,2020-12-31,2020-09-30,2020-06-30,2020-03-31,2019-12-31,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,+70 Quarters
Market Capitalization,982,"1,192","1,588","1,407","1,496","1,625","1,551","1,511","1,559","1,683","1,486","1,464","1,547","1,593","1,834","1,678","1,659","1,662","1,488","1,605","1,505","1,543","1,569","1,566","1,474","1,466","1,615","1,304","1,256","1,237","1,193","1,135","1,294","1,107","1,269","1,210","1,375","1,428","1,503","1,332","1,233",Upgrade
Market Cap Growth,-,-26.65%,2.39%,-6.90%,-4.01%,-3.41%,4.40%,3.26%,0.79%,5.64%,-18.98%,-12.75%,-6.77%,-4.14%,23.21%,4.56%,10.27%,7.69%,-5.14%,2.44%,2.10%,5.22%,-2.89%,20.10%,17.34%,18.52%,35.36%,14.85%,-2.95%,11.76%,-5.95%,-6.16%,-5.91%,-22.49%,-15.60%,-9.14%,11.57%,15.98%,28.90%,2.68%,-6.25%,Upgrade
Enterprise Value,870,"1,080","1,352","1,070",861,712,565,620,709,914,967,"1,173","1,132","1,341","1,491","1,308","1,295","1,298","1,119","1,144",944,"1,053","1,052","1,071","1,020",993,"1,212",889,882,819,813,924,"1,087",943,998,783,990,"1,094","1,125","1,041",966,Upgrade
PE Ratio,7.07,8.52,13.01,13.48,16.32,18.27,17.93,17.05,18.00,20.13,18.47,18.94,19.92,20.50,22.81,21.31,22.03,22.55,20.80,28.31,27.51,29.40,31.36,25.97,24.19,24.57,27.45,22.11,21.58,21.18,20.31,19.18,21.75,18.48,20.92,19.62,21.74,21.90,22.38,18.95,16.76,Upgrade
PS Ratio,3.37,4.09,5.99,5.88,6.75,7.47,7.22,6.94,7.26,8.00,7.23,7.32,7.74,7.94,8.98,8.23,8.15,8.28,7.52,7.81,7.52,7.78,8.05,8.58,7.96,8.00,8.80,7.16,6.98,6.83,6.56,6.20,7.03,6.00,6.83,6.44,7.21,7.34,7.57,6.54,5.87,Upgrade
PB Ratio,1.53,1.85,2.64,2.61,2.42,2.32,1.88,1.80,1.85,2.07,1.76,1.77,1.91,2.26,2.51,2.35,2.39,2.53,2.42,2.71,2.57,2.65,2.66,2.59,2.47,2.51,2.88,2.32,2.25,2.30,2.24,2.13,2.46,2.10,2.41,2.27,2.55,2.64,2.77,2.46,2.26,Upgrade
Debt / Equity Ratio,0.13,0.13,0.10,0.14,0.19,0.18,0.18,0.14,0.11,0.12,0.12,0.13,0.11,0.07,0.04,0.06,0.08,0.09,0.08,0.10,0.12,0.11,0.10,0.11,0.13,0.13,0.11,0.10,0.12,0.10,0.10,0.11,0.16,0.16,0.21,0.18,0.18,0.18,0.17,0.18,0.22,Upgrade
Dividend Yield,4.56%,0.95%,0.71%,0.80%,0.76%,0.69%,0.73%,0.73%,0.71%,0.65%,0.74%,0.75%,0.71%,0.70%,0.61%,0.66%,0.67%,0.65%,0.72%,0.67%,0.71%,0.69%,0.68%,0.66%,0.70%,0.70%,0.63%,0.77%,0.80%,0.80%,0.84%,0.86%,0.75%,0.88%,0.77%,0.82%,0.72%,0.71%,0.68%,0.74%,0.81%,Upgrade
Payout Ratio,32.30%,27.80%,28.80%,32.60%,44.70%,50.00%,51.90%,50.00%,48.80%,54.70%,46.60%,55.40%,56.90%,65.10%,53.90%,53.90%,56.20%,54.80%,55.60%,62.50%,58.80%,60.60%,266.70%,68.40%,65.00%,67.20%,69.60%,63.90%,68.40%,69.60%,68.40%,65.50%,65.50%,66.70%,65.50%,65.50%,65.50%,65.50%,63.30%,58.70%,57.80%,Upgrade
Buyback Yield / Dilution,0.07%,0.07%,-0.18%,-0.15%,-0.05%,-0.16%,-0.11%,0.26%,0.24%,1.09%,0.92%,0.30%,0.13%,-0.84%,-1.04%,-0.79%,-0.97%,-0.93%,-1.04%,-1.56%,-1.23%,-1.28%,-2.36%,-2.79%,-3.01%,-3.38%,-1.46%,-0.48%,-0.37%,0.73%,1.16%,1.73%,2.68%,3.32%,3.35%,2.58%,2.45%,2.28%,2.13%,3.12%,3.21%,Upgrade
Total Shareholder Return,4.63%,1.02%,0.53%,0.65%,0.70%,0.53%,0.62%,0.99%,0.94%,1.75%,1.66%,1.05%,0.85%,-0.15%,-0.44%,-0.13%,-0.30%,-0.28%,-0.32%,-0.89%,-0.52%,-0.58%,-1.68%,-2.13%,-2.31%,-2.68%,-0.84%,0.29%,0.43%,1.53%,2.00%,2.59%,3.43%,4.20%,4.13%,3.40%,3.18%,2.99%,2.81%,3.86%,4.02%,Upgrade
