Metrics,Current,2023-03-31,2022-12-31,2022-09-30,2022-06-30,2022-03-31,2021-12-31,2021-09-30,2021-06-30,2021-03-31,2020-12-31,2020-09-30,2020-06-30,2020-03-31,2019-12-31,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,+70 Quarters
Market Capitalization,"1,888","2,619","2,625","2,269","2,544","2,773","2,821","2,834","2,862","3,023","2,593","1,682","1,823","1,735","3,028","3,058","2,899","2,648","1,863","2,542","2,563","2,414","1,582","1,543","1,481","1,535","1,557","1,165","1,081","1,085","1,134","1,083","1,048","1,001","1,095","1,054","1,187","1,191",618,582,512,Upgrade
Market Cap Growth,-,-5.56%,-6.94%,-19.92%,-11.09%,-8.26%,8.80%,68.48%,56.99%,74.24%,-14.38%,-44.99%,-37.12%,-34.48%,62.58%,20.28%,13.13%,9.69%,17.76%,64.77%,73.07%,57.28%,1.61%,32.39%,36.93%,41.41%,37.30%,7.63%,3.14%,8.47%,3.59%,2.71%,-11.67%,-15.99%,77.00%,81.26%,131.91%,140.87%,51.01%,44.02%,36.53%,Upgrade
Enterprise Value,"2,315","3,046","4,014","2,548","3,101","2,881","2,525","2,156","2,377","3,185","2,940","2,475","2,106","2,744","4,106","4,015","4,488","4,117","3,358","3,815","3,285","3,607","2,602","2,418","2,370","2,332","2,368","1,935","1,817","1,802","1,671","1,626","1,593","1,538","1,648","1,433","1,569","1,622","1,009",856,768,Upgrade
PE Ratio,8.47,12.20,11.79,11.35,11.76,11.58,11.19,10.75,11.43,15.21,17.00,11.07,12.41,10.52,15.65,16.82,17.39,16.02,12.74,21.66,25.67,34.27,21.69,19.65,18.92,19.27,20.09,15.64,14.95,15.88,16.90,16.86,17.24,16.64,20.98,23.34,30.99,36.00,17.99,16.23,13.64,Upgrade
PS Ratio,2.79,3.87,3.84,3.35,3.67,3.87,3.82,3.76,3.91,4.47,4.32,2.95,3.14,2.87,4.66,4.96,5.15,4.85,3.60,5.36,5.90,6.53,4.78,4.81,4.61,4.78,4.94,3.65,3.44,3.51,3.69,3.57,3.45,3.27,3.55,3.75,4.80,5.51,3.36,3.12,2.73,Upgrade
PB Ratio,0.77,1.07,1.11,1.00,1.06,1.11,1.04,1.05,1.04,1.12,0.96,0.63,0.70,0.72,1.21,1.21,1.15,1.08,0.97,1.35,1.37,1.32,1.51,1.48,1.44,1.51,1.56,1.16,1.09,1.11,1.14,1.09,1.06,1.01,1.12,1.08,1.22,1.21,1.41,1.34,1.20,Upgrade
Debt / Equity Ratio,0.33,0.33,0.72,0.29,0.33,0.20,0.19,0.14,0.14,0.21,0.31,0.49,0.43,0.62,0.60,0.61,0.76,0.71,0.91,0.83,0.70,0.84,1.17,1.01,1.04,0.97,0.99,0.92,0.96,0.87,0.68,0.73,0.69,0.68,0.70,0.54,0.55,0.58,1.06,0.81,0.76,Upgrade
Dividend Yield,4.85%,0.86%,1.71%,0.99%,0.82%,0.76%,0.75%,0.75%,0.77%,0.65%,0.76%,1.17%,1.08%,1.14%,0.66%,0.67%,0.65%,0.66%,0.82%,0.60%,0.54%,0.57%,0.58%,0.57%,0.59%,0.57%,0.56%,0.71%,0.77%,0.78%,0.75%,0.71%,0.73%,0.68%,0.62%,0.65%,0.55%,0.55%,0.57%,0.60%,0.63%,Upgrade
Payout Ratio,51.60%,68.20%,66.70%,40.50%,35.40%,51.90%,46.70%,29.80%,26.70%,37.30%,35.20%,33.80%,64.10%,277.80%,36.20%,38.50%,39.00%,48.90%,34.30%,39.70%,29.20%,84.00%,60.00%,42.60%,48.80%,45.50%,41.70%,40.40%,43.20%,50.00%,47.50%,42.50%,50.00%,42.90%,45.50%,46.90%,43.80%,87.50%,43.80%,43.80%,34.20%,Upgrade
Buyback Yield / Dilution,0.95%,0.95%,1.24%,2.12%,5.07%,4.22%,3.93%,3.05%,-0.15%,0.55%,2.19%,3.80%,4.14%,-3.64%,-21.95%,-23.96%,-24.50%,-16.60%,-50.66%,-50.74%,-50.66%,-50.11%,-0.36%,-0.08%,0.09%,1.36%,2.95%,3.14%,3.06%,1.90%,0.96%,1.24%,2.35%,4.02%,-81.53%,-83.44%,-85.85%,-85.81%,3.81%,4.11%,4.19%,Upgrade
Total Shareholder Return,5.81%,1.81%,2.95%,3.11%,5.89%,4.98%,4.68%,3.81%,0.62%,1.20%,2.95%,4.97%,5.22%,-2.50%,-21.29%,-23.30%,-23.85%,-15.94%,-49.85%,-50.15%,-50.12%,-49.54%,0.22%,0.48%,0.68%,1.93%,3.51%,3.85%,3.83%,2.68%,1.71%,1.95%,3.08%,4.70%,-80.91%,-82.79%,-85.30%,-85.26%,4.38%,4.71%,4.82%,Upgrade
