Metrics,Current,2023-03-31,2022-12-31,2022-09-30,2022-06-30,2022-03-31,2021-12-31,2021-09-30,2021-06-30,2021-03-31,2020-12-31,2020-09-30,2020-06-30,2020-03-31,2019-12-31,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,+54 Quarters
Market Capitalization,181,227,158,157,148,146,148,146,149,135,144,123,132,102,168,152,134,134,137,152,163,158,155,148,162,126,87,76,64,59,61,63,74,65,69,69,60,55,53,57,53,Upgrade
Market Cap Growth,-,55.27%,6.78%,7.37%,-1.27%,8.33%,3.12%,18.96%,13.09%,32.57%,-14.36%,-18.87%,-1.02%,-24.05%,21.97%,-0.38%,-18.32%,-15.37%,-11.33%,2.87%,1.21%,25.03%,77.90%,94.38%,150.87%,113.81%,43.52%,20.60%,-12.54%,-9.23%,-11.87%,-8.66%,22.44%,18.25%,30.69%,22.15%,13.59%,-9.44%,5.21%,24.43%,19.05%,Upgrade
Enterprise Value,211,257,181,121,81,51,41,27,70,47,48,87,111,119,150,136,96,115,129,135,199,163,219,159,225,180,132,95,94,65,83,54,66,35,69,56,53,29,49,49,31,Upgrade
PE Ratio,8.81,13.54,10.08,9.24,8.22,7.98,7.94,8.99,11.56,11.74,17.19,13.68,12.69,9.46,13.18,11.68,10.25,10.42,11.05,13.37,15.50,15.87,16.39,16.96,21.23,17.99,13.58,11.71,9.01,8.80,8.84,9.02,10.61,9.25,9.59,9.72,8.52,7.72,7.50,8.74,8.19,Upgrade
PS Ratio,2.93,3.67,2.78,2.90,2.72,2.69,2.71,2.83,3.21,3.02,3.63,3.08,3.12,2.39,3.70,3.34,2.98,3.04,3.17,3.59,3.89,3.81,3.76,3.87,4.63,3.93,2.98,2.61,2.21,2.05,2.13,2.24,2.65,2.38,2.55,2.55,2.25,2.10,2.04,2.36,2.21,Upgrade
PB Ratio,0.93,1.16,0.80,1.28,1.15,1.06,1.02,1.00,1.02,0.93,1.00,0.87,0.94,0.77,1.22,1.12,1.00,1.02,1.07,1.23,1.33,1.32,1.29,1.25,1.38,1.27,1.13,0.97,0.83,0.93,0.97,0.94,1.14,0.99,1.08,1.12,1.02,0.97,0.99,1.08,1.01,Upgrade
Debt / Equity Ratio,0.50,0.50,0.39,0.75,0.10,0.09,0.09,0.09,0.09,0.09,0.12,0.12,0.27,0.55,0.13,0.77,0.73,0.78,0.77,0.52,0.87,0.31,0.87,0.50,0.88,1.16,1.01,0.54,0.67,0.56,0.73,0.21,0.23,0.24,0.40,0.26,0.31,0.30,0.42,0.47,0.34,Upgrade
Dividend Yield,3.79%,0.71%,1.09%,0.63%,0.67%,0.68%,0.85%,0.67%,0.68%,0.76%,0.67%,0.78%,0.72%,0.95%,0.57%,0.60%,0.68%,0.68%,0.66%,0.59%,0.55%,0.67%,0.56%,0.59%,0.54%,0.60%,0.70%,0.80%,0.85%,0.86%,0.83%,0.88%,0.82%,0.82%,0.77%,0.77%,0.88%,0.96%,1.00%,0.93%,0.99%,Upgrade
Payout Ratio,32.90%,33.30%,57.70%,23.30%,24.30%,26.20%,25.90%,18.80%,22.90%,24.60%,38.50%,51.70%,31.90%,93.80%,31.20%,27.50%,27.50%,30.40%,26.70%,27.50%,29.20%,40.70%,36.50%,35.10%,32.10%,34.60%,37.00%,45.00%,28.70%,34.20%,29.30%,28.10%,37.00%,32.90%,28.30%,27.70%,32.90%,29.90%,29.20%,28.30%,31.00%,Upgrade
Buyback Yield / Dilution,-37.57%,-37.57%,3.36%,5.61%,7.53%,8.52%,6.44%,3.63%,0.56%,-,0.69%,1.66%,2.21%,1.01%,0.82%,-0.28%,-1.00%,-0.84%,-0.73%,-0.69%,-0.61%,-14.97%,-42.83%,-42.94%,-57.59%,-49.17%,-20.16%,-8.93%,9.53%,8.54%,8.58%,-0.97%,-10.29%,-0.97%,-1.10%,-1.04%,-1.07%,-1.09%,-2.17%,-2.26%,-2.36%,Upgrade
Total Shareholder Return,-33.81%,-36.85%,4.45%,6.24%,8.21%,9.21%,7.29%,4.30%,1.24%,0.76%,1.36%,2.44%,2.93%,1.96%,1.40%,0.32%,-0.32%,-0.16%,-0.07%,-0.09%,-0.06%,-14.30%,-42.27%,-42.35%,-57.05%,-48.57%,-19.46%,-8.14%,10.38%,9.39%,9.41%,-0.09%,-9.46%,-0.15%,-0.33%,-0.27%,-0.19%,-0.13%,-1.17%,-1.33%,-1.37%,Upgrade
