Metrics,Current,2023-03-31,2022-12-31,2022-09-30,2022-06-30,2022-03-31,2021-12-31,2021-09-30,2021-06-30,2021-03-31,2020-12-31,2020-09-30,2020-06-30,2020-03-31,2019-12-31,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,+70 Quarters
Market Capitalization,267,265,318,344,355,327,357,319,286,345,287,192,214,277,338,320,340,339,241,289,335,312,327,319,273,234,295,205,187,168,129,128,119,99,89,76,79,76,74,64,61,Upgrade
Market Cap Growth,-,-18.80%,-10.88%,8.06%,24.08%,-5.25%,24.52%,65.74%,33.73%,24.61%,-15.16%,-39.99%,-37.17%,-18.49%,40.27%,10.65%,1.68%,8.88%,-26.36%,-9.23%,22.42%,32.96%,11.00%,55.65%,46.23%,39.65%,128.67%,60.51%,57.52%,69.25%,45.17%,66.98%,49.56%,29.84%,20.23%,18.72%,29.14%,44.90%,105.46%,73.42%,58.82%,Upgrade
Enterprise Value,460,458,623,695,720,529,542,297,281,358,377,273,282,417,496,495,529,488,511,494,531,523,590,536,491,471,539,499,474,399,386,356,379,338,314,305,316,288,325,302,266,Upgrade
PE Ratio,4.27,4.85,6.08,6.91,7.45,7.06,7.91,7.40,7.03,9.27,9.15,6.58,7.73,9.45,10.60,10.28,11.34,12.25,8.58,12.61,15.23,14.86,27.45,22.29,21.60,20.18,17.04,12.24,11.60,10.57,8.00,8.53,8.22,7.83,8.39,7.52,8.71,9.68,10.13,9.74,11.51,Upgrade
PS Ratio,1.84,1.83,2.27,2.54,2.71,2.54,2.83,2.61,2.44,3.13,2.84,2.01,2.36,2.98,3.57,3.45,3.74,3.95,2.84,3.44,3.98,3.67,4.12,4.26,3.98,3.80,4.90,3.53,3.26,2.97,2.28,2.28,2.13,1.84,1.73,1.55,1.68,1.65,1.62,1.47,1.40,Upgrade
PB Ratio,0.72,0.72,0.90,1.01,1.06,0.99,1.09,0.99,0.91,1.18,1.02,0.71,0.81,1.08,1.36,1.32,1.44,1.45,1.10,1.36,1.59,1.52,1.62,1.60,1.42,1.53,1.90,1.33,1.24,1.15,0.90,0.91,0.85,0.73,0.67,0.63,0.68,0.67,0.67,0.59,0.57,Upgrade
Debt / Equity Ratio,0.71,0.71,0.99,1.16,1.24,0.80,0.80,0.59,0.60,0.65,0.67,0.70,0.42,0.71,0.89,0.94,1.04,0.88,1.50,1.21,1.16,1.26,1.57,1.35,1.40,1.92,1.87,2.13,1.99,1.70,1.85,1.72,1.95,1.84,1.80,2.00,2.13,2.00,2.36,2.34,2.02,Upgrade
Dividend Yield,4.21%,0.96%,0.80%,0.74%,0.65%,0.70%,0.66%,0.73%,0.77%,0.64%,0.77%,1.15%,1.03%,0.80%,0.55%,0.59%,0.56%,0.53%,0.73%,0.56%,0.48%,0.52%,0.42%,0.43%,0.50%,0.51%,0.36%,0.52%,0.57%,0.65%,0.67%,0.68%,0.71%,0.67%,-,-,-,-,-,-,-,Upgrade
Payout Ratio,18.20%,18.30%,17.20%,18.00%,19.60%,20.00%,18.80%,19.40%,21.20%,21.20%,21.50%,23.00%,31.50%,48.60%,22.70%,23.10%,22.10%,25.00%,23.30%,23.20%,25.50%,21.70%,57.90%,22.90%,25.60%,-73.30%,22.70%,25.00%,25.00%,26.30%,21.60%,23.50%,21.10%,16.30%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,Upgrade
Buyback Yield / Dilution,-0.14%,-0.14%,1.71%,1.69%,1.69%,1.69%,-0.16%,-0.15%,-0.13%,0.45%,-4.09%,-3.73%,-2.37%,-1.88%,0.01%,-0.32%,-1.64%,-2.71%,-0.37%,-0.35%,-0.35%,-14.51%,-16.10%,-16.22%,-16.32%,-0.29%,1.32%,1.40%,-0.90%,-30.74%,-45.41%,-45.41%,-41.96%,-11.37%,-0.12%,-0.19%,-0.27%,-0.23%,-0.34%,-0.24%,-0.16%,Upgrade
Total Shareholder Return,4.14%,0.82%,2.52%,2.43%,2.34%,2.39%,0.50%,0.59%,0.64%,1.09%,-3.32%,-2.59%,-1.33%,-1.08%,0.57%,0.27%,-1.08%,-2.19%,0.36%,0.21%,0.14%,-13.99%,-15.69%,-15.79%,-15.82%,0.22%,1.69%,1.92%,-0.33%,-30.09%,-44.74%,-44.73%,-41.25%,-10.70%,-0.12%,-0.19%,-0.27%,-0.23%,-0.34%,-0.24%,-0.16%,Upgrade
