Metrics,Current,2022-12-31,2022-09-30,2022-06-30,2022-03-31,2021-12-31,2021-09-30,2021-06-30,2021-03-31,2020-12-31,2020-09-30,2020-06-30,2020-03-31,2019-12-31,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,+1 Quarters
Market Capitalization,156,195,173,168,184,201,192,206,82,74,65,68,70,101,100,99,104,92,123,137,104,99,90,92,79,71,63,61,58,62,58,63,61,64,66,65,62,51,-,-,-,Upgrade
Market Cap Growth,-,-2.88%,-9.90%,-18.71%,123.04%,172.86%,193.17%,202.16%,17.72%,-27.39%,-34.33%,-31.33%,-32.78%,10.12%,-18.92%,-27.40%,-0.16%,-6.64%,36.27%,48.81%,31.33%,39.26%,43.92%,51.69%,37.90%,15.24%,7.67%,-3.92%,-6.22%,-4.41%,-12.21%,-3.10%,-1.64%,26.49%,-,-,-,-,-,-,-,Upgrade
Enterprise Value,126,165,38,-38,-286,-297,-223,-53,18,73,94,33,38,82,72,75,90,73,131,159,129,115,117,102,37,52,34,51,42,41,60,63,59,28,32,24,-1,27,-,-,-,Upgrade
PE Ratio,6.68,8.33,7.98,8.82,13.62,19.97,25.89,33.61,10.20,9.24,9.63,10.01,10.22,15.17,14.35,13.81,15.05,10.88,15.47,18.20,13.70,15.06,13.09,14.08,12.96,12.33,11.69,12.63,14.18,19.71,22.50,29.67,33.98,33.90,11.14,10.04,9.10,7.38,-,-,-,Upgrade
PS Ratio,2.33,2.91,2.71,2.62,2.88,3.69,4.01,5.37,2.82,2.56,2.47,2.61,2.65,3.89,3.82,3.84,4.17,3.47,4.38,4.94,3.73,3.68,3.54,3.71,3.27,3.00,2.71,2.69,2.64,2.97,2.82,3.15,3.12,3.26,2.08,2.03,1.93,1.58,-,-,-,Upgrade
PB Ratio,1.17,1.46,1.37,1.25,1.26,1.24,1.20,1.30,1.03,0.89,0.81,0.86,0.92,1.33,1.32,1.34,1.44,1.30,1.78,2.02,1.56,1.52,1.39,1.46,1.30,1.20,1.06,1.05,1.02,1.09,1.03,1.14,1.00,1.06,1.10,1.09,1.06,0.88,-,-,-,Upgrade
Debt / Equity Ratio,0.07,0.07,0.08,0.08,0.07,0.06,0.07,0.34,0.37,0.41,0.50,-,-,-,-,-,-,-,0.25,0.71,0.47,0.52,0.57,0.32,0.21,0.33,0.23,0.27,0.33,0.41,0.34,0.29,0.32,0.30,0.23,0.18,0.23,0.28,-,-,-,Upgrade
Dividend Yield,4.20%,0.82%,0.93%,0.96%,0.87%,0.79%,0.84%,0.77%,0.99%,2.21%,1.24%,1.19%,-,1.59%,0.81%,0.81%,-,0.87%,0.66%,0.94%,-,0.49%,0.45%,0.46%,0.43%,0.48%,0.54%,0.56%,0.45%,0.44%,0.46%,0.47%,0.36%,0.35%,0.34%,0.34%,0.24%,0.29%,-,-,-,Upgrade
Payout Ratio,27.30%,22.70%,27.80%,28.00%,32.30%,27.80%,50.80%,1000.00%,54.50%,61.90%,43.50%,39.00%,0.00%,113.20%,42.30%,38.00%,0.00%,47.60%,37.00%,69.70%,0.00%,41.30%,23.10%,21.80%,19.50%,22.80%,24.30%,22.40%,19.30%,25.10%,32.50%,36.80%,55.10%,39.50%,59.10%,51.70%,29.10%,3.20%,46.70%,0.00%,0.00%,Upgrade
Buyback Yield / Dilution,-0.36%,-0.36%,-0.19%,-0.50%,-95.92%,-95.57%,-95.50%,-96.25%,-1.24%,-0.83%,-0.94%,-0.82%,-0.26%,-0.80%,-0.02%,-0.02%,-0.16%,-0.48%,-0.73%,-1.20%,-1.35%,-1.77%,-1.36%,-1.18%,-0.98%,2.75%,2.75%,12.27%,12.27%,9.78%,9.70%,0.28%,0.06%,-0.35%,-,-,-,-,-,-,-,Upgrade
Total Shareholder Return,3.84%,0.46%,0.74%,0.45%,-95.05%,-94.78%,-94.66%,-95.47%,-0.25%,1.38%,0.31%,0.37%,-0.26%,0.79%,0.79%,0.79%,-0.16%,0.39%,-0.07%,-0.26%,-1.35%,-1.28%,-0.91%,-0.72%,-0.55%,3.23%,3.30%,12.83%,12.72%,10.21%,10.16%,0.75%,0.42%,-0.01%,0.34%,0.34%,0.24%,0.29%,-,-,-,Upgrade
