Metrics,Current,2023-03-31,2022-12-31,2022-09-30,2022-06-30,2022-03-31,2021-12-31,2021-09-30,2021-06-30,2021-03-31,2020-12-31,2020-09-30,2020-06-30,2020-03-31,2019-12-31,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,+2 Quarters
Market Capitalization,177,195,227,226,241,266,258,229,219,215,154,112,125,121,226,216,226,229,225,246,252,252,265,284,239,262,246,179,166,147,145,132,129,140,148,125,112,145,138,-,-,Upgrade
Market Cap Growth,-,-26.73%,-11.90%,-1.22%,10.24%,23.85%,66.84%,104.98%,74.66%,77.57%,-31.73%,-48.24%,-44.61%,-47.16%,0.44%,-12.33%,-10.28%,-9.18%,-15.04%,-13.36%,5.39%,-3.87%,7.69%,58.65%,43.84%,78.07%,69.78%,35.18%,28.70%,5.62%,-2.35%,5.82%,15.15%,-3.62%,7.95%,-,-,-,-,-,-,Upgrade
Enterprise Value,59,77,30,162,209,51,-3,147,7,3,-55,-28,118,61,323,308,322,311,332,364,387,393,418,408,328,373,335,283,261,260,201,191,178,253,229,167,29,121,99,-,-,Upgrade
PE Ratio,4.42,4.93,6.06,6.07,6.90,9.14,9.69,11.97,14.34,21.01,26.15,12.35,12.35,8.35,12.41,11.98,12.04,12.79,12.92,15.12,16.07,17.13,19.16,18.85,17.15,20.09,19.93,15.42,15.54,14.66,16.28,18.83,20.59,26.78,33.30,24.29,22.62,27.96,27.23,-,-,Upgrade
PS Ratio,1.80,1.98,2.46,2.54,2.83,3.46,3.50,3.36,3.49,3.85,3.08,2.25,2.51,2.23,3.86,3.77,3.88,4.01,3.97,4.07,4.20,4.27,4.60,5.20,4.56,5.24,5.14,3.84,3.67,3.29,3.37,3.26,3.42,4.03,4.56,3.96,3.59,4.67,4.67,-,-,Upgrade
PB Ratio,0.73,0.81,0.95,0.98,1.07,1.27,1.27,1.17,1.15,1.14,0.87,0.64,0.74,0.71,1.24,1.23,1.28,1.30,1.29,1.41,1.49,1.52,1.65,1.79,1.56,1.75,1.69,1.27,1.21,1.10,1.10,0.98,0.97,1.06,1.15,1.06,0.96,2.04,1.98,-,-,Upgrade
Debt / Equity Ratio,0.66,0.66,0.67,0.69,0.62,0.40,0.42,0.49,0.47,0.80,1.13,1.15,1.18,0.88,0.96,1.00,0.99,0.99,1.06,1.17,1.32,1.35,1.39,1.39,1.14,1.24,1.27,1.42,1.39,1.37,1.10,1.07,0.93,1.01,1.00,0.65,0.40,0.83,0.63,-,-,Upgrade
Dividend Yield,3.55%,0.78%,1.33%,0.67%,0.63%,0.58%,0.54%,0.61%,0.50%,0.51%,0.70%,0.97%,0.86%,0.90%,0.45%,0.47%,0.45%,0.44%,0.42%,0.38%,0.37%,0.37%,0.20%,0.19%,0.22%,0.20%,0.22%,0.21%,0.22%,0.25%,0.25%,-,-,-,-,-,-,-,-,-,-,Upgrade
Payout Ratio,19.50%,14.90%,38.50%,16.80%,12.80%,19.00%,18.00%,20.50%,17.70%,19.40%,350.00%,36.80%,87.50%,82.40%,29.50%,25.00%,18.30%,20.00%,28.60%,19.40%,20.00%,20.30%,25.90%,12.70%,14.30%,14.30%,15.90%,11.90%,13.20%,12.50%,14.30%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,Upgrade
Buyback Yield / Dilution,1.33%,1.33%,1.81%,1.63%,1.98%,1.04%,0.49%,-0.22%,-0.68%,-0.28%,0.33%,0.58%,0.97%,-0.03%,0.69%,-0.03%,-0.38%,-0.70%,-1.31%,-1.22%,-1.51%,-1.18%,-1.82%,-2.42%,-2.38%,-2.70%,-2.66%,-6.09%,-5.82%,-5.32%,-31.83%,-8.57%,-39.88%,-85.89%,-64.26%,-,-,-,-22.69%,-,-,Upgrade
Total Shareholder Return,4.88%,2.11%,3.15%,2.31%,2.61%,1.62%,1.03%,0.38%,-0.19%,0.23%,1.03%,1.55%,1.83%,0.87%,1.13%,0.44%,0.07%,-0.26%,-0.89%,-0.84%,-1.14%,-0.81%,-1.62%,-2.23%,-2.16%,-2.49%,-2.44%,-5.88%,-5.60%,-5.07%,-31.58%,-8.57%,-39.88%,-85.89%,-64.26%,-,-,-,-22.69%,-,-,Upgrade
