Metrics,Current,2023-03-31,2022-12-31,2022-09-30,2022-06-30,2022-03-31,2021-12-31,2021-09-30,2021-06-30,2021-03-31,2020-12-31,2020-09-30,2020-06-30,2020-03-31,2019-12-31,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,+6 Quarters
Market Capitalization,598,595,748,631,724,826,780,784,798,799,649,567,528,367,826,797,837,833,767,837,850,837,898,969,994,924,896,831,744,726,681,664,749,780,718,669,659,599,521,433,360,Upgrade
Market Cap Growth,-,-27.97%,-4.22%,-19.45%,-9.33%,3.40%,20.20%,38.33%,51.20%,117.52%,-21.36%,-28.86%,-36.95%,-55.92%,7.70%,-4.81%,-1.48%,-0.42%,-14.66%,-13.68%,-14.45%,-9.44%,0.22%,16.73%,33.54%,27.23%,31.67%,25.10%,-0.61%,-6.93%,-5.23%,-0.69%,13.56%,30.25%,37.99%,54.53%,83.01%,74.78%,64.45%,26.22%,15.99%,Upgrade
Enterprise Value,"1,525","1,523","1,618","1,513","1,726","1,814","1,784","1,729","1,783","1,768","1,489","1,463","1,434","1,324","1,689","1,702","1,723","1,612","1,544","1,511","1,625","1,592","1,537","1,563","1,539","1,476","1,414","1,321","1,222","1,243","1,143","1,205","1,129","1,138","1,020",963,880,729,593,570,353,Upgrade
PE Ratio,1033.50,572.35,-81.03,8.88,12.97,7.46,5.83,5.25,4.32,4.53,9.10,25.49,-90.30,-5.83,27.00,25.94,30.49,19.65,16.86,13.91,14.27,11.06,13.22,12.56,11.92,10.96,11.75,14.97,14.25,13.97,11.53,13.31,17.07,22.31,20.79,11.93,11.47,10.93,10.51,10.30,9.32,Upgrade
PS Ratio,3.16,3.15,4.13,3.63,4.30,4.97,4.73,4.66,4.74,4.64,3.77,3.20,2.84,1.95,4.23,4.07,4.33,4.30,4.02,4.42,4.64,4.63,5.11,5.76,6.07,6.04,6.05,5.60,5.12,4.89,4.64,4.76,5.71,6.69,6.74,7.01,7.71,7.94,7.48,6.57,5.94,Upgrade
PB Ratio,0.79,0.79,1.00,0.77,0.90,1.00,0.94,0.96,0.97,1.02,0.85,0.77,0.75,0.54,1.06,1.00,1.05,1.00,0.92,0.98,0.99,0.96,1.03,1.11,1.12,1.17,1.13,1.06,1.00,1.02,0.94,0.90,1.01,1.07,0.98,1.02,1.19,1.08,0.95,1.08,0.91,Upgrade
Debt / Equity Ratio,1.37,1.37,1.28,1.21,1.30,1.25,1.23,1.21,1.22,1.26,1.12,1.27,1.31,1.42,1.17,1.23,1.13,0.97,0.97,0.90,0.93,0.88,0.83,0.76,0.66,0.77,0.72,0.80,0.69,0.76,0.69,0.78,0.56,0.52,0.45,0.49,0.45,0.28,0.17,0.37,0.08,Upgrade
Dividend Yield,12.44%,3.11%,2.86%,2.74%,2.39%,2.10%,2.22%,2.21%,2.17%,2.17%,2.67%,3.06%,3.94%,5.75%,2.56%,2.66%,2.53%,2.54%,2.76%,2.53%,2.49%,2.53%,2.36%,2.18%,2.08%,2.07%,2.13%,2.29%,2.38%,2.42%,2.58%,2.65%,2.35%,2.25%,2.26%,2.16%,2.25%,2.18%,2.04%,2.22%,2.36%,Upgrade
Payout Ratio,12900.00%,82.10%,-44.60%,66.70%,-,136.40%,52.60%,157.90%,31.60%,49.20%,36.10%,37.00%,45.00%,-30.50%,-1800.00%,116.10%,-200.00%,87.80%,-1800.00%,138.50%,514.30%,78.30%,156.50%,144.00%,102.90%,97.30%,81.80%,92.30%,83.70%,150.00%,900.00%,100.00%,83.70%,94.70%,-156.50%,124.10%,124.20%,72.00%,93.20%,75.00%,90.00%,Upgrade
Buyback Yield / Dilution,-,-,-,-,-,-0.00%,-,-0.00%,1.54%,1.70%,1.70%,1.70%,0.17%,0.04%,0.07%,0.10%,0.13%,0.07%,-0.02%,-2.70%,-10.94%,-10.88%,-11.48%,-16.36%,-8.81%,-8.55%,-7.72%,-0.66%,-0.07%,-8.47%,-22.15%,-35.09%,-34.56%,-73.80%,-50.37%,-53.13%,-68.55%,-20.72%,-24.12%,-10.08%,Upgrade,
Total Shareholder Return,12.48%,3.11%,2.86%,2.74%,2.39%,2.10%,2.22%,2.21%,2.17%,3.71%,4.37%,4.76%,5.64%,5.92%,2.60%,2.72%,2.62%,2.67%,2.83%,2.51%,-0.21%,-8.41%,-8.52%,-9.30%,-14.28%,-6.75%,-6.42%,-5.43%,1.72%,2.34%,-5.89%,-19.50%,-32.74%,-32.32%,-71.54%,-48.21%,-50.88%,-66.37%,-18.68%,-21.90%,-7.71%,Upgrade
