Metrics,Current,2023-03-31,2022-12-31,2022-09-30,2022-06-30,2022-03-31,2021-12-31,2021-09-30,2021-06-30,2021-03-31,2020-12-31,2020-09-30,2020-06-30,2020-03-31,2019-12-31,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,+70 Quarters
Market Capitalization,"7,351","6,173","4,009","3,976","4,264","5,006","5,678","5,985","5,125","5,877","4,894","3,837","4,732","4,388","5,618","5,865","4,664","5,407","4,614","5,085","5,414","6,387","6,367","6,304","6,421","6,824","7,749","6,931","7,300","7,733","7,914","8,024","8,166","7,424","7,082","7,025","7,074","7,106","7,429","6,662","6,172",Upgrade
Market Cap Growth,-,23.32%,-29.40%,-33.56%,-16.80%,-14.82%,16.01%,56.00%,8.30%,33.94%,-12.88%,-34.59%,1.46%,-18.85%,21.75%,15.35%,-13.85%,-15.35%,-27.54%,-19.34%,-15.69%,-6.39%,-17.83%,-9.04%,-12.04%,-11.76%,-2.09%,-13.63%,-10.60%,4.17%,11.75%,14.23%,15.44%,4.48%,-4.66%,5.45%,14.61%,12.45%,29.14%,7.14%,12.17%,Upgrade
Enterprise Value,"6,461","5,283","23,309","16,301","15,526","17,686","20,029","19,149","18,754","19,175","19,297","18,333","18,614","18,268","19,719","18,938","16,826","17,988","17,347","17,194","17,003","17,050","16,753","15,390","17,655","19,053","20,865","20,161","20,534","20,427","23,125","22,162","21,589","20,106","20,745","20,759","21,706","21,260","21,889","19,973","17,844",Upgrade
PE Ratio,2.67,2.50,6.50,6.67,7.20,8.74,10.09,9.93,8.99,11.24,10.24,9.87,12.70,12.03,15.52,16.17,12.59,14.21,11.84,11.98,12.65,14.65,14.42,14.76,14.27,14.54,15.64,-299.54,-216.31,-211.83,-167.83,16.42,16.52,15.17,14.59,14.81,15.11,15.05,15.62,13.93,12.52,Upgrade
PS Ratio,2.02,1.69,2.66,2.86,3.08,3.66,4.22,4.52,4.02,4.96,4.45,3.67,4.65,4.36,5.43,5.62,4.40,4.97,4.18,4.50,4.51,5.06,4.86,4.63,4.66,4.89,5.42,9.89,10.94,11.86,12.49,5.85,5.92,5.42,5.21,5.22,5.27,5.27,5.48,4.90,4.46,Upgrade
PB Ratio,0.68,0.57,0.45,0.59,0.63,0.73,0.81,0.86,0.74,0.87,0.72,0.57,0.71,0.66,0.84,0.88,0.70,0.82,0.69,0.75,0.80,0.94,0.94,0.93,0.95,1.03,1.26,1.14,1.21,1.29,1.33,1.38,1.40,1.28,1.23,1.22,1.23,1.24,1.30,1.17,1.09,Upgrade
Debt / Equity Ratio,1.98,1.98,2.42,2.08,2.13,2.26,2.35,2.25,2.27,2.36,2.39,2.37,2.28,2.29,2.21,2.08,2.01,2.05,2.13,2.04,2.03,1.97,1.90,1.83,1.84,1.99,2.23,2.30,2.30,2.23,2.65,2.53,2.41,2.29,2.46,2.49,2.66,2.58,2.63,2.56,2.28,Upgrade
Dividend Yield,6.68%,1.88%,1.98%,1.99%,1.86%,1.59%,1.39%,1.32%,1.54%,1.35%,1.61%,2.06%,1.67%,1.81%,1.41%,1.35%,1.70%,1.47%,1.81%,1.64%,1.54%,1.30%,1.31%,1.32%,1.29%,1.22%,1.07%,1.19%,1.13%,1.07%,1.53%,1.38%,1.36%,1.49%,1.56%,1.58%,1.56%,1.56%,1.48%,1.65%,1.79%,Upgrade
Payout Ratio,17.80%,5.90%,56.70%,54.80%,50.00%,54.80%,56.70%,56.70%,56.70%,58.60%,43.60%,73.90%,81.00%,85.00%,85.00%,89.50%,89.50%,89.50%,89.50%,85.00%,85.00%,85.00%,65.40%,81.00%,77.30%,81.00%,73.90%,65.40%,65.40%,63.00%,-27.50%,96.20%,89.30%,92.60%,86.20%,92.60%,92.60%,96.20%,89.30%,96.20%,89.30%,Upgrade
Buyback Yield / Dilution,-46.24%,-46.24%,-0.24%,-0.24%,-0.42%,-0.28%,-0.24%,-0.24%,-0.24%,0.34%,0.74%,0.74%,0.73%,0.01%,4.69%,4.69%,4.70%,4.67%,-0.26%,-0.26%,-0.27%,-0.36%,-0.41%,-0.41%,-0.42%,-0.43%,-0.44%,-9.62%,-9.62%,-9.61%,-9.56%,-0.38%,-0.37%,-0.36%,-0.40%,-0.40%,-0.41%,-0.41%,-0.40%,-0.40%,-0.39%,Upgrade
Total Shareholder Return,-39.56%,-44.36%,1.74%,1.75%,1.44%,1.31%,1.15%,1.08%,1.30%,1.69%,2.35%,2.79%,2.40%,1.82%,6.10%,6.04%,6.40%,6.14%,1.54%,1.38%,1.27%,0.95%,0.90%,0.91%,0.88%,0.78%,0.63%,-8.43%,-8.49%,-8.54%,-8.02%,1.01%,0.99%,1.14%,1.16%,1.17%,1.16%,1.14%,1.08%,1.25%,1.39%,Upgrade
