Metrics,Current,2023-03-31,2022-12-31,2022-09-30,2022-06-30,2022-03-31,2021-12-31,2021-09-30,2021-06-30,2021-03-31,2020-12-31,2020-09-30,2020-06-30,2020-03-31,2019-12-31,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,+44 Quarters
Market Capitalization,352,343,338,291,346,404,398,388,385,322,283,231,228,175,301,296,275,257,208,264,242,229,245,248,251,242,240,190,169,175,171,172,167,185,174,184,211,212,201,183,172,Upgrade
Market Cap Growth,-,-15.14%,-14.99%,-24.87%,-10.00%,25.49%,40.28%,67.71%,68.67%,84.10%,-5.94%,-21.88%,-17.18%,-31.83%,44.81%,12.03%,13.73%,12.13%,-15.17%,6.45%,-3.49%,-5.42%,2.37%,30.72%,48.15%,38.72%,39.89%,10.47%,1.42%,-5.65%,-1.37%,-6.72%,-20.98%,-12.60%,-13.58%,0.46%,23.13%,9.57%,17.28%,-0.23%,3.55%,Upgrade
Enterprise Value,691,684,638,629,623,618,647,624,593,545,490,450,453,359,484,403,390,363,365,372,356,355,371,336,326,291,262,255,238,226,215,295,263,293,250,215,239,265,239,215,213,Upgrade
PE Ratio,19.48,19.97,25.02,14.63,7.28,5.69,4.73,4.60,6.22,5.48,29.12,-123.40,-33.89,-13.65,12.41,14.89,60.26,32.90,26.75,14.16,7.12,8.16,10.47,14.44,7.74,7.62,11.42,16.70,-12.07,-10.75,-310.86,20.25,4.61,14.57,164.15,16.40,12.50,6.05,5.85,5.69,19.04,Upgrade
PS Ratio,5.03,4.93,5.10,4.61,5.62,6.58,6.97,7.21,7.40,6.44,5.82,4.82,4.74,3.55,5.99,5.91,5.67,5.34,4.46,5.79,5.36,5.40,6.11,6.32,6.58,6.31,6.14,4.85,4.28,4.41,4.35,4.51,4.57,5.03,4.70,5.03,5.67,5.94,5.79,5.07,4.66,Upgrade
PB Ratio,1.02,1.00,1.04,0.92,1.11,1.24,1.23,1.22,1.32,1.19,1.15,0.99,1.00,0.80,1.20,1.19,1.12,1.09,0.92,1.11,0.99,0.99,1.09,1.13,1.16,1.14,1.12,0.94,0.91,0.94,0.87,0.90,0.83,0.92,0.89,0.92,1.17,1.03,0.95,0.89,0.95,Upgrade
Debt / Equity Ratio,1.02,1.02,0.94,1.08,0.89,0.66,0.78,0.74,0.72,0.84,0.84,0.95,1.00,0.85,0.74,0.49,0.47,0.46,0.69,0.46,0.48,0.55,0.58,0.42,0.38,0.25,0.13,0.35,0.40,0.31,0.29,0.66,0.52,0.57,0.43,0.19,0.20,0.29,0.23,0.23,0.33,Upgrade
Dividend Yield,9.12%,2.40%,2.19%,2.40%,2.01%,1.65%,1.68%,1.73%,1.71%,1.98%,2.21%,2.64%,2.67%,3.74%,2.13%,2.16%,2.25%,2.34%,2.88%,2.23%,2.35%,2.45%,2.27%,2.21%,2.14%,2.21%,2.17%,2.59%,2.90%,2.82%,2.78%,2.58%,2.66%,2.38%,2.54%,2.39%,2.09%,2.08%,2.19%,2.41%,2.57%,Upgrade
Payout Ratio,175.00%,68.20%,131.20%,135.30%,-126.90%,81.20%,55.70%,19.90%,36.80%,30.00%,51.30%,59.10%,40.60%,-23.60%,1050.00%,116.70%,70.00%,63.60%,-161.50%,-55.30%,46.70%,60.00%,77.80%,100.00%,87.50%,116.70%,525.00%,23.60%,87.50%,-80.80%,-55.30%,-91.30%,131.20%,46.70%,1050.00%,19.30%,-21.90%,-210.00%,42.00%,15.40%,-210.00%,Upgrade
Buyback Yield / Dilution,-6.70%,-6.70%,-2.63%,-0.52%,-1.60%,-4.70%,-6.88%,-9.58%,-8.25%,-5.20%,-5.19%,-2.85%,-5.77%,-8.77%,-7.05%,-8.55%,-8.69%,-7.21%,-7.47%,-7.41%,-6.09%,-4.67%,-7.04%,-11.77%,-9.47%,-8.99%,-9.22%,-10.57%,-10.61%,-11.43%,-8.03%,-0.63%,-0.59%,-0.06%,-,-,-,-,-,-0.00%,-,Upgrade
Total Shareholder Return,2.41%,-4.30%,-0.44%,1.89%,0.42%,-3.04%,-5.19%,-7.85%,-6.54%,-3.22%,-2.98%,-0.21%,-3.10%,-5.04%,-4.92%,-6.39%,-6.44%,-4.86%,-4.60%,-5.18%,-3.74%,-2.22%,-4.77%,-9.56%,-7.33%,-6.78%,-7.05%,-7.98%,-7.71%,-8.61%,-5.25%,1.95%,2.07%,2.33%,2.54%,2.39%,2.09%,2.08%,2.19%,2.41%,2.57%,Upgrade
