Metrics,Current,2023-03-31,2022-12-31,2022-09-30,2022-06-30,2022-03-31,2021-12-31,2021-09-30,2021-06-30,2021-03-31,2020-12-31,2020-09-30,2020-06-30,2020-03-31,2019-12-31,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,+70 Quarters
Market Capitalization,331,382,428,362,390,484,540,432,393,389,305,250,283,320,400,354,374,337,376,402,472,411,395,421,411,400,430,320,251,273,237,217,242,218,257,191,209,204,211,188,181,Upgrade
Market Cap Growth,-,-20.97%,-20.78%,-16.14%,-0.91%,24.36%,77.29%,72.58%,38.75%,21.68%,-23.86%,-29.25%,-24.23%,-5.11%,6.37%,-12.00%,-20.81%,-17.98%,-4.72%,-4.39%,14.88%,2.56%,-8.17%,31.53%,63.61%,46.56%,81.64%,47.43%,3.82%,25.34%,-7.76%,13.57%,15.95%,6.76%,21.65%,1.58%,15.07%,23.82%,32.56%,14.60%,15.52%,Upgrade
Enterprise Value,202,253,247,35,169,140,192,-121,-259,32,147,35,65,362,466,309,221,235,429,352,349,369,444,534,394,408,405,273,125,230,254,200,143,142,286,148,151,175,205,92,142,Upgrade
PE Ratio,7.63,8.85,10.02,8.78,9.96,11.49,12.81,10.49,9.44,10.29,9.69,8.25,9.77,10.83,11.70,11.07,12.09,10.95,13.03,16.02,20.88,19.89,20.36,19.45,19.73,20.01,22.93,17.27,13.89,16.22,14.66,14.06,16.17,14.76,17.52,13.51,15.09,15.01,15.60,14.16,14.16,Upgrade
PS Ratio,1.98,2.28,2.60,2.26,2.50,3.05,3.42,2.81,2.60,2.68,2.26,1.89,2.20,2.52,3.06,2.81,3.02,2.75,3.17,3.36,4.05,3.63,3.53,3.92,3.94,3.94,4.38,3.33,2.66,2.98,2.63,2.44,2.78,2.54,3.05,2.36,2.64,2.62,2.77,2.49,2.44,Upgrade
PB Ratio,1.06,1.23,1.52,1.33,1.37,1.56,1.56,1.25,1.16,1.18,0.91,0.77,0.90,1.05,1.35,1.22,1.33,1.27,1.47,1.66,1.99,1.77,1.70,1.81,1.81,1.82,2.00,1.48,1.18,1.47,1.31,1.23,1.41,1.27,1.54,1.18,1.31,1.31,1.39,1.27,1.26,Upgrade
Debt / Equity Ratio,0.28,0.28,0.31,0.32,0.30,0.28,0.25,0.26,0.26,0.26,0.29,0.29,0.12,0.38,0.44,0.13,0.12,0.12,0.45,0.06,0.06,0.06,0.45,0.71,0.26,0.28,0.12,0.07,0.07,0.08,0.38,0.22,0.09,0.09,0.42,0.07,0.07,0.12,0.31,0.09,0.09,Upgrade
Dividend Yield,3.21%,0.73%,0.58%,0.69%,0.64%,0.51%,0.41%,0.52%,0.57%,0.57%,0.69%,0.83%,0.74%,0.65%,0.47%,0.54%,0.51%,0.56%,0.45%,0.42%,0.36%,0.41%,0.40%,0.37%,0.38%,0.39%,0.35%,0.47%,0.55%,0.50%,0.55%,0.60%,0.54%,0.59%,0.48%,0.64%,0.59%,0.59%,0.55%,0.61%,0.63%,Upgrade
Payout Ratio,23.70%,25.80%,20.10%,20.70%,30.60%,24.10%,20.60%,22.60%,19.90%,21.30%,21.30%,20.10%,28.70%,51.50%,21.60%,21.10%,24.20%,21.60%,26.40%,21.30%,22.30%,24.60%,56.20%,28.10%,28.10%,28.10%,30.20%,31.70%,28.90%,31.70%,27.80%,30.50%,36.80%,35.70%,30.00%,31.60%,36.40%,34.30%,32.90%,31.90%,37.10%,Upgrade
Buyback Yield / Dilution,-0.61%,-0.61%,-0.66%,-0.76%,-0.80%,-1.05%,-1.15%,-1.16%,-1.15%,-0.99%,-0.79%,-0.71%,-0.71%,-0.79%,-0.80%,-0.62%,-0.60%,-0.71%,-0.67%,-0.87%,-0.96%,-0.88%,-1.18%,-1.48%,-9.62%,-10.76%,-10.64%,-10.42%,-2.26%,-1.56%,-1.51%,-1.82%,-1.86%,-1.89%,-2.07%,-2.01%,-3.19%,-3.36%,-3.60%,-3.45%,-2.42%,Upgrade
Total Shareholder Return,2.60%,0.12%,-0.07%,-0.07%,-0.16%,-0.53%,-0.74%,-0.64%,-0.58%,-0.42%,-0.10%,0.13%,0.03%,-0.14%,-0.33%,-0.08%,-0.09%,-0.15%,-0.22%,-0.45%,-0.60%,-0.47%,-0.78%,-1.11%,-9.24%,-10.37%,-10.29%,-9.95%,-1.71%,-1.07%,-0.96%,-1.22%,-1.32%,-1.30%,-1.59%,-1.37%,-2.60%,-2.76%,-3.05%,-2.84%,-1.80%,Upgrade
