Metrics,Current,2023-03-31,2022-12-31,2022-09-30,2022-06-30,2022-03-31,2021-12-31,2021-09-30,2021-06-30,2021-03-31,2020-12-31,2020-09-30,2020-06-30,2020-03-31,2019-12-31,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,+2 Quarters
Market Capitalization,127,79,47,60,70,191,164,191,240,310,284,284,369,310,391,446,463,443,392,394,443,403,440,384,382,380,495,438,357,486,661,592,685,656,579,449,444,-,-,-,-,Upgrade
Market Cap Growth,-,-58.88%,-71.59%,-68.52%,-70.88%,-38.21%,-42.32%,-32.83%,-35.03%,0.02%,-27.37%,-36.38%,-20.15%,-30.11%,-0.06%,13.35%,4.42%,10.09%,-10.95%,2.59%,16.04%,6.02%,-11.11%,-12.45%,6.90%,-21.88%,-25.15%,-25.94%,-47.90%,-25.87%,14.15%,31.94%,54.31%,-,-,-,-,-,-,-,-,Upgrade
Enterprise Value,-49,-100,-81,-94,-74,52,-49,-55,-61,21,-33,-108,195,106,238,333,319,283,278,338,385,373,450,200,302,330,441,288,195,299,411,378,541,491,414,343,262,-75,-65,-,-,Upgrade
PE Ratio,-0.72,-0.72,-0.30,-0.28,-0.38,-1.91,-2.19,-8.40,-20.82,-90.02,30.48,14.68,11.29,10.58,13.67,22.60,26.28,22.98,14.42,21.66,126.80,52.11,-392.93,357.39,18.44,11.71,14.61,7.70,5.68,6.96,7.14,6.44,8.05,9.47,12.29,15.89,18.82,-,-,-,-,Upgrade
PS Ratio,0.19,0.12,0.07,0.09,0.11,0.30,0.26,0.31,0.39,0.51,0.48,0.50,0.69,0.59,0.77,0.90,0.94,0.91,0.82,0.85,1.01,0.96,1.08,0.96,0.94,0.89,1.13,1.00,0.86,1.21,1.67,1.56,1.97,2.22,2.48,2.47,3.04,-,-,-,-,Upgrade
PB Ratio,0.84,0.51,0.36,0.51,0.39,0.68,0.48,0.47,0.56,0.73,0.64,0.64,0.80,0.69,0.87,1.00,1.05,1.02,0.92,1.01,1.15,1.03,1.16,1.27,1.05,1.05,1.38,1.16,0.96,1.37,1.85,1.78,2.20,2.28,2.27,1.94,2.00,-,-,-,-,Upgrade
Debt / Equity Ratio,1.02,1.02,1.22,1.28,0.85,0.55,0.44,0.38,0.36,0.28,0.29,0.28,0.27,0.28,0.29,0.29,0.30,0.30,0.35,0.46,0.46,0.48,0.49,0.63,0.20,0.20,0.20,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade
Dividend Yield,1.21%,-,-,-,2.27%,0.84%,1.01%,0.88%,0.70%,0.54%,0.59%,0.59%,0.45%,0.55%,0.44%,0.39%,0.38%,0.40%,0.39%,0.40%,0.36%,0.40%,0.33%,0.40%,0.44%,0.46%,0.35%,0.40%,0.50%,0.31%,0.23%,-,-,-,-,-,-,-,-,-,-,Upgrade
Payout Ratio,-1.40%,0.00%,0.00%,0.00%,-1.80%,-5.20%,-3.40%,-10.20%,-42.90%,-31.60%,60.00%,-31.60%,40.00%,22.20%,13.60%,21.40%,300.00%,25.00%,42.90%,26.10%,66.70%,10.30%,-33.30%,-17.60%,26.10%,28.60%,-66.70%,16.20%,9.70%,20.80%,7.50%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,Upgrade
Buyback Yield / Dilution,4.37%,4.37%,6.34%,5.62%,5.20%,3.74%,0.82%,-0.71%,0.03%,2.53%,3.94%,4.90%,4.90%,3.37%,-13.85%,-11.98%,-11.54%,-10.52%,-4.57%,-0.63%,6.95%,7.20%,16.88%,11.40%,4.62%,5.53%,4.14%,4.17%,2.03%,-1.25%,-1.05%,-2.24%,-24.39%,-58.53%,-80.64%,-95.45%,-60.06%,-76.50%,-,-,-,Upgrade
Total Shareholder Return,5.55%,4.37%,6.34%,5.62%,7.47%,4.58%,1.82%,0.16%,0.73%,3.07%,4.53%,5.48%,5.36%,3.92%,-13.41%,-11.59%,-11.16%,-10.12%,-4.18%,-0.24%,7.31%,7.60%,17.21%,11.80%,5.06%,5.98%,4.49%,4.57%,2.53%,-0.93%,-0.82%,-2.24%,-24.39%,-58.53%,-80.64%,-95.45%,-60.06%,-76.50%,-,-,-,Upgrade
