Metrics,Current,2023-03-31,2022-12-31,2022-09-30,2022-06-30,2022-03-31,2021-12-31,2021-09-30,2021-06-30,2021-03-31,2020-12-31,2020-09-30,2020-06-30,2020-03-31,2019-12-31,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,+7 Quarters
Market Capitalization,98,149,224,319,356,416,464,307,305,346,282,144,163,160,231,213,217,196,208,310,288,312,321,210,182,191,177,128,107,105,129,143,110,83,74,72,92,101,64,76,59,Upgrade
Market Cap Growth,-,-64.22%,-51.60%,3.68%,16.46%,20.35%,64.57%,112.87%,87.39%,116.06%,21.95%,-32.31%,-24.98%,-18.22%,10.99%,-31.22%,-24.65%,-37.15%,-35.14%,47.36%,58.11%,62.93%,81.23%,64.68%,70.14%,82.44%,37.71%,-10.83%,-2.50%,25.83%,73.00%,99.76%,19.86%,-17.77%,15.44%,-6.08%,55.05%,110.88%,63.35%,154.32%,-,Upgrade
Enterprise Value,510,565,687,792,717,518,640,519,561,515,456,241,249,393,488,381,453,594,578,683,570,698,720,487,588,465,364,244,198,168,307,277,223,154,156,122,96,68,45,85,70,Upgrade
PE Ratio,4.72,6.99,6.31,7.65,7.84,8.52,9.63,6.58,7.09,10.21,9.56,5.67,6.97,6.27,9.15,9.82,10.02,9.08,9.50,14.21,14.11,16.92,21.08,13.63,13.36,15.33,14.66,12.01,10.86,11.28,14.40,17.65,15.53,14.40,17.19,20.35,30.86,27.35,14.02,13.93,9.27,Upgrade
PS Ratio,0.97,1.53,1.98,2.67,2.94,3.40,3.92,2.66,2.70,3.48,3.08,1.74,2.17,2.10,3.13,3.07,3.17,2.91,3.10,4.57,4.32,4.85,5.38,3.73,3.41,3.73,3.58,2.79,2.52,2.61,3.30,3.87,3.14,2.57,2.55,2.66,3.63,3.88,2.42,2.74,2.10,Upgrade
PB Ratio,0.27,0.42,0.62,0.88,0.97,1.11,1.22,0.83,0.85,1.00,0.85,0.45,0.53,0.53,0.76,0.72,0.73,0.67,0.72,1.08,1.02,1.39,1.43,0.95,1.11,1.21,1.15,0.93,0.79,0.97,1.23,1.39,1.10,0.84,0.77,0.76,0.97,1.11,0.71,1.23,0.97,Upgrade
Debt / Equity Ratio,2.02,2.02,1.97,1.92,1.56,1.65,1.63,1.67,1.63,1.70,1.80,1.84,1.90,1.92,1.92,1.98,1.97,1.80,1.94,1.60,1.50,2.00,1.99,1.82,2.88,2.07,1.47,1.35,1.18,1.52,1.95,1.50,1.44,1.11,1.13,0.95,0.26,0.27,0.38,0.56,0.43,Upgrade
Dividend Yield,2.20%,0.36%,0.25%,0.18%,0.16%,0.14%,0.13%,0.20%,0.20%,0.17%,0.21%,0.41%,0.36%,0.37%,0.26%,0.28%,0.28%,0.31%,0.30%,0.20%,0.19%,0.16%,0.16%,0.20%,0.22%,0.21%,0.20%,0.26%,0.28%,0.26%,0.21%,0.19%,0.25%,0.33%,0.36%,0.38%,0.29%,0.27%,0.66%,-,0.29%,Upgrade
Payout Ratio,10.70%,-18.20%,8.70%,6.70%,6.10%,5.30%,4.80%,4.90%,4.50%,5.70%,5.40%,7.00%,15.00%,9.70%,8.30%,9.50%,10.00%,10.70%,18.80%,9.80%,9.00%,8.50%,15.80%,8.30%,9.80%,14.00%,9.10%,10.90%,10.50%,11.10%,12.00%,11.80%,12.00%,13.00%,18.80%,20.70%,27.30%,46.20%,80.00%,0.00%,10.20%,Upgrade
Buyback Yield / Dilution,8.57%,8.57%,6.49%,4.63%,3.23%,0.93%,-0.96%,-2.20%,-2.18%,-2.18%,-0.61%,2.08%,3.75%,4.69%,4.41%,2.85%,-13.78%,-19.76%,-20.30%,-49.88%,-35.18%,-29.39%,-48.22%,-21.92%,-32.17%,-44.29%,-26.22%,-22.90%,-9.71%,-1.16%,-1.20%,-1.40%,-1.02%,-0.48%,-27.79%,-55.36%,-55.95%,-55.97%,-22.92%,-1.15%,-0.71%,Upgrade
Total Shareholder Return,10.85%,8.94%,6.74%,4.81%,3.40%,1.07%,-0.83%,-2.00%,-1.99%,-2.01%,-0.40%,2.48%,4.10%,5.06%,4.67%,3.13%,-13.50%,-19.45%,-20.00%,-49.68%,-35.00%,-29.22%,-48.06%,-21.73%,-31.95%,-44.09%,-26.03%,-22.64%,-9.43%,-0.89%,-0.98%,-1.21%,-0.77%,-0.15%,-27.42%,-54.98%,-55.66%,-55.71%,-22.26%,-1.15%,-0.42%,Upgrade
