Metrics,Current,2022-12-31,2022-09-30,2022-06-30,2022-03-31,2021-12-31,2021-09-30,2021-06-30,2021-03-31,2020-12-31,2020-09-30,2020-06-30,2020-03-31,2019-12-31,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,+68 Quarters
Market Capitalization,613,505,466,460,568,590,559,487,440,331,261,243,213,373,386,367,363,328,309,293,276,265,274,257,270,255,231,215,218,216,739,778,722,589,551,555,531,532,522,525,437,Upgrade
Market Cap Growth,-,-14.45%,-16.57%,-5.60%,28.96%,78.50%,114.04%,100.73%,106.96%,-11.39%,-32.31%,-33.83%,-41.33%,13.89%,24.75%,25.27%,31.61%,23.56%,12.79%,13.68%,2.04%,3.82%,18.67%,19.76%,23.83%,18.07%,-68.72%,-72.37%,-69.78%,-63.29%,33.97%,40.18%,35.95%,10.73%,5.62%,5.71%,21.43%,40.60%,22.77%,35.98%,23.11%,Upgrade
Enterprise Value,"1,199","1,095","1,039","1,019","1,085","1,074","1,000",922,790,670,611,559,502,623,603,581,569,514,499,402,363,335,297,270,273,238,173,118,122,73,555,565,496,340,428,467,443,466,454,455,355,Upgrade
PE Ratio,12.87,14.60,10.55,15.23,13.26,17.69,15.44,8.52,8.65,21.05,-40.02,-12.02,-9.52,28.46,15.90,13.04,10.97,8.73,7.12,6.43,7.01,8.75,9.81,9.82,11.50,12.76,21.01,-44.17,-40.38,8.41,12.84,21.68,13.50,31.68,11.61,4.53,4.74,3.45,4.25,4.08,4.05,Upgrade
PS Ratio,5.91,4.89,5.03,5.34,6.91,7.53,7.45,6.81,6.47,5.01,4.15,3.95,3.43,6.09,6.52,6.48,6.99,6.90,7.26,7.60,7.84,8.04,8.90,9.52,11.50,13.06,14.44,17.40,23.80,35.99,70.92,76.79,72.53,51.23,45.38,45.01,42.10,46.42,51.83,50.30,40.34,Upgrade
PB Ratio,1.09,0.90,0.98,1.01,1.35,1.52,1.46,1.32,1.31,1.06,0.91,0.87,0.78,1.20,1.18,1.12,1.11,1.03,1.00,0.95,0.89,0.89,0.94,0.90,0.95,0.90,0.83,0.79,0.80,0.80,2.68,1.01,0.94,0.80,0.73,0.70,0.69,0.69,0.73,0.79,0.66,Upgrade
Debt / Equity Ratio,1.09,1.09,1.27,1.28,1.26,1.30,1.22,1.23,1.13,1.22,1.28,1.19,1.11,0.88,0.75,0.69,0.66,0.62,0.65,0.40,0.31,0.30,0.19,0.09,0.09,0.05,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade
Dividend Yield,12.82%,3.54%,3.00%,3.50%,2.04%,3.85%,2.18%,2.31%,2.40%,2.95%,3.63%,3.81%,4.46%,6.06%,2.30%,2.34%,2.29%,2.40%,2.32%,4.93%,1.65%,1.59%,1.41%,1.31%,2.67%,1.06%,0.75%,0.44%,0.29%,-,-,0.20%,-,0.26%,-,0.28%,-,0.29%,-,0.29%,2.39%,Upgrade
Payout Ratio,159.10%,633.30%,147.10%,630.00%,57.10%,179.60%,-270.00%,74.60%,106.10%,63.70%,58.00%,104.10%,-36.70%,-328.90%,333.30%,128.90%,44.00%,184.00%,110.00%,123.60%,30.10%,40.60%,44.40%,61.80%,121.60%,34.00%,25.00%,35.30%,25.00%,0.00%,0.00%,71.40%,0.00%,35.70%,-,-,-,-,-,-,-,Upgrade
Buyback Yield / Dilution,-33.92%,-33.92%,-24.20%,-20.34%,-18.80%,-22.46%,-21.15%,-16.83%,-9.48%,-5.72%,-4.67%,-3.49%,-7.42%,-5.71%,-8.86%,-8.24%,-6.66%,-5.85%,-1.53%,-0.80%,-1.34%,-1.54%,-1.72%,-1.78%,-1.36%,-1.14%,-0.85%,-0.73%,-1.49%,-0.78%,-1.10%,-1.04%,-1.74%,-1.85%,-1.01%,-1.16%,-0.17%,-0.43%,-0.44%,-1.46%,-1.22%,Upgrade
Total Shareholder Return,-20.99%,-30.38%,-21.20%,-16.84%,-16.75%,-18.61%,-18.97%,-14.52%,-7.07%,-2.76%,-1.04%,0.33%,-2.96%,0.36%,-6.56%,-5.89%,-4.37%,-3.45%,0.79%,4.12%,0.31%,0.05%,-0.32%,-0.47%,1.31%,-0.08%,-0.10%,-0.29%,-1.20%,-0.78%,-1.10%,-0.84%,-1.74%,-1.59%,-1.01%,-0.88%,-0.17%,-0.14%,-0.44%,-1.17%,1.17%,Upgrade
