Metrics,Current,2023-03-31,2022-12-31,2022-09-30,2022-06-30,2022-03-31,2021-12-31,2021-09-30,2021-06-30,2021-03-31,2020-12-31,2020-09-30,2020-06-30,2020-03-31,2019-12-31,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,+5 Quarters
Market Capitalization,173,256,268,237,237,296,248,225,217,208,200,150,183,136,181,174,189,192,178,183,215,201,212,189,174,172,170,151,155,159,151,137,175,177,191,167,211,224,204,163,135,Upgrade
Market Cap Growth,-,-13.30%,8.01%,5.40%,9.21%,42.54%,24.44%,49.77%,19.06%,52.74%,10.50%,-13.44%,-3.30%,-29.13%,1.51%,-5.08%,-12.28%,-4.47%,-16.00%,-2.97%,23.62%,16.59%,24.51%,25.10%,11.99%,7.99%,12.83%,9.93%,-11.03%,-9.91%,-21.19%,-17.67%,-17.01%,-20.93%,-6.24%,1.95%,55.95%,-,-,-,-,Upgrade
Enterprise Value,180,249,227,205,207,278,204,202,209,212,186,153,198,158,184,191,180,189,109,125,171,166,159,150,146,152,135,123,138,145,124,116,162,162,165,150,200,216,188,153,139,Upgrade
PE Ratio,12.77,17.73,14.25,10.86,10.72,15.01,16.91,19.60,22.12,29.73,20.04,14.32,16.45,10.90,20.90,19.03,21.86,21.05,18.48,27.51,33.83,34.12,39.70,28.13,27.51,31.90,33.93,32.75,35.06,30.49,28.33,24.61,31.18,33.80,40.08,29.33,41.65,24.40,14.91,9.43,6.36,Upgrade
PS Ratio,1.57,2.15,2.18,1.85,1.79,2.21,1.89,1.78,1.81,1.87,1.85,1.40,1.69,1.26,1.77,1.75,1.96,1.98,1.80,1.86,2.24,2.14,2.32,2.14,2.03,2.08,2.12,1.93,2.00,2.07,2.01,1.86,2.44,2.52,2.76,2.42,3.20,3.55,3.40,2.86,2.45,Upgrade
PB Ratio,2.21,3.04,3.17,2.73,2.62,3.43,3.09,2.98,2.95,2.89,2.82,2.16,2.65,1.95,2.78,2.76,3.27,3.39,3.18,3.42,4.12,3.95,4.32,3.76,3.55,3.57,3.60,3.21,3.36,3.44,3.29,3.01,3.89,4.11,4.50,3.94,5.04,5.42,4.95,4.77,5.17,Upgrade
Debt / Equity Ratio,0.41,0.41,0.43,0.41,0.41,0.46,0.52,0.57,0.61,0.66,0.69,0.73,0.77,0.79,0.86,0.92,0.73,0.76,-,-,-,0.01,0.02,0.01,0.03,0.05,0.05,0.05,0.08,0.10,0.10,0.11,0.14,0.09,0.10,0.26,0.27,0.27,0.27,0.43,0.64,Upgrade
Dividend Yield,3.90%,0.67%,0.65%,0.75%,0.71%,0.57%,0.67%,0.73%,0.71%,0.74%,0.77%,1.02%,0.83%,1.11%,0.76%,0.77%,0.68%,0.67%,0.66%,0.64%,0.54%,0.57%,0.46%,0.52%,0.56%,0.56%,0.57%,0.64%,0.62%,0.60%,0.63%,0.69%,0.54%,0.53%,0.49%,0.55%,0.43%,0.40%,0.49%,-,-,Upgrade
Payout Ratio,47.70%,52.90%,81.80%,51.40%,29.30%,22.10%,32.10%,44.70%,45.70%,61.50%,80.00%,72.70%,320.00%,27.10%,57.70%,50.00%,68.20%,75.00%,40.00%,53.80%,50.00%,51.90%,-1200.00%,52.20%,52.20%,57.10%,80.00%,63.20%,100.00%,75.00%,109.10%,70.60%,54.50%,66.70%,80.00%,66.70%,66.70%,92.30%,35.30%,0.00%,0.00%,Upgrade
Buyback Yield / Dilution,3.17%,3.17%,1.01%,-1.61%,-2.43%,-2.39%,-1.60%,-1.58%,-1.66%,-2.81%,-3.97%,-7.53%,-10.87%,-10.25%,-9.69%,-6.57%,-3.55%,-4.03%,-3.13%,-2.47%,-2.23%,-1.28%,-0.87%,-0.94%,-0.96%,-1.17%,-1.55%,-2.19%,-2.71%,-2.90%,-2.31%,-3.86%,-3.97%,-3.29%,7.22%,-41.40%,32.50%,28.87%,21.67%,49.84%,-,Upgrade
Total Shareholder Return,6.92%,3.84%,1.66%,-0.86%,-1.72%,-1.82%,-0.93%,-0.85%,-0.94%,-2.06%,-3.20%,-6.51%,-10.04%,-9.14%,-8.93%,-5.80%,-2.87%,-3.36%,-2.47%,-1.83%,-1.69%,-0.71%,-0.41%,-0.43%,-0.40%,-0.61%,-0.98%,-1.55%,-2.09%,-2.29%,-1.68%,-3.17%,-3.44%,-2.76%,7.70%,-40.85%,32.93%,29.27%,22.16%,49.84%,-,Upgrade
