Metrics,Current,2023-03-31,2022-12-31,2022-09-30,2022-06-30,2022-03-31,2021-12-31,2021-09-30,2021-06-30,2021-03-31,2020-12-31,2020-09-30,2020-06-30,2020-03-31,2019-12-31,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,+62 Quarters
Market Capitalization,97,112,131,122,124,121,116,112,114,109,77,68,71,52,94,84,82,86,83,99,97,93,87,85,82,83,75,67,60,55,57,57,54,54,54,50,54,57,52,43,28,Upgrade
Market Cap Growth,-,-8.00%,13.49%,8.91%,8.75%,11.27%,50.18%,64.68%,60.16%,111.60%,-18.14%,-18.73%,-12.51%,-40.21%,13.17%,-15.48%,-15.89%,-7.44%,-4.65%,16.71%,18.46%,12.85%,16.47%,26.41%,37.22%,48.96%,30.83%,17.74%,10.15%,2.43%,6.23%,14.94%,-0.52%,-4.76%,4.27%,14.06%,91.11%,98.36%,157.20%,170.95%,90.21%,Upgrade
Enterprise Value,119,59,156,181,112,18,-3,15,92,140,121,129,134,77,76,72,70,86,101,101,124,101,98,89,86,89,70,55,43,37,32,38,51,24,45,38,55,68,64,33,27,Upgrade
PE Ratio,7.01,9.35,9.75,9.41,9.47,8.65,8.82,8.73,9.48,11.29,9.33,8.16,9.35,6.41,11.80,12.68,11.96,12.15,11.21,15.24,17.06,17.35,17.72,14.62,14.28,15.58,14.30,11.79,10.50,25.35,22.38,20.44,18.94,8.02,8.59,6.98,6.85,6.86,6.49,6.10,5.56,Upgrade
PS Ratio,1.87,2.23,2.62,2.53,2.60,2.56,2.50,2.46,2.58,2.64,1.96,1.74,1.88,1.35,2.47,2.31,2.26,2.40,2.29,2.70,2.68,2.60,2.49,2.50,2.46,2.57,2.38,2.13,1.92,1.73,1.77,1.76,1.67,1.70,1.68,1.70,1.84,1.93,1.82,1.41,1.00,Upgrade
PB Ratio,0.83,0.99,1.16,1.11,1.16,1.16,1.14,1.13,1.20,1.19,0.86,0.79,0.85,0.62,1.15,1.05,1.05,1.13,1.09,1.31,1.32,1.30,1.24,1.22,1.20,1.24,1.15,1.05,0.94,0.89,0.92,0.87,0.84,0.80,0.80,0.75,0.85,0.81,0.76,0.67,0.46,Upgrade
Debt / Equity Ratio,1.02,1.02,0.80,1.00,0.84,0.86,0.89,0.91,0.94,1.14,1.18,2.19,2.50,1.38,0.79,0.57,0.59,0.69,0.98,0.66,1.11,1.07,0.81,0.80,0.61,0.56,0.44,0.09,0.17,0.17,0.17,0.08,0.31,0.07,0.15,0.27,0.28,0.43,0.47,0.55,0.57,Upgrade
Dividend Yield,2.83%,0.64%,0.51%,0.55%,0.54%,0.51%,0.53%,0.55%,0.53%,0.47%,0.56%,0.56%,0.54%,0.91%,0.50%,0.56%,0.58%,0.50%,0.46%,0.44%,0.45%,0.37%,0.40%,0.41%,0.42%,0.36%,0.40%,0.44%,0.49%,0.46%,0.44%,0.45%,0.45%,0.31%,0.32%,0.34%,-,-,-,-,-,Upgrade
Payout Ratio,22.40%,28.60%,19.70%,18.80%,25.00%,15.20%,20.60%,16.70%,16.70%,16.70%,16.10%,13.20%,32.10%,28.90%,17.20%,22.00%,28.90%,27.80%,31.20%,17.20%,21.70%,18.20%,80.00%,21.10%,21.10%,20.60%,21.90%,19.40%,25.00%,18.80%,13.60%,16.70%,-10.30%,10.00%,8.00%,10.50%,0.00%,0.00%,0.00%,0.00%,0.00%,Upgrade
Buyback Yield / Dilution,-1.94%,-1.54%,-1.41%,-1.57%,-1.93%,-2.72%,-2.84%,-2.78%,-2.58%,-0.42%,0.38%,0.32%,0.75%,0.29%,-12.49%,2.21%,1.74%,0.94%,11.76%,-1.90%,-1.72%,-1.80%,-2.36%,-2.10%,-1.87%,-0.77%,0.06%,1.02%,-2.51%,0.40%,0.34%,-0.16%,3.43%,0.39%,-1.12%,-1.18%,-0.85%,-2.81%,-1.91%,-1.97%,-40.62%,Upgrade
Total Shareholder Return,0.99%,-0.89%,-0.90%,-1.02%,-1.39%,-2.21%,-2.31%,-2.23%,-2.04%,0.05%,0.94%,0.88%,1.28%,1.21%,-11.98%,2.78%,2.32%,1.44%,12.22%,-1.45%,-1.27%,-1.43%,-1.96%,-1.70%,-1.45%,-0.41%,0.45%,1.46%,-2.02%,0.86%,0.79%,0.28%,3.88%,0.70%,-0.81%,-0.84%,-0.85%,-2.81%,-1.91%,-1.97%,-40.62%,Upgrade
