Metrics,Current,2023-03-31,2022-12-31,2022-09-30,2022-06-30,2022-03-31,2021-12-31,2021-09-30,2021-06-30,2021-03-31,2020-12-31,2020-09-30,2020-06-30,2020-03-31,2019-12-31,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,+70 Quarters
Market Capitalization,"1,023","1,226","1,333","1,147","1,078","1,164","1,240","1,159","1,232","1,316",976,694,920,"1,078","1,380","1,253","1,287","1,368","1,325","1,518","1,513","1,397","1,393","1,384","1,254","1,208","1,363","1,012",853,897,"1,073","1,135","1,030",846,888,699,738,705,753,720,583,Upgrade
Market Cap Growth,-,5.37%,7.48%,-1.04%,-12.47%,-11.57%,27.02%,66.99%,33.88%,22.09%,-29.23%,-44.60%,-28.48%,-21.21%,4.16%,-17.43%,-14.98%,-2.03%,-4.87%,9.64%,20.65%,15.62%,2.17%,36.78%,47.00%,34.71%,27.04%,-10.82%,-17.12%,6.04%,20.79%,62.37%,39.43%,19.98%,18.01%,-2.95%,26.77%,27.87%,40.09%,41.34%,9.08%,Upgrade
Enterprise Value,"1,343","1,546","1,562","1,117",849,487,479,385,402,800,975,625,859,"1,485","1,598","1,578","1,588","1,626","1,773","2,057","2,112","1,946","1,958","2,054","1,879","1,820","1,995","1,554","1,418","1,352","1,554","1,506","1,324","1,037","1,164",909,885,725,886,762,603,Upgrade
PE Ratio,7.02,8.39,9.84,9.75,9.98,10.82,11.24,10.35,12.18,33.15,46.41,36.29,31.34,12.18,14.05,12.19,12.05,13.40,12.58,17.29,19.01,17.26,19.08,17.02,15.84,16.44,19.09,14.23,12.33,12.75,15.99,17.69,17.11,14.91,15.34,12.65,13.97,13.49,14.89,14.94,12.00,Upgrade
PS Ratio,2.67,3.20,3.65,3.36,3.30,3.60,3.82,3.56,3.94,5.72,4.70,3.36,4.43,3.84,4.85,4.56,4.65,5.14,4.93,5.62,5.66,5.10,5.21,5.37,4.98,5.01,5.68,4.25,3.64,3.78,4.70,5.20,4.96,4.29,4.61,3.68,3.96,3.85,4.13,4.03,3.23,Upgrade
PB Ratio,0.83,1.00,1.13,1.00,0.92,0.98,1.03,0.97,1.04,1.13,0.85,0.61,0.81,0.92,1.16,1.28,1.33,1.45,1.42,1.65,1.67,1.56,1.58,1.56,1.44,1.41,1.62,1.21,1.03,1.11,1.35,1.44,1.34,1.11,1.46,1.15,1.24,1.21,1.32,1.30,1.07,Upgrade
Debt / Equity Ratio,0.46,0.46,0.37,0.09,0.10,0.12,0.13,0.13,0.13,0.13,0.20,0.21,0.26,0.51,0.35,0.51,0.44,0.40,0.65,0.73,0.81,0.74,0.77,0.88,0.86,0.84,0.92,0.80,0.80,0.71,0.73,0.62,0.57,0.41,0.63,0.58,0.46,0.35,0.42,0.50,0.49,Upgrade
Dividend Yield,4.76%,1.02%,0.91%,1.02%,1.09%,0.98%,0.92%,0.95%,0.89%,0.84%,1.13%,1.58%,1.19%,1.02%,0.69%,0.74%,0.72%,0.68%,0.71%,0.58%,0.58%,0.55%,0.55%,0.51%,0.56%,0.58%,0.51%,0.66%,0.78%,0.74%,0.62%,0.55%,0.61%,0.63%,0.60%,0.72%,0.68%,0.68%,0.63%,0.62%,0.77%,Upgrade
Payout Ratio,32.80%,31.40%,29.80%,31.60%,40.50%,39.20%,51.80%,39.40%,38.40%,34.60%,45.20%,65.10%,-32.90%,82.40%,45.20%,34.20%,35.50%,40.30%,35.10%,28.10%,40.30%,29.30%,81.50%,30.80%,30.30%,38.50%,39.20%,32.20%,38.80%,41.30%,38.00%,33.30%,34.60%,43.90%,36.70%,34.70%,34.70%,34.00%,40.00%,36.60%,31.90%,Upgrade
Buyback Yield / Dilution,0.90%,0.90%,0.88%,0.50%,0.13%,-0.15%,-0.10%,-0.24%,-0.30%,0.43%,-14.79%,-14.41%,-14.31%,-14.00%,2.18%,2.00%,1.92%,1.01%,-0.08%,-0.08%,-0.06%,-0.16%,-0.19%,-0.18%,-0.23%,-0.29%,-0.29%,-0.30%,-0.30%,-16.83%,-16.83%,-16.83%,-17.09%,-0.20%,-0.20%,-0.20%,0.01%,-0.03%,-0.02%,-2.77%,-2.79%,Upgrade
Total Shareholder Return,5.66%,1.91%,1.79%,1.53%,1.22%,0.83%,0.82%,0.71%,0.59%,1.26%,-13.67%,-12.82%,-13.12%,-12.98%,2.87%,2.74%,2.64%,1.69%,0.64%,0.49%,0.52%,0.39%,0.36%,0.32%,0.33%,0.28%,0.22%,0.35%,0.48%,-16.09%,-16.22%,-16.28%,-16.49%,0.44%,0.41%,0.53%,0.70%,0.64%,0.62%,-2.15%,-2.03%,Upgrade
