Metrics,Current,2023-03-31,2022-12-31,2022-09-30,2022-06-30,2022-03-31,2021-12-31,2021-09-30,2021-06-30,2021-03-31,2020-12-31,2020-09-30,2020-06-30,2020-03-31,2019-12-31,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,+66 Quarters
Market Capitalization,"1,419","1,662","1,822","1,639","1,546","1,789","1,807","1,749","1,450","1,544",916,715,814,741,"1,278","1,095","1,118",933,868,"1,228","1,247","1,086","1,041",994,958,994,860,626,558,545,568,502,454,410,390,331,357,390,394,308,289,Upgrade
Market Cap Growth,-,-7.10%,0.86%,-6.28%,6.58%,15.91%,97.26%,144.73%,78.12%,108.23%,-28.35%,-34.76%,-27.19%,-20.51%,47.25%,-10.81%,-10.32%,-14.14%,-16.62%,23.60%,30.14%,9.32%,21.02%,58.84%,71.57%,82.16%,51.58%,24.53%,23.01%,33.09%,45.42%,51.95%,27.24%,5.21%,-0.83%,7.27%,23.46%,50.60%,67.65%,26.79%,47.85%,Upgrade
Enterprise Value,"1,596","1,839","2,103","1,238","1,025",235,337,850,922,"1,135",925,"1,007","1,140","1,123","1,736","1,637","1,670","1,256","1,080","1,750","1,714","1,450","1,430","1,394","1,375","1,286","1,043",881,782,819,910,701,671,559,725,565,612,624,505,563,649,Upgrade
PE Ratio,6.85,8.02,9.16,8.59,9.95,11.96,13.58,15.73,12.59,16.88,12.32,9.59,9.50,8.29,13.79,12.57,13.87,11.04,9.73,16.77,18.61,19.15,21.61,18.30,19.24,19.79,17.62,13.63,12.76,13.59,14.76,14.89,14.09,13.36,14.37,13.32,14.25,13.47,11.89,9.16,8.89,Upgrade
PS Ratio,2.52,2.96,3.42,3.22,3.28,3.99,4.36,4.69,4.27,5.23,3.54,2.89,3.13,2.69,4.54,4.12,4.56,4.06,3.88,5.58,5.74,5.14,5.17,5.24,5.41,5.93,5.35,4.01,3.69,3.79,4.04,3.72,3.37,3.09,3.04,2.59,2.79,2.89,2.80,2.23,2.11,Upgrade
PB Ratio,0.89,1.04,1.20,1.13,1.07,1.22,1.18,1.22,1.30,1.41,0.85,0.81,0.94,0.88,1.47,1.30,1.36,1.17,1.44,2.09,2.17,1.96,1.90,1.82,1.75,1.85,2.22,1.64,1.50,1.52,1.62,1.46,1.37,1.26,1.23,1.07,1.18,1.34,1.41,1.11,1.17,Upgrade
Debt / Equity Ratio,0.29,0.29,0.38,0.24,0.30,0.29,0.37,0.35,0.44,0.44,0.51,0.78,0.78,0.67,0.73,0.95,0.90,0.69,0.68,1.16,1.13,0.92,0.99,1.07,0.98,0.94,0.99,0.99,0.90,1.06,1.25,0.95,0.96,0.77,1.39,1.18,1.27,1.29,1.17,1.30,1.87,Upgrade
Dividend Yield,2.47%,0.56%,0.49%,0.52%,0.53%,0.44%,0.42%,0.42%,0.39%,0.36%,0.52%,0.66%,0.58%,0.64%,0.35%,0.39%,0.36%,0.34%,0.35%,0.23%,0.20%,0.23%,0.24%,0.26%,0.27%,0.26%,0.26%,0.35%,0.36%,0.33%,0.28%,0.28%,0.26%,0.25%,0.26%,0.31%,0.29%,0.26%,0.25%,0.31%,0.33%,Upgrade
Payout Ratio,16.90%,17.00%,15.20%,17.40%,18.50%,17.10%,14.50%,50.00%,14.60%,18.80%,17.50%,26.50%,32.10%,36.70%,15.50%,14.70%,21.70%,20.60%,12.70%,12.40%,11.50%,12.10%,33.30%,15.70%,21.60%,19.30%,16.20%,18.60%,16.10%,16.40%,15.10%,14.30%,13.60%,11.10%,16.80%,12.70%,14.40%,17.30%,30.60%,11.60%,8.50%,Upgrade
Buyback Yield / Dilution,1.43%,1.43%,2.99%,3.64%,-19.14%,-21.12%,-46.40%,-47.39%,-19.49%,-17.55%,1.17%,2.51%,2.68%,-16.12%,-14.93%,-16.12%,-16.31%,1.24%,-0.04%,1.33%,1.58%,1.16%,-15.26%,-17.21%,-17.28%,-16.17%,0.06%,-0.30%,-0.43%,-1.68%,-1.20%,-0.93%,-0.92%,-2.21%,-2.64%,-8.42%,-9.10%,-7.61%,-7.31%,-2.03%,-1.53%,Upgrade
Total Shareholder Return,3.91%,1.99%,3.48%,4.16%,-18.61%,-20.68%,-45.98%,-46.97%,-19.10%,-17.19%,1.68%,3.17%,3.25%,-15.47%,-14.58%,-15.72%,-15.95%,1.58%,0.31%,1.56%,1.78%,1.40%,-15.01%,-16.95%,-17.01%,-15.91%,0.32%,0.05%,-0.07%,-1.35%,-0.92%,-0.66%,-0.65%,-1.96%,-2.38%,-8.11%,-8.81%,-7.35%,-7.05%,-1.72%,-1.20%,Upgrade
