Metrics,Current,2023-03-31,2022-12-31,2022-09-30,2022-06-30,2022-03-31,2021-12-31,2021-09-30,2021-06-30,2021-03-31,2020-12-31,2020-09-30,2020-06-30,2020-03-31,2019-12-31,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-30,2014-09-30,2014-06-30,2014-03-31,2013-12-30,2013-09-30,2013-06-30,+50 Quarters
Market Capitalization,130,182,210,181,169,203,199,200,199,212,176,144,148,177,256,254,252,252,294,321,329,322,334,339,313,322,283,140,141,154,154,141,136,145,136,135,146,148,154,146,153,Upgrade
Market Cap Growth,-,-10.01%,5.53%,-9.11%,-15.11%,-4.25%,13.03%,38.20%,34.01%,19.47%,-31.24%,-43.16%,-41.02%,-29.61%,-13.09%,-20.94%,-23.57%,-21.96%,-11.85%,-5.14%,5.39%,0.06%,18.06%,141.51%,122.17%,109.27%,83.50%,-0.89%,3.69%,6.48%,13.13%,4.54%,-6.85%,-2.23%,-11.58%,-7.59%,-4.73%,-13.81%,-14.01%,-20.04%,-21.29%,Upgrade
Enterprise Value,256,309,242,197,147,161,118,74,118,122,146,124,309,373,472,449,452,438,535,539,587,561,616,609,602,582,510,341,342,248,422,407,429,427,444,446,415,434,431,428,477,Upgrade
PE Ratio,4.95,7.05,8.10,7.86,7.31,8.72,8.39,8.87,10.72,14.18,15.68,14.98,13.80,14.76,19.16,18.47,17.44,15.42,17.94,26.31,27.18,30.03,27.10,23.31,27.56,40.42,58.51,31.99,26.21,24.29,26.97,23.69,23.10,24.72,22.11,21.45,22.82,22.34,22.81,22.53,24.24,Upgrade
PS Ratio,1.41,1.98,2.28,2.07,1.93,2.32,2.29,2.34,2.53,2.94,2.67,2.35,2.40,2.79,3.94,3.88,3.81,3.71,4.37,4.76,4.85,4.86,5.02,5.24,5.49,6.57,6.62,3.82,3.85,4.21,4.37,4.04,3.96,4.27,4.01,3.97,4.20,4.22,4.37,4.14,4.35,Upgrade
PB Ratio,0.56,0.78,0.92,0.86,0.78,0.93,0.89,0.91,0.89,0.95,0.78,0.63,0.65,0.78,1.10,1.10,1.10,1.11,1.24,1.33,1.36,1.33,1.35,1.34,1.24,1.31,1.19,0.97,0.97,1.08,1.11,1.01,0.97,1.03,0.96,0.94,0.99,0.98,1.00,0.93,0.95,Upgrade
Debt / Equity Ratio,0.64,0.64,0.27,0.20,0.12,0.10,0.10,0.11,0.11,0.19,0.26,0.66,0.97,0.98,1.04,1.04,0.98,1.02,1.13,1.16,1.16,1.10,1.25,1.18,1.23,1.22,1.25,1.73,1.54,1.75,2.02,2.06,2.20,2.10,2.29,2.26,2.10,2.03,1.92,1.98,2.12,Upgrade
Dividend Yield,4.45%,0.83%,0.62%,0.72%,0.78%,0.66%,0.56%,0.57%,0.60%,0.58%,0.70%,0.86%,0.84%,0.72%,0.51%,0.51%,0.52%,0.54%,0.39%,0.36%,0.35%,0.37%,0.27%,0.27%,0.29%,0.28%,0.21%,0.37%,0.37%,0.34%,0.34%,0.37%,0.39%,0.37%,0.39%,0.79%,0.75%,0.76%,0.75%,0.80%,1.46%,Upgrade
Payout Ratio,21.20%,29.20%,14.60%,21.40%,24.00%,25.00%,17.90%,18.50%,20.80%,20.80%,25.00%,62.50%,62.50%,62.50%,38.50%,41.70%,38.50%,38.50%,28.60%,28.60%,22.20%,33.30%,-300.00%,23.10%,23.10%,17.60%,37.50%,75.00%,150.00%,27.30%,37.50%,33.30%,37.50%,37.50%,33.30%,75.00%,85.70%,66.70%,60.00%,75.00%,137.50%,Upgrade
Buyback Yield / Dilution,2.06%,2.06%,1.99%,3.98%,7.35%,9.66%,10.38%,8.94%,4.63%,4.19%,4.56%,3.94%,4.71%,5.65%,8.62%,10.26%,10.34%,8.33%,5.00%,4.24%,3.13%,0.86%,-50.90%,-73.89%,-73.72%,-72.67%,-14.29%,0.48%,1.04%,2.15%,2.18%,2.51%,4.31%,6.00%,8.56%,8.54%,9.70%,10.85%,15.89%,19.72%,19.40%,Upgrade
Total Shareholder Return,6.51%,2.89%,2.62%,4.70%,8.13%,10.32%,10.93%,9.51%,5.23%,4.77%,5.26%,4.81%,5.55%,6.38%,9.12%,10.77%,10.86%,8.87%,5.39%,4.60%,3.48%,1.23%,-50.63%,-73.63%,-73.43%,-72.39%,-14.08%,0.85%,1.41%,2.49%,2.51%,2.88%,4.70%,6.36%,8.95%,9.34%,10.46%,11.61%,16.64%,20.52%,20.86%,Upgrade
