Metrics,Current,2023-03-31,2022-12-31,2022-09-30,2022-06-30,2022-03-31,2021-12-31,2021-09-30,2021-06-30,2021-03-31,2020-12-31,2020-09-30,2020-06-30,2020-03-31,2019-12-31,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,+2 Quarters
Market Capitalization,110,138,213,199,226,197,190,230,238,215,176,139,159,140,238,237,239,231,237,257,264,246,210,212,202,157,133,110,112,107,128,113,111,124,100,96,-,-,-,-,-,Upgrade
Market Cap Growth,-,-29.70%,11.83%,-13.14%,-5.39%,-8.57%,8.39%,65.16%,50.28%,54.06%,-26.31%,-41.26%,-33.71%,-39.43%,0.70%,-7.94%,-9.40%,-6.21%,12.67%,20.96%,31.02%,56.67%,58.35%,93.60%,79.64%,46.51%,3.79%,-2.85%,1.21%,-13.79%,27.25%,17.47%,-,-,-,-,-,-,-,-,-,Upgrade
Enterprise Value,436,460,612,549,467,236,229,15,112,251,315,322,240,321,377,416,398,370,452,482,507,457,392,373,334,271,230,180,201,223,277,179,184,155,223,131,73,36,16,-,-,Upgrade
PE Ratio,3.81,4.70,5.96,5.91,13.70,15.45,23.80,40.96,11.89,11.55,12.65,10.96,12.32,10.33,14.16,14.04,14.74,15.26,17.40,20.47,24.83,28.14,25.62,27.36,26.27,20.25,16.84,14.66,15.36,15.06,18.08,14.81,15.37,19.22,18.62,26.97,-,-,-,-,-,Upgrade
PS Ratio,1.16,1.41,2.02,1.94,2.76,2.48,2.61,3.24,2.75,2.64,2.36,1.93,2.28,2.07,3.45,3.56,3.75,3.78,4.01,4.47,4.81,4.95,4.69,5.22,5.34,4.12,3.48,2.87,2.90,2.82,3.37,3.06,3.10,3.70,3.25,3.39,-,-,-,-,-,Upgrade
PB Ratio,0.52,0.63,0.99,0.97,1.03,0.84,0.79,0.97,0.95,0.87,0.72,0.59,0.67,0.60,0.99,1.12,1.16,1.14,1.30,1.44,1.49,1.42,1.22,1.39,1.34,1.06,1.18,0.97,1.00,0.96,1.17,1.05,1.04,1.18,0.97,0.94,-,-,-,-,-,Upgrade
Debt / Equity Ratio,1.62,1.62,2.04,1.88,1.33,0.56,0.56,0.58,0.56,0.55,0.72,0.98,0.90,0.94,0.76,0.99,1.08,1.04,1.28,1.40,1.57,1.34,1.23,1.37,1.11,0.95,1.12,1.02,1.12,1.23,1.56,0.80,0.92,0.49,1.37,0.53,1.53,0.90,0.80,-,-,Upgrade
Dividend Yield,3.38%,0.68%,0.44%,0.48%,0.41%,0.45%,0.43%,0.36%,0.35%,0.34%,0.79%,0.47%,0.41%,-,0.50%,0.23%,0.22%,-,0.38%,0.15%,0.13%,0.12%,0.12%,-,0.10%,0.09%,0.12%,-,0.07%,0.06%,0.05%,0.05%,0.05%,0.04%,0.10%,-,-,-,-,-,-,Upgrade
Payout Ratio,12.80%,25.00%,10.60%,12.80%,9.80%,8.70%,11.90%,-8.40%,14.80%,13.70%,31.00%,14.60%,15.40%,0.00%,36.40%,12.00%,10.60%,0.00%,27.10%,9.50%,9.00%,12.80%,12.50%,0.00%,10.00%,7.70%,8.80%,0.00%,3.60%,3.20%,4.50%,3.10%,3.20%,2.60%,4.70%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,Upgrade
Buyback Yield / Dilution,3.86%,3.86%,4.38%,3.89%,1.12%,1.57%,2.62%,3.84%,4.80%,4.26%,-6.93%,-9.06%,-9.04%,-7.72%,-4.06%,-3.86%,-5.04%,-6.76%,-9.49%,-8.58%,-8.51%,-32.73%,-22.54%,-23.31%,-20.65%,1.86%,2.05%,1.96%,-0.02%,-0.49%,-0.14%,-0.86%,-0.58%,-0.24%,-,-,-,-,-,-,-,Upgrade
Total Shareholder Return,7.24%,4.54%,4.82%,4.36%,1.53%,2.02%,3.06%,4.21%,5.15%,4.60%,-6.15%,-8.59%,-8.63%,-7.72%,-3.56%,-3.62%,-4.82%,-6.76%,-9.10%,-8.43%,-8.38%,-32.60%,-22.41%,-23.31%,-20.55%,1.95%,2.18%,1.96%,0.04%,-0.43%,-0.09%,-0.81%,-0.53%,-0.19%,0.10%,-,-,-,-,-,-,Upgrade
