Metrics,Current,2023-03-31,2022-12-31,2022-09-30,2022-06-30,2022-03-31,2021-12-31,2021-09-30,2021-06-30,2021-03-31,2020-12-31,2020-09-30,2020-06-30,2020-03-31,2019-12-31,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,+2 Quarters
Market Capitalization,270,291,303,258,305,350,359,317,307,312,280,201,212,145,281,286,283,292,261,286,298,255,276,303,245,253,223,200,198,190,172,174,190,186,173,199,214,211,226,226,236,Upgrade
Market Cap Growth,-,-16.80%,-15.46%,-18.67%,-0.49%,12.22%,28.31%,57.70%,45.03%,114.27%,-0.66%,-29.72%,-25.09%,-50.14%,7.70%,0.22%,-5.17%,14.41%,-5.15%,-5.63%,21.64%,0.96%,23.69%,51.27%,23.66%,32.95%,29.51%,14.71%,4.41%,2.10%,-0.61%,-12.15%,-11.47%,-11.73%,-23.53%,-12.22%,-9.10%,-11.02%,2.10%,-,-,Upgrade
Enterprise Value,673,694,720,670,711,798,814,681,649,623,649,470,444,409,553,496,478,431,404,455,495,419,419,443,390,425,376,347,345,356,333,322,348,354,347,290,330,256,240,179,244,Upgrade
PE Ratio,15.30,16.65,19.34,12.87,12.48,12.66,11.92,9.03,6.33,5.13,8.82,6.24,12.11,50.53,9.13,10.60,7.13,5.78,4.56,4.69,5.91,6.59,8.00,8.64,7.09,7.13,7.11,26.76,638.87,-91.83,-60.82,11.22,10.15,10.37,8.85,8.91,9.02,9.63,11.89,10.94,9.07,Upgrade
PS Ratio,2.89,3.11,3.47,3.22,3.97,4.71,4.97,4.50,4.47,4.79,4.53,3.23,3.33,2.22,4.20,4.32,4.42,4.66,4.13,4.72,5.12,4.41,5.03,5.58,4.43,4.68,4.14,3.82,3.95,3.86,3.65,3.78,4.34,4.59,4.61,5.65,5.79,5.62,6.02,5.03,5.35,Upgrade
PB Ratio,0.82,0.88,0.91,0.75,0.88,1.00,1.03,0.98,0.96,0.99,0.89,0.64,0.71,0.51,0.90,0.91,0.89,0.93,0.83,0.90,0.98,0.87,0.96,1.06,0.86,1.00,0.89,0.81,0.81,0.78,0.71,0.79,0.84,0.83,0.77,0.87,0.94,0.92,1.00,1.00,1.05,Upgrade
Debt / Equity Ratio,1.29,1.29,1.33,1.26,1.22,1.35,1.36,1.17,1.12,1.07,1.23,0.93,0.84,1.02,0.96,0.74,0.78,0.56,0.56,0.62,0.71,0.62,0.63,0.64,0.67,0.76,0.73,0.69,0.78,0.77,0.75,0.78,0.82,0.83,0.85,0.52,0.56,0.37,0.48,0.38,0.49,Upgrade
Dividend Yield,13.24%,3.39%,3.10%,3.20%,2.70%,2.35%,3.08%,2.33%,2.39%,2.34%,3.53%,3.63%,3.45%,5.01%,4.01%,2.55%,2.58%,2.50%,2.79%,2.55%,2.45%,2.86%,2.65%,2.41%,2.66%,2.57%,2.92%,3.25%,3.28%,3.42%,3.37%,3.05%,2.80%,2.86%,3.07%,2.68%,2.48%,2.52%,2.35%,2.35%,2.25%,Upgrade
Payout Ratio,202.60%,132.80%,-810.00%,208.80%,110.90%,142.00%,408.30%,88.70%,69.60%,88.70%,120.00%,33.50%,32.00%,-35.10%,131.00%,104.40%,86.60%,104.40%,147.90%,37.40%,38.20%,52.20%,86.60%,78.90%,91.00%,67.00%,71.00%,75.50%,80.70%,118.30%,-36.20%,355.00%,93.40%,110.90%,147.90%,114.50%,104.40%,82.60%,84.50%,88.70%,169.00%,Upgrade
Buyback Yield / Dilution,-0.23%,-0.23%,-2.99%,-11.47%,-12.67%,-12.84%,-9.84%,-1.49%,-0.39%,-0.03%,-,-,-,-,0.00%,-0.00%,-0.07%,-0.07%,-0.01%,-0.13%,-11.94%,-12.17%,-12.24%,-12.10%,-0.21%,-,-12.09%,-22.17%,-22.17%,-22.17%,-8.99%,-,-,-0.00%,-0.04%,-0.04%,-0.12%,-0.11%,-0.08%,-,-,Upgrade
Total Shareholder Return,13.02%,3.17%,0.11%,-8.27%,-9.97%,-10.49%,-6.76%,0.85%,1.99%,2.31%,3.53%,3.63%,3.45%,5.01%,4.01%,2.55%,2.51%,2.43%,2.78%,2.42%,-9.49%,-9.31%,-9.59%,-9.69%,2.45%,2.57%,-9.17%,-18.92%,-18.88%,-18.75%,-5.62%,3.05%,2.80%,2.86%,3.04%,2.64%,2.37%,2.41%,2.27%,2.35%,2.25%,Upgrade
