Metrics,Current,2023-03-31,2022-12-31,2022-09-30,2022-06-30,2022-03-31,2021-12-31,2021-09-30,2021-06-30,2021-03-31,2020-12-31,2020-09-30,2020-06-30,2020-03-31,2019-12-31,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,+70 Quarters
Market Capitalization,167,185,240,202,189,224,218,224,217,227,203,164,186,207,292,261,253,279,253,316,323,313,316,313,284,261,302,256,243,239,247,216,203,207,211,193,215,254,256,249,247,Upgrade
Market Cap Growth,-,-17.30%,9.86%,-9.88%,-13.10%,-1.23%,7.56%,36.29%,17.05%,9.58%,-30.43%,-36.91%,-26.72%,-25.74%,15.03%,-17.61%,-21.55%,-11.07%,-19.85%,1.11%,13.73%,19.97%,4.60%,22.21%,16.84%,9.41%,22.29%,18.29%,19.47%,15.14%,17.04%,12.17%,-5.24%,-18.24%,-17.59%,-22.65%,-13.06%,4.52%,13.89%,8.23%,18.10%,Upgrade
Enterprise Value,112,131,168,111,81,104,79,93,53,79,69,85,99,123,204,113,178,212,197,311,280,226,252,242,182,162,208,164,153,100,104,114,108,107,96,92,93,130,145,173,170,Upgrade
PE Ratio,6.61,7.24,9.24,9.23,8.80,10.93,10.71,11.16,11.75,13.45,12.62,10.34,11.61,12.18,16.69,15.10,14.68,16.11,15.69,21.55,22.72,22.82,22.44,21.61,19.56,17.64,20.23,17.03,15.78,15.26,15.61,13.18,12.34,12.59,12.49,11.09,12.16,14.11,14.41,13.97,14.00,Upgrade
PS Ratio,2.82,3.12,4.08,3.81,3.63,4.40,4.30,4.49,4.56,5.02,4.60,3.73,4.18,4.50,6.28,5.69,5.53,6.10,5.51,6.80,7.00,6.89,7.09,7.70,6.93,6.27,7.16,5.70,5.35,5.19,5.35,4.61,4.35,4.47,4.54,4.09,4.52,5.29,5.41,5.28,5.27,Upgrade
PB Ratio,1.27,1.41,1.95,1.80,1.39,1.39,1.14,1.17,1.14,1.20,1.01,0.81,0.95,1.08,1.59,1.39,1.38,1.54,1.33,1.68,1.74,1.69,1.71,1.67,1.54,1.43,1.70,1.39,1.35,1.33,1.44,1.24,1.21,1.20,1.27,1.19,1.37,1.65,1.76,1.71,1.70,Upgrade
Debt / Equity Ratio,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.01,0.01,0.01,-,0.19,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade
Dividend Yield,8.82%,3.18%,1.94%,-,2.29%,-,2.06%,-,2.00%,-,2.30%,-,2.34%,-,1.60%,-,1.72%,-,1.73%,-,1.25%,-,1.34%,-,1.37%,-,1.40%,-,1.58%,-,1.72%,-,1.81%,-,1.91%,-,1.78%,-,1.57%,-,1.52%,Upgrade
Payout Ratio,58.30%,129.90%,50.00%,0.00%,77.40%,0.00%,86.00%,0.00%,93.30%,0.00%,93.50%,0.00%,145.70%,0.00%,98.60%,0.00%,108.10%,0.00%,96.90%,0.00%,100.00%,0.00%,135.60%,0.00%,109.80%,0.00%,122.00%,0.00%,98.20%,0.00%,117.30%,0.00%,89.80%,0.00%,96.70%,0.00%,93.20%,0.00%,87.90%,0.00%,84.40%,Upgrade
Buyback Yield / Dilution,2.61%,2.61%,2.30%,2.71%,3.36%,5.63%,6.04%,5.38%,4.26%,1.26%,0.16%,0.16%,0.10%,5.12%,6.73%,6.58%,6.63%,1.70%,-,-,-,-,-,-,-,-,-0.03%,0.02%,-0.04%,-0.04%,-0.08%,-0.03%,0.08%,0.13%,-0.04%,0.23%,0.11%,0.07%,-,-0.14%,-0.16%,Upgrade
Total Shareholder Return,11.42%,5.78%,4.23%,2.71%,5.65%,5.63%,8.10%,5.38%,6.26%,1.26%,2.46%,0.16%,2.45%,5.12%,8.33%,6.58%,8.35%,1.70%,1.73%,-,1.25%,-,1.34%,-,1.37%,-,1.38%,0.02%,1.53%,-0.04%,1.64%,-0.03%,1.89%,0.13%,1.87%,0.23%,1.89%,0.07%,1.57%,-0.14%,1.37%,Upgrade
