Metrics,Current,2023-03-31,2022-12-31,2022-09-30,2022-06-30,2022-03-31,2021-12-31,2021-09-30,2021-06-30,2021-03-31,2020-12-31,2020-09-30,2020-06-30,2020-03-31,2019-12-31,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,+60 Quarters
Market Capitalization,48,52,67,65,67,69,66,66,67,69,53,48,53,45,72,72,73,71,72,78,74,73,76,74,77,71,70,63,57,56,60,61,63,56,59,62,65,72,57,59,53,Upgrade
Market Cap Growth,-,-24.32%,2.27%,-1.98%,0.49%,-0.27%,23.49%,38.37%,27.73%,55.04%,-25.82%,-33.40%,-27.86%,-36.90%,0.65%,-7.14%,-1.53%,-2.32%,-5.69%,5.03%,-4.57%,2.29%,8.43%,17.63%,35.76%,25.64%,15.83%,2.61%,-9.11%,0.43%,2.65%,-1.42%,-4.00%,-22.31%,3.36%,4.82%,24.53%,20.54%,-1.80%,3.31%,-4.10%,Upgrade
Enterprise Value,126,129,183,121,102,105,98,104,79,112,136,111,100,120,150,130,158,145,145,170,186,145,157,143,155,140,115,109,123,142,129,143,159,110,120,115,103,96,106,96,90,Upgrade
PE Ratio,7.47,7.99,9.05,7.78,8.78,9.33,9.32,11.22,12.07,13.15,11.61,10.48,10.13,8.04,11.94,9.88,9.18,8.99,9.21,16.00,18.18,19.54,23.03,13.57,15.65,14.39,30.48,25.44,17.93,17.69,10.44,11.84,17.00,17.28,20.91,15.88,13.72,14.89,11.42,15.26,13.97,Upgrade
PS Ratio,0.86,0.93,1.18,1.12,1.19,1.23,1.18,1.23,1.26,1.34,1.06,0.98,1.07,0.91,1.46,1.42,1.43,1.40,1.42,1.55,1.48,1.46,1.54,1.51,1.60,1.48,1.56,1.40,1.25,1.23,1.22,1.24,1.29,1.16,1.23,1.25,1.32,1.46,1.15,1.24,1.11,Upgrade
PB Ratio,0.46,0.49,0.64,0.64,0.63,0.61,0.57,0.58,0.60,0.66,0.51,0.46,0.51,0.44,0.73,0.70,0.72,0.72,0.73,0.80,0.76,0.76,0.80,0.76,0.81,0.74,0.73,0.63,0.57,0.58,0.51,0.51,0.54,0.48,0.51,0.53,0.56,0.63,0.50,0.54,0.48,Upgrade
Debt / Equity Ratio,0.94,0.94,1.30,0.83,0.60,0.60,0.62,0.65,0.65,0.75,1.09,1.01,0.92,0.98,1.02,0.89,1.11,1.05,1.10,1.28,1.52,1.08,1.22,1.01,1.12,1.05,0.82,0.77,0.94,1.12,0.98,0.96,1.04,0.72,0.82,0.66,0.57,0.47,0.70,0.59,0.58,Upgrade
Dividend Yield,4.17%,0.98%,0.76%,0.79%,0.76%,0.62%,0.65%,0.65%,0.64%,0.62%,0.80%,0.89%,0.81%,0.96%,0.60%,0.60%,0.60%,0.50%,0.50%,0.47%,0.49%,0.38%,0.36%,0.38%,0.36%,0.40%,0.41%,0.45%,0.33%,0.33%,0.31%,0.31%,0.30%,0.34%,0.32%,0.30%,0.29%,0.26%,0.33%,0.32%,0.36%,Upgrade
Payout Ratio,30.80%,33.30%,50.00%,25.00%,25.00%,17.90%,25.00%,31.20%,25.00%,20.80%,62.50%,41.70%,31.20%,31.20%,62.50%,25.00%,25.00%,18.20%,18.20%,15.40%,20.00%,15.00%,-30.00%,18.80%,21.40%,21.40%,25.00%,25.00%,14.30%,-14.30%,14.30%,11.10%,14.30%,14.30%,25.00%,50.00%,20.00%,20.00%,11.10%,16.70%,20.00%,Upgrade
Buyback Yield / Dilution,-0.05%,-0.05%,-0.19%,-0.18%,-0.11%,-0.26%,-0.30%,-0.30%,-0.44%,-0.01%,0.73%,1.72%,2.87%,3.20%,3.42%,3.75%,3.20%,2.84%,2.92%,2.41%,2.99%,3.92%,3.40%,2.51%,1.31%,-0.20%,-0.16%,-0.03%,-0.04%,0.13%,-0.34%,-0.23%,-0.03%,-0.03%,-0.03%,-0.16%,1.00%,1.83%,2.06%,2.44%,2.67%,Upgrade
Total Shareholder Return,4.17%,0.93%,0.58%,0.61%,0.66%,0.36%,0.35%,0.34%,0.20%,0.61%,1.53%,2.61%,3.68%,4.16%,4.02%,4.35%,3.80%,3.34%,3.42%,2.87%,3.48%,4.29%,3.77%,2.89%,1.68%,0.20%,0.24%,0.42%,0.30%,0.47%,-0.03%,0.08%,0.28%,0.31%,0.29%,0.15%,1.29%,2.09%,2.40%,2.76%,3.03%,Upgrade
