Metrics,Current,2023-03-31,2022-12-31,2022-09-30,2022-06-30,2022-03-31,2021-12-31,2021-09-30,2021-06-30,2021-03-31,2020-12-31,2020-09-30,2020-06-30,2020-03-31,2019-12-31,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,+67 Quarters
Market Capitalization,"3,815","4,552","4,907","5,963","5,605","6,292","7,243","6,541","6,990","6,647","5,141","3,964","4,104","3,817","4,768","4,527","4,178","3,918","3,907","3,999","3,442","3,129","2,983","2,991","2,923","2,652","2,986","2,407","2,166","1,953","1,990","2,040","2,222","1,773","1,914","1,780","2,009","1,977","2,114","1,881","1,755",Upgrade
Market Cap Growth,-,-27.65%,-32.26%,-8.85%,-19.83%,-5.35%,40.89%,65.01%,70.34%,74.14%,7.82%,-12.42%,-1.78%,-2.59%,22.05%,13.18%,21.39%,25.24%,30.95%,33.71%,17.76%,17.99%,-0.09%,24.25%,34.95%,35.77%,50.02%,18.03%,-2.52%,10.18%,3.98%,14.58%,10.60%,-10.35%,-9.45%,-5.38%,14.46%,29.14%,72.10%,65.85%,61.33%,Upgrade
Enterprise Value,"4,002","4,739","5,219","6,371","5,907","6,453","7,386","6,629","6,696","6,112","4,842","4,233","4,168","4,407","4,867","4,696","4,232","3,913","4,125","4,179","3,611","3,301","2,941","2,996","3,080","2,788","3,174","2,632","2,515","2,310","2,330","2,396","2,664","1,999","2,011","1,864","2,182","2,163","2,334","2,086","1,987",Upgrade
PE Ratio,16.03,19.70,20.93,25.80,24.29,27.76,31.83,28.36,31.12,29.98,25.45,21.43,23.43,23.31,28.93,27.97,26.31,25.38,25.94,26.96,25.00,24.39,24.79,26.97,27.29,25.09,28.50,23.30,20.91,19.13,19.83,20.86,23.31,19.43,21.38,20.18,23.82,23.93,26.81,24.77,23.04,Upgrade
PS Ratio,7.46,8.90,9.52,11.58,10.83,12.25,14.10,12.57,13.83,13.40,10.93,9.06,9.78,9.51,12.09,11.72,10.99,10.50,10.59,11.19,9.98,9.39,9.29,9.47,9.48,8.73,9.90,8.06,7.28,6.73,7.08,7.43,8.35,6.81,7.46,7.08,8.12,8.23,9.17,8.46,8.17,Upgrade
PB Ratio,2.78,3.32,3.88,5.26,4.22,4.23,4.12,3.77,4.06,3.99,3.06,2.45,2.59,2.50,3.89,3.76,3.59,3.54,3.71,4.02,3.49,3.23,3.23,3.30,3.29,3.09,3.56,2.77,2.50,2.33,2.47,2.58,3.17,2.51,2.81,2.70,3.14,3.21,3.60,3.31,3.05,Upgrade
Debt / Equity Ratio,0.46,0.46,0.51,0.68,0.58,0.51,0.38,0.37,0.32,0.33,0.26,0.31,0.28,0.56,0.31,0.33,0.31,0.35,0.44,0.38,0.46,0.38,0.36,0.39,0.43,0.42,0.53,0.59,0.64,0.63,0.76,0.63,0.89,0.57,0.54,0.52,0.68,0.62,0.79,0.82,0.75,Upgrade
Dividend Yield,2.63%,0.53%,0.49%,0.41%,0.43%,0.34%,0.30%,0.33%,0.31%,0.28%,0.36%,0.47%,0.45%,0.45%,0.34%,0.36%,0.39%,0.36%,0.36%,0.36%,0.41%,0.41%,0.42%,0.42%,0.43%,0.45%,0.40%,0.49%,0.55%,0.54%,0.53%,0.50%,0.46%,0.51%,0.47%,0.50%,0.45%,0.42%,0.39%,0.44%,0.47%,Upgrade
Payout Ratio,42.00%,45.90%,41.50%,40.50%,40.50%,38.50%,38.50%,36.60%,37.50%,32.50%,31.70%,35.10%,34.20%,46.20%,38.70%,37.50%,38.70%,37.50%,37.50%,35.00%,37.50%,36.50%,34.50%,43.20%,44.20%,45.00%,43.90%,46.20%,43.90%,41.00%,41.00%,40.00%,41.00%,37.80%,40.00%,37.80%,42.40%,37.10%,39.40%,41.90%,41.90%,Upgrade
Buyback Yield / Dilution,-0.07%,-0.07%,-0.12%,-0.13%,-0.30%,-0.25%,-0.25%,-0.23%,-0.16%,-0.02%,-4.62%,-4.58%,-4.68%,-4.86%,-0.30%,-0.35%,-0.34%,-0.36%,-2.26%,-2.27%,-2.26%,-2.19%,-0.25%,-0.17%,-0.11%,-0.15%,-0.13%,-2.93%,-2.98%,-2.96%,-2.98%,-0.19%,-0.16%,-0.20%,-0.17%,-0.18%,-1.54%,-1.57%,-1.55%,-1.54%,-0.17%,Upgrade
Total Shareholder Return,2.57%,0.47%,0.38%,0.28%,0.13%,0.09%,0.04%,0.10%,0.14%,0.26%,-4.26%,-4.12%,-4.23%,-4.41%,0.05%,0.01%,0.05%,0.01%,-1.89%,-1.91%,-1.84%,-1.78%,0.18%,0.25%,0.32%,0.30%,0.26%,-2.44%,-2.44%,-2.42%,-2.45%,0.31%,0.30%,0.30%,0.30%,0.32%,-1.10%,-1.15%,-1.16%,-1.10%,0.29%,Upgrade
