Metrics,Current,2023-03-31,2022-12-31,2022-09-30,2022-06-30,2022-03-31,2021-12-31,2021-09-30,2021-06-30,2021-03-31,2020-12-31,2020-09-30,2020-06-30,2020-03-31,2019-12-31,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,+66 Quarters
Market Capitalization,"7,675","7,727","7,861","6,646","7,415","8,330","8,498","8,366","8,850","8,744","8,308","7,431","8,133","6,950","9,839","8,949","8,556","8,030","7,186","9,582","9,883","11,782","11,316","9,654","8,535","8,029","7,898","7,358","7,793","7,045","8,627","8,001","8,146","7,356","6,696","6,066","5,543","5,697","5,925","5,309","4,901",Upgrade
Market Cap Growth,-,-7.24%,-7.50%,-20.56%,-16.21%,-4.74%,2.28%,12.59%,8.81%,25.82%,-15.55%,-16.97%,-4.94%,-13.45%,36.92%,-6.61%,-13.43%,-31.84%,-36.50%,-0.75%,15.79%,46.74%,43.29%,31.20%,9.52%,13.96%,-8.46%,-8.03%,-4.33%,-4.22%,28.84%,31.89%,46.95%,29.12%,13.01%,14.26%,13.10%,14.37%,46.83%,42.69%,40.39%,Upgrade
Enterprise Value,"6,801","6,888","7,004","5,852","6,645","7,457","7,717","7,580","8,085","7,969","7,529","6,667","7,380","6,214","9,008","8,191","7,886","7,374","6,397","8,808","9,157","11,028","10,577","8,984","7,850","7,343","7,177","6,708","7,172","6,380","7,921","7,326","7,493","6,685","6,002","5,462","4,985","5,124","5,320","4,756","4,388",Upgrade
PE Ratio,19.90,19.70,16.53,13.07,12.68,13.71,15.55,15.87,17.69,18.70,18.58,16.51,17.26,13.99,19.62,18.31,17.65,16.73,14.21,18.72,20.36,25.87,27.98,26.03,23.99,23.27,23.66,22.53,24.41,21.71,26.01,24.44,24.54,22.39,21.01,19.75,19.09,19.57,20.57,19.02,18.66,Upgrade
PS Ratio,4.07,4.11,3.95,3.26,3.62,4.08,4.43,4.50,4.92,5.07,4.93,4.47,4.92,4.18,5.96,5.48,5.27,4.96,4.42,5.89,6.16,7.49,7.41,6.49,5.86,5.63,5.64,5.38,5.78,5.25,6.47,6.05,6.23,5.71,5.29,4.88,4.62,4.93,5.26,4.88,4.63,Upgrade
PB Ratio,3.79,3.84,4.02,3.44,3.86,4.22,4.57,4.55,4.90,4.78,4.78,4.30,4.76,4.01,5.66,5.25,5.24,4.91,4.51,5.88,6.21,7.30,7.66,6.74,6.22,5.89,6.06,5.60,6.05,5.42,6.69,6.11,6.24,5.73,5.37,4.87,4.61,4.73,5.13,4.55,4.35,Upgrade
Debt / Equity Ratio,0.01,0.01,0.01,0.02,0.02,0.03,0.04,0.02,0.02,0.02,0.02,0.02,0.03,0.03,0.03,0.03,0.03,0.03,-,-,-,0.01,0.02,0.03,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade
Current Ratio,5.25,5.25,3.65,4.43,5.43,5.19,3.95,5.41,5.63,6.14,4.10,5.09,5.22,5.94,4.45,5.74,5.78,5.86,4.03,5.38,5.46,6.43,4.14,5.52,5.75,5.77,4.16,5.40,6.16,5.66,4.47,5.98,6.52,5.78,4.35,5.58,5.56,5.48,4.07,5.51,5.74,Upgrade
Dividend Yield,1.44%,-,0.74%,-,0.74%,-,0.67%,-,0.60%,-,0.65%,-,0.64%,-,0.55%,-,0.60%,-,0.73%,-,0.49%,-,0.43%,-,0.53%,-,0.58%,-,0.55%,-,0.51%,-,0.50%,-,0.61%,-,0.68%,-,0.65%,-,0.72%,Upgrade
Payout Ratio,28.50%,0.00%,51.80%,0.00%,48.80%,0.00%,38.50%,0.00%,39.40%,0.00%,42.50%,0.00%,50.70%,0.00%,40.70%,0.00%,39.80%,0.00%,44.00%,0.00%,39.00%,0.00%,38.50%,0.00%,48.30%,0.00%,50.00%,0.00%,52.00%,0.00%,53.10%,0.00%,46.20%,0.00%,52.20%,0.00%,44.90%,0.00%,56.40%,0.00%,41.70%,Upgrade
Buyback Yield / Dilution,3.15%,3.15%,3.88%,4.27%,4.43%,3.85%,3.31%,3.71%,3.60%,4.63%,4.90%,4.10%,3.59%,2.67%,3.21%,3.91%,4.35%,4.21%,2.88%,0.40%,-0.32%,-0.42%,-0.56%,1.69%,2.05%,2.05%,3.50%,3.15%,2.87%,2.67%,0.41%,2.11%,1.35%,1.80%,3.21%,1.78%,2.13%,1.24%,-0.13%,-0.38%,-0.08%,Upgrade
Total Shareholder Return,4.60%,3.15%,4.63%,4.27%,5.18%,3.85%,3.97%,3.71%,4.20%,4.63%,5.55%,4.10%,4.23%,2.67%,3.76%,3.91%,4.95%,4.21%,3.61%,0.40%,0.17%,-0.42%,-0.13%,1.69%,2.58%,2.05%,4.08%,3.15%,3.42%,2.67%,0.92%,2.11%,1.85%,1.80%,3.81%,1.78%,2.82%,1.24%,0.52%,-0.38%,0.64%,Upgrade
