Metrics,Current,2023-03-31,2022-12-31,2022-09-30,2022-06-30,2022-03-31,2021-12-31,2021-09-30,2021-06-30,2021-03-31,2020-12-31,2020-09-30,2020-06-30,2020-03-31,2019-12-31,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,+70 Quarters
Market Capitalization,"22,497","26,074","28,464","22,355","22,633","31,892","34,004","29,102","28,614","29,554","25,677","20,907","22,367","18,876","28,763","22,053","20,920","24,920","23,937","30,649","34,016","36,666","36,197","35,728","33,760","30,406","29,979","27,157","21,349","23,409","26,775","27,429","31,699","30,315","32,773","31,175","28,950","30,020","32,218","29,323","29,740",Upgrade
Market Cap Growth,-,-18.24%,-16.29%,-23.18%,-20.90%,7.91%,32.43%,39.20%,27.93%,56.57%,-10.73%,-5.20%,6.92%,-24.25%,20.16%,-28.05%,-38.50%,-32.04%,-33.87%,-14.21%,0.76%,20.59%,20.74%,31.56%,58.13%,29.89%,11.97%,-0.99%,-32.65%,-22.78%,-18.30%,-12.02%,9.50%,0.98%,1.72%,6.32%,-2.66%,11.20%,47.45%,45.86%,36.36%,Upgrade
Enterprise Value,"-49,343","-45,551","-58,829","-61,234","-57,688","-56,877","-60,807","-68,893","-75,027","-67,287","-73,545","-32,968","-40,244","-82,380","-29,054","-24,011","-27,214","-19,864","-37,048","-24,080","-31,658","-31,268","-17,531","-12,331","-15,955","-22,718","-24,855","-37,812","-40,507","-29,105","-32,020","-21,021","-63,279","-32,537","-39,236","-37,192","-53,142","-27,368","-13,808","9,413",848,Upgrade
PE Ratio,9.34,10.02,10.70,8.51,8.54,11.96,13.22,12.09,12.82,13.64,11.38,9.29,9.89,8.83,14.32,11.53,9.99,11.06,9.96,13.21,15.17,17.22,18.36,16.12,16.12,14.51,15.23,13.87,10.73,13.05,14.49,15.59,17.99,15.35,16.74,15.91,14.86,15.66,15.98,14.48,13.85,Upgrade
PS Ratio,1.83,2.14,2.34,1.86,1.87,2.62,2.83,2.45,2.45,2.55,2.19,1.77,1.87,1.59,2.45,1.88,1.77,2.08,1.97,2.54,2.86,3.15,3.21,3.29,3.18,2.93,2.94,2.66,2.09,2.29,2.58,2.63,3.05,2.92,3.19,3.08,2.91,3.03,3.27,2.97,3.04,Upgrade
PB Ratio,0.90,1.05,1.13,0.87,0.88,1.22,1.24,1.07,1.14,1.18,0.98,0.82,0.90,0.79,1.18,0.88,0.82,1.00,0.97,1.25,1.51,1.64,1.62,1.59,1.53,1.43,1.41,1.23,0.97,1.09,1.27,1.28,1.47,1.46,1.54,1.47,1.33,1.41,1.58,1.44,1.48,Upgrade
Debt / Equity Ratio,0.81,0.81,0.73,0.72,0.56,0.69,0.55,0.52,0.57,0.61,0.81,1.05,1.26,2.15,0.59,0.79,0.71,0.54,0.62,0.53,0.65,0.63,0.70,0.75,0.77,0.78,0.82,0.80,0.81,0.76,0.84,1.10,1.16,1.14,1.10,1.07,1.04,1.05,1.05,1.11,1.06,Upgrade
Dividend Yield,3.66%,0.83%,0.81%,1.05%,0.94%,0.66%,0.62%,0.69%,0.64%,0.63%,0.72%,0.89%,0.83%,0.99%,0.66%,0.87%,0.85%,0.72%,0.75%,0.58%,0.46%,0.43%,0.44%,0.44%,0.43%,0.48%,0.49%,0.55%,0.64%,0.59%,0.52%,0.51%,0.45%,0.41%,0.39%,0.41%,0.45%,0.38%,0.36%,0.40%,0.40%,Upgrade
Payout Ratio,34.00%,40.90%,32.60%,34.60%,29.40%,35.80%,31.50%,28.60%,24.60%,37.40%,36.90%,35.40%,27.70%,31.70%,38.20%,36.10%,32.60%,39.20%,46.10%,24.90%,22.00%,25.60%,49.40%,24.90%,24.40%,32.50%,26.20%,29.00%,23.00%,42.50%,25.20%,25.60%,35.80%,33.30%,27.30%,23.40%,21.30%,31.30%,24.50%,21.70%,20.60%,Upgrade
Buyback Yield / Dilution,7.14%,7.14%,2.12%,-5.35%,-5.84%,-4.60%,-3.97%,1.03%,1.36%,0.64%,2.21%,3.62%,5.61%,6.21%,4.73%,2.32%,-1.93%,-2.44%,-2.18%,-0.23%,2.76%,3.57%,3.50%,3.74%,4.50%,4.26%,4.45%,4.60%,4.29%,3.61%,4.07%,4.09%,4.27%,4.57%,4.70%,4.96%,5.58%,5.17%,4.63%,5.80%,5.62%,Upgrade
Total Shareholder Return,10.83%,7.98%,2.92%,-4.30%,-4.91%,-3.93%,-3.35%,1.72%,1.99%,1.27%,2.93%,4.51%,6.43%,7.20%,5.39%,3.19%,-1.09%,-1.72%,-1.43%,0.35%,3.22%,4.00%,3.93%,4.18%,4.92%,4.74%,4.94%,5.15%,4.92%,4.20%,4.58%,4.60%,4.72%,4.99%,5.09%,5.37%,6.03%,5.55%,4.99%,6.20%,6.03%,Upgrade
