Metrics,Current,2023-03-31,2022-12-31,2022-09-30,2022-06-30,2022-03-31,2021-12-31,2021-09-30,2021-06-30,2021-03-31,2020-12-31,2020-09-30,2020-06-30,2020-03-31,2019-12-31,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,+69 Quarters
Market Capitalization,366,423,423,471,421,444,464,399,402,355,278,215,222,224,353,335,325,287,305,335,351,315,323,313,240,265,263,185,175,179,177,154,140,140,141,132,118,114,110,88,84,Upgrade
Market Cap Growth,-,-4.80%,-8.78%,17.95%,4.88%,25.19%,67.04%,85.53%,81.08%,58.77%,-21.36%,-35.80%,-31.70%,-22.14%,15.75%,-0.02%,-7.44%,-8.87%,-5.57%,6.96%,46.00%,19.07%,22.75%,69.30%,37.33%,48.11%,48.26%,20.37%,25.13%,27.75%,26.19%,16.31%,18.33%,22.20%,28.20%,50.87%,41.37%,33.87%,50.23%,10.69%,19.64%,Upgrade
Enterprise Value,318,375,452,669,391,257,330,349,350,195,206,273,252,308,444,424,356,316,443,451,420,355,369,397,281,327,377,333,304,255,248,255,228,224,200,252,222,183,201,167,129,Upgrade
PE Ratio,8.22,11.51,9.68,10.70,8.93,9.30,9.30,8.00,8.51,8.79,8.16,7.25,8.05,7.93,11.69,11.20,11.24,10.64,12.13,14.66,16.77,16.58,18.25,18.77,15.45,17.05,17.67,12.44,11.85,12.24,12.16,11.15,10.39,11.05,12.19,12.46,11.96,11.86,11.10,8.91,8.60,Upgrade
PS Ratio,2.92,3.37,3.41,3.87,3.42,3.68,3.85,3.38,3.53,3.33,2.82,2.32,2.50,2.64,4.06,3.89,3.87,3.56,3.93,4.52,4.89,4.45,4.84,4.97,4.01,4.61,4.73,3.36,3.23,3.32,3.30,2.90,2.69,2.87,3.10,3.18,3.15,3.24,3.27,2.76,2.65,Upgrade
PB Ratio,0.84,0.97,1.25,1.44,1.31,1.37,1.54,1.36,1.42,1.30,1.04,0.83,0.86,0.90,1.42,1.38,1.36,1.24,1.36,1.63,1.75,1.60,1.79,1.77,1.39,1.98,2.02,1.44,1.39,1.46,1.49,1.13,1.05,1.05,1.08,1.05,1.06,1.07,1.05,0.85,0.82,Upgrade
Debt / Equity Ratio,0.16,0.16,0.25,0.76,0.19,0.20,0.17,0.21,0.26,0.29,0.29,0.39,0.33,0.57,0.53,0.50,0.28,0.26,0.80,0.68,0.49,0.37,0.45,0.62,0.41,0.63,1.11,1.32,1.21,0.78,0.81,0.89,0.81,0.81,0.76,1.17,1.09,0.82,1.07,0.88,0.58,Upgrade
Dividend Yield,2.60%,0.56%,0.46%,0.41%,0.44%,0.40%,0.38%,0.45%,0.36%,0.41%,0.49%,0.64%,0.62%,0.62%,0.39%,0.41%,0.37%,0.42%,0.38%,0.35%,0.28%,0.30%,0.29%,0.30%,0.31%,0.28%,0.28%,0.40%,0.38%,0.37%,0.38%,0.43%,0.45%,0.45%,0.45%,0.47%,0.45%,0.46%,0.48%,0.60%,0.58%,Upgrade
Payout Ratio,21.10%,95.50%,16.70%,20.20%,14.20%,19.40%,14.80%,14.00%,10.50%,12.60%,11.30%,13.80%,19.70%,27.30%,17.90%,17.60%,16.00%,17.10%,15.90%,17.10%,17.50%,18.30%,18.30%,19.30%,20.40%,18.90%,17.90%,20.00%,18.00%,20.00%,16.10%,18.80%,17.70%,18.90%,18.50%,18.50%,20.00%,24.20%,21.30%,21.10%,19.70%,Upgrade
Buyback Yield / Dilution,-27.11%,-27.11%,-3.84%,-3.76%,-4.19%,1.20%,2.53%,2.54%,2.13%,2.25%,0.90%,0.82%,2.10%,1.20%,-2.29%,-2.28%,-3.69%,-8.29%,-4.71%,-4.72%,-20.71%,-15.55%,-15.53%,-15.52%,-0.17%,-0.16%,-0.16%,-0.16%,-0.24%,-0.36%,-0.24%,-0.71%,-12.02%,-11.90%,-12.33%,-11.85%,-1.68%,-1.68%,-1.37%,-0.20%,-0.20%,Upgrade
Total Shareholder Return,-24.51%,-26.55%,-3.38%,-3.35%,-3.75%,1.60%,2.92%,2.99%,2.48%,2.66%,1.39%,1.45%,2.72%,1.81%,-1.90%,-1.87%,-3.32%,-7.86%,-4.32%,-4.37%,-20.42%,-15.25%,-15.24%,-15.22%,0.14%,0.13%,0.13%,0.24%,0.14%,0.01%,0.13%,-0.27%,-11.57%,-11.45%,-11.89%,-11.38%,-1.23%,-1.22%,-0.89%,0.40%,0.38%,Upgrade
