Metrics,Current,2022-12-31,2022-09-30,2022-06-30,2022-03-31,2021-12-31,2021-09-30,2021-06-30,2021-03-31,2020-12-31,2020-09-30,2020-06-30,2020-03-31,2019-12-31,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,+21 Quarters
Market Capitalization,240,46,28,68,143,188,157,246,311,246,261,336,398,545,605,616,683,714,958,837,818,737,697,672,346,328,368,354,413,368,283,335,483,459,313,360,237,228,143,113,93,Upgrade
Market Cap Growth,-,-75.52%,-82.31%,-72.54%,-53.85%,-23.91%,-39.91%,-26.79%,-21.86%,-54.80%,-56.85%,-45.42%,-41.83%,-23.69%,-36.89%,-26.42%,-16.47%,-3.13%,37.56%,24.47%,136.64%,125.06%,89.57%,90.10%,-16.36%,-10.99%,29.81%,5.70%,-14.44%,-19.77%,-9.44%,-6.99%,104.02%,101.06%,118.49%,217.78%,155.14%,263.43%,130.12%,108.14%,50.55%,Upgrade
Enterprise Value,110,-84,-41,-92,11,101,95,86,198,105,45,215,276,417,419,413,650,690,813,755,762,623,470,472,275,231,253,243,299,296,211,242,428,411,243,294,194,208,104,78,44,Upgrade
PE Ratio,-0.10,-0.10,-0.16,-0.57,-1.95,-3.24,-1.75,-1.65,-3.06,-2.56,-3.69,-13.51,-7.64,-18.25,-18.45,-37.98,491.33,2463.46,24.98,37.94,55.98,72.70,-25.45,165.54,52.02,57.51,12.24,10.20,13.73,13.46,11.35,13.12,16.20,11.19,8.46,11.09,8.65,11.22,10.24,10.46,9.97,Upgrade
PS Ratio,0.53,0.10,0.06,0.13,0.25,0.30,0.22,0.32,0.37,0.29,0.32,0.42,0.50,0.66,0.76,0.79,0.91,0.99,1.31,1.17,1.15,1.13,1.16,1.20,0.69,0.67,0.81,0.85,1.08,1.03,0.85,1.07,1.64,1.64,1.17,1.44,1.02,1.10,0.78,0.70,0.64,Upgrade
PB Ratio,-0.25,-0.25,0.35,0.41,0.56,0.60,0.49,0.73,0.87,0.62,0.57,0.64,0.82,1.08,1.17,1.14,1.27,1.37,1.81,1.54,1.53,1.37,1.39,1.27,1.40,1.36,1.42,1.37,1.69,1.54,1.25,1.53,2.22,2.25,1.63,1.95,1.36,2.12,1.42,1.17,0.97,Upgrade
Debt / Equity Ratio,-0.85,-0.85,1.92,0.94,0.61,0.51,0.50,0.47,0.44,0.41,0.35,0.30,0.33,0.32,0.31,0.30,0.30,0.31,0.30,0.30,0.30,0.30,0.11,0.10,0.22,0.22,0.10,0.10,0.05,0.05,0.06,0.06,0.06,0.07,0.07,0.08,0.08,0.14,0.15,0.16,0.16,Upgrade
Dividend Yield,5.63%,-,-,-,1.80%,1.38%,1.64%,1.05%,0.83%,1.04%,0.99%,0.77%,0.65%,0.47%,0.42%,0.42%,0.38%,0.36%,0.27%,0.31%,0.31%,0.35%,0.37%,0.38%,0.38%,0.40%,0.35%,0.37%,0.26%,0.29%,0.38%,0.32%,0.22%,0.18%,0.27%,0.23%,0.30%,0.21%,0.34%,0.43%,0.52%,Upgrade
Payout Ratio,-0.50%,0.00%,0.00%,0.00%,-7.80%,-100.00%,-18.20%,-10.90%,-14.60%,-7.60%,-3.50%,10.50%,-20.00%,-31.60%,-9.10%,-85.70%,27.30%,-23.10%,-22.20%,17.60%,30.00%,8.00%,-9.10%,35.30%,33.30%,-12.20%,37.50%,13.00%,35.70%,7.70%,13.20%,20.00%,500.00%,7.30%,9.50%,8.70%,6.20%,6.70%,11.50%,10.70%,11.10%,Upgrade
Buyback Yield / Dilution,-0.24%,-0.30%,-0.24%,-0.23%,-0.19%,-0.18%,-0.18%,0.24%,-0.22%,-0.22%,-0.23%,-0.68%,0.42%,0.42%,-0.28%,0.07%,-0.56%,-0.40%,0.15%,-1.81%,-97.10%,-97.79%,-97.48%,-94.29%,-0.70%,-0.55%,-0.53%,-0.57%,-1.39%,-2.93%,-3.29%,-3.18%,-21.09%,-28.86%,-28.77%,-28.68%,-8.86%,-41.96%,-54.91%,-56.34%,-55.53%,Upgrade
Total Shareholder Return,-0.24%,-0.30%,-0.24%,-0.23%,1.61%,1.19%,1.46%,1.29%,0.61%,0.82%,0.76%,0.08%,1.07%,0.89%,0.15%,0.48%,-0.18%,-0.04%,0.41%,-1.51%,-96.79%,-97.44%,-97.11%,-93.92%,-0.33%,-0.15%,-0.18%,-0.20%,-1.13%,-2.64%,-2.91%,-2.86%,-20.87%,-28.68%,-28.51%,-28.45%,-8.57%,-41.75%,-54.57%,-55.91%,-55.01%,Upgrade
