Metrics,Current,2023-03-31,2022-12-31,2022-09-30,2022-06-30,2022-03-31,2021-12-31,2021-09-30,2021-06-30,2021-03-31,2020-12-31,2020-09-30,2020-06-30,2020-03-31,2019-12-31,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,+70 Quarters
Market Capitalization,486,738,959,914,901,"1,105","1,143","1,184","1,060","1,240",858,581,659,555,621,571,563,577,500,614,684,584,528,533,534,445,456,401,348,343,347,339,348,303,318,256,277,262,254,229,220,Upgrade
Market Cap Growth,-,-33.21%,-16.08%,-22.79%,-14.99%,-10.86%,33.26%,103.79%,60.86%,123.29%,38.06%,1.66%,16.94%,-3.73%,24.24%,-6.98%,-17.61%,-1.19%,-5.26%,15.29%,27.94%,31.20%,15.82%,32.97%,53.50%,29.57%,31.50%,18.14%,0.17%,13.43%,8.90%,32.65%,25.31%,15.62%,25.23%,11.81%,25.86%,15.38%,36.10%,36.19%,32.32%,Upgrade
Enterprise Value,"1,098","1,351","1,378","1,339","1,272","1,207","1,091","1,192","1,138","1,042",805,612,680,958,620,589,628,562,532,660,711,564,563,580,596,443,531,499,393,400,423,398,416,350,320,279,233,159,187,212,241,Upgrade
PE Ratio,5.17,7.85,9.39,8.94,8.80,9.92,9.07,9.00,8.22,9.80,13.60,12.98,20.42,36.04,12.58,11.67,11.97,12.54,10.81,14.11,16.43,15.02,16.36,17.62,19.16,16.59,15.80,14.29,12.57,12.72,13.12,12.94,13.07,11.77,13.10,11.11,12.94,11.98,11.43,10.25,9.91,Upgrade
PS Ratio,1.72,2.62,3.30,3.16,3.14,3.71,3.64,3.69,3.29,3.89,3.52,2.84,3.92,4.17,3.94,3.71,3.74,3.91,3.42,4.24,4.79,4.19,3.95,4.17,4.38,3.79,4.04,3.63,3.21,3.21,3.28,3.25,3.33,2.95,3.18,2.61,2.91,2.74,2.63,2.32,2.23,Upgrade
PB Ratio,0.53,0.81,1.08,1.06,1.00,1.17,1.12,1.15,1.03,1.24,0.87,0.61,0.70,0.61,1.46,1.37,1.38,1.46,1.25,1.56,1.77,1.54,1.41,1.45,1.48,1.26,1.56,1.37,1.22,1.23,1.24,1.22,1.26,1.11,1.14,0.92,1.00,0.95,0.93,0.85,0.83,Upgrade
Debt / Equity Ratio,0.84,0.84,0.62,0.61,0.56,0.27,0.11,0.12,0.20,0.11,0.11,0.14,0.23,0.60,0.30,0.31,0.36,0.25,0.33,0.37,0.35,0.31,0.40,0.47,0.48,0.47,0.60,0.69,0.61,0.64,0.56,0.48,0.48,0.47,0.41,0.43,0.41,0.39,0.41,0.41,0.56,Upgrade
Dividend Yield,8.97%,1.50%,2.22%,1.17%,1.18%,0.99%,0.91%,0.85%,0.92%,0.72%,0.96%,1.41%,1.25%,1.49%,0.70%,0.66%,0.67%,0.66%,0.69%,0.57%,0.45%,0.53%,0.48%,0.48%,0.48%,0.53%,0.43%,0.50%,0.57%,0.58%,0.53%,0.55%,0.54%,0.55%,0.51%,0.58%,0.54%,0.58%,0.39%,0.45%,0.46%,Upgrade
Payout Ratio,57.20%,60.80%,84.50%,38.00%,47.60%,41.10%,40.60%,35.50%,31.00%,21.80%,26.20%,31.90%,28.20%,-31.00%,34.90%,28.40%,30.60%,33.30%,28.80%,30.90%,27.80%,25.90%,26.60%,27.20%,30.50%,46.30%,26.50%,28.20%,27.20%,27.50%,27.80%,27.80%,28.20%,24.50%,25.60%,20.00%,25.40%,28.30%,19.20%,17.90%,15.90%,Upgrade
Buyback Yield / Dilution,2.28%,2.28%,3.82%,4.34%,4.73%,2.25%,0.84%,0.31%,-0.05%,1.04%,-89.02%,-88.46%,-88.50%,-88.20%,3.30%,2.89%,3.08%,1.68%,-0.44%,-0.24%,-0.41%,-7.60%,-13.08%,-12.81%,-12.93%,-4.78%,2.09%,2.92%,3.35%,5.69%,1.83%,5.87%,7.12%,4.92%,4.51%,3.03%,0.89%,-0.03%,-0.57%,-2.12%,-1.71%,Upgrade
Total Shareholder Return,11.25%,3.77%,6.04%,5.51%,5.92%,3.23%,1.75%,1.16%,0.87%,1.76%,-88.07%,-87.05%,-87.26%,-86.71%,4.00%,3.55%,3.75%,2.34%,0.25%,0.33%,0.04%,-7.08%,-12.60%,-12.33%,-12.45%,-4.24%,2.52%,3.41%,3.92%,6.27%,2.36%,6.42%,7.66%,5.47%,5.02%,3.61%,1.43%,0.55%,-0.19%,-1.67%,-1.25%,Upgrade
