Metrics,Current,2023-03-31,2022-12-31,2022-09-30,2022-06-30,2022-03-31,2021-12-31,2021-09-30,2021-06-30,2021-03-31,2020-12-31,2020-09-30,2020-06-30,2020-03-31,2019-12-31,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,+28 Quarters
Market Capitalization,"1,671","2,003","1,917","1,856","2,023","2,143","2,065","1,874","1,888","2,002","1,625",955,"1,075",943,"1,574","1,302","1,308","1,352","1,230","1,377","1,484","1,242","1,097","1,038",981,977,839,611,616,547,515,488,524,473,358,284,282,286,232,206,209,Upgrade
Market Cap Growth,-,-6.53%,-7.14%,-0.95%,7.15%,7.04%,27.10%,96.17%,75.61%,112.24%,3.23%,-26.65%,-17.79%,-30.24%,27.96%,-5.42%,-11.85%,8.89%,12.13%,32.64%,51.21%,27.14%,30.77%,69.84%,59.33%,78.65%,63.04%,25.35%,17.63%,15.64%,43.77%,71.62%,85.36%,65.53%,54.54%,37.97%,35.36%,44.09%,51.71%,36.67%,47.86%,Upgrade
Enterprise Value,"1,635","1,967","2,119","1,799","1,300","1,107","1,520",823,630,"1,203","1,411",839,847,"1,026","1,918","1,357","1,436","1,362","1,771","1,783","1,817","1,545","1,473","1,500","1,490","1,387","1,419",987,894,717,670,656,716,558,606,533,374,327,295,336,333,Upgrade
PE Ratio,12.91,20.50,18.00,15.61,17.97,19.26,16.60,15.96,16.13,18.08,20.89,12.64,13.69,12.29,15.94,14.88,16.72,18.79,18.28,21.40,23.83,23.45,25.59,25.58,27.64,29.46,28.73,24.99,31.14,27.00,23.24,33.43,39.84,51.09,62.83,36.43,5.76,5.82,4.83,4.42,107.73,Upgrade
PS Ratio,3.77,4.53,4.72,4.91,5.57,6.10,5.80,5.46,5.57,6.11,5.68,3.44,4.00,3.55,5.44,4.55,4.81,5.18,4.92,5.46,5.92,5.10,4.79,5.12,5.08,5.34,4.79,3.69,3.98,3.76,3.69,3.63,4.25,4.16,3.45,3.04,3.13,3.24,2.67,2.42,2.49,Upgrade
PB Ratio,0.81,0.98,1.19,1.44,1.52,1.58,1.58,1.45,1.60,1.73,1.44,0.87,1.04,0.95,1.60,1.35,1.41,1.51,1.42,1.88,2.07,1.77,1.59,1.75,1.70,1.94,1.93,1.40,1.45,1.32,1.46,1.39,1.60,1.47,1.15,1.20,1.21,1.25,1.17,1.01,1.29,Upgrade
Debt / Equity Ratio,0.37,0.37,0.25,0.13,0.14,0.14,0.15,0.14,0.16,0.16,0.17,0.18,0.29,0.40,0.48,0.20,0.31,0.25,0.77,0.71,0.66,0.64,0.72,1.01,1.10,1.11,1.58,1.25,0.95,0.77,0.83,0.77,0.88,0.88,1.11,1.31,1.05,1.14,1.28,1.17,1.64,Upgrade
Dividend Yield,3.56%,0.68%,0.63%,0.57%,0.52%,0.37%,0.37%,0.40%,0.38%,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade
Payout Ratio,45.90%,113.30%,53.10%,35.40%,32.10%,38.20%,20.60%,32.50%,22.80%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,Upgrade
Buyback Yield / Dilution,-30.81%,-30.81%,-21.05%,-7.49%,-10.77%,-10.20%,-5.89%,-6.16%,-4.86%,-7.09%,-6.94%,-4.56%,-2.61%,-0.47%,-1.65%,-8.13%,-8.29%,-9.12%,-10.27%,-9.68%,-10.14%,-20.73%,-21.56%,-14.73%,-14.20%,-11.41%,-11.21%,-11.63%,-14.77%,-6.99%,-3.68%,-31.38%,-27.83%,-29.15%,-53.35%,-36.27%,-37.29%,-35.57%,-18.05%,-1.07%,-0.24%,Upgrade
Total Shareholder Return,-27.25%,-30.13%,-20.42%,-6.92%,-10.25%,-9.83%,-5.52%,-5.76%,-4.48%,-7.09%,-6.94%,-4.56%,-2.61%,-0.47%,-1.65%,-8.13%,-8.29%,-9.12%,-10.27%,-9.68%,-10.14%,-20.73%,-21.56%,-14.73%,-14.20%,-11.41%,-11.21%,-11.63%,-14.77%,-6.99%,-3.68%,-31.38%,-27.83%,-29.15%,-53.35%,-36.27%,-37.29%,-35.57%,-18.05%,-1.07%,-0.24%,Upgrade
