Metrics,Current,2023-03-31,2022-12-31,2022-09-30,2022-06-30,2022-03-31,2021-12-31,2021-09-30,2021-06-30,2021-03-31,2020-12-31,2020-09-30,2020-06-30,2020-03-31,2019-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,+18 Quarters
Market Capitalization,196,202,241,203,193,201,182,178,190,202,169,119,97,96,147,91,91,85,89,86,86,87,91,85,80,69,67,71,67,71,71,76,88,76,74,78,76,95,87,98,107,Upgrade
Market Cap Growth,-,0.91%,31.94%,13.55%,1.33%,-0.53%,8.06%,50.42%,95.76%,109.13%,14.52%,30.15%,6.52%,13.67%,64.84%,6.22%,6.62%,-3.01%,-2.12%,0.49%,7.07%,26.48%,37.00%,20.75%,19.47%,-2.84%,-6.06%,-7.30%,-24.13%,-6.35%,-3.53%,-2.45%,16.35%,-20.05%,-15.37%,-19.92%,-29.35%,-3.49%,-5.33%,-7.75%,-27.85%,Upgrade
Enterprise Value,139,146,171,174,132,52,63,104,60,180,133,119,97,96,45,97,95,74,89,82,70,85,83,62,48,53,36,40,31,-10,9,46,92,67,55,35,42,76,28,66,68,Upgrade
PE Ratio,6.05,6.24,9.68,9.74,13.79,16.31,15.31,15.98,14.03,16.37,13.68,-,-,-,11.37,42.55,56.84,63.99,52.66,70.47,70.14,76.41,80.30,-80.37,-32.71,-27.03,-26.51,-458.99,50.95,40.17,30.12,28.13,31.74,34.87,39.36,-82.01,-32.41,-36.59,-33.21,912.15,71.50,Upgrade
PS Ratio,2.54,2.63,3.69,3.61,4.18,4.64,4.34,4.40,4.45,4.90,4.14,-,-,-,3.60,4.71,4.99,4.65,4.80,4.78,4.82,4.89,5.10,5.80,5.95,5.22,5.04,4.27,3.72,4.04,4.00,4.24,4.97,4.52,4.49,7.13,8.94,10.99,10.26,7.47,7.15,Upgrade
PB Ratio,0.75,0.77,0.92,0.78,0.75,0.79,0.73,0.72,1.18,1.28,1.10,-,-,-,1.04,0.87,0.88,0.82,0.86,0.83,0.83,0.85,0.88,0.82,0.77,0.67,0.64,0.67,0.63,0.66,0.66,0.71,0.82,0.70,0.68,0.73,0.70,0.88,0.81,0.89,0.97,Upgrade
Debt / Equity Ratio,0.08,0.08,0.10,0.10,0.10,0.10,0.13,0.13,0.21,0.22,0.22,-,-,-,0.18,0.41,0.34,0.36,0.32,0.29,0.23,0.25,0.24,0.08,0.07,0.09,0.18,0.18,0.17,0.18,0.22,0.23,0.26,0.27,0.26,0.27,0.36,0.37,0.36,0.45,0.48,Upgrade
Dividend Yield,1.85%,-,0.41%,0.46%,1.94%,-,1.02%,0.52%,0.26%,-,0.57%,0.31%,0.37%,0.37%,0.24%,0.39%,0.39%,0.42%,0.41%,0.42%,0.42%,0.42%,0.40%,0.43%,0.46%,-,0.55%,0.52%,0.55%,0.52%,0.52%,0.48%,0.43%,0.50%,0.52%,0.49%,0.51%,0.40%,0.44%,0.39%,0.36%,Upgrade
Payout Ratio,16.70%,0.00%,11.10%,12.20%,68.60%,0.00%,44.40%,120.00%,13.00%,0.00%,28.60%,15.80%,14.30%,11.10%,-,37.50%,50.00%,-300.00%,60.00%,100.00%,75.00%,150.00%,300.00%,100.00%,100.00%,0.00%,-18.80%,-37.50%,150.00%,150.00%,100.00%,75.00%,50.00%,42.90%,50.00%,75.00%,300.00%,75.00%,-18.80%,-42.90%,-300.00%,Upgrade
Buyback Yield / Dilution,5.63%,5.33%,2.00%,0.23%,3.94%,4.01%,4.04%,-27.39%,-34.29%,-34.29%,-34.29%,-2.21%,-0.79%,-0.32%,0.41%,1.00%,1.15%,1.58%,1.90%,1.97%,1.82%,0.93%,-0.05%,-0.21%,-0.21%,-0.21%,-0.21%,-0.17%,2.15%,3.43%,2.79%,3.66%,2.01%,0.73%,1.37%,0.57%,-0.20%,-0.21%,-0.20%,-0.32%,-0.20%,Upgrade
Total Shareholder Return,7.50%,5.33%,2.41%,0.69%,5.87%,4.01%,5.06%,-26.87%,-34.04%,-34.29%,-33.72%,-1.90%,-0.41%,0.06%,0.66%,1.40%,1.54%,2.01%,2.31%,2.39%,2.24%,1.34%,0.36%,0.22%,0.25%,-0.21%,0.34%,0.35%,2.70%,3.95%,3.31%,4.14%,2.44%,1.23%,1.88%,1.06%,0.30%,0.19%,0.24%,0.07%,0.15%,Upgrade
