Metrics,Current,2023-03-31,2022-12-31,2022-09-30,2022-06-30,2022-03-31,2021-12-31,2021-09-30,2021-06-30,2021-03-31,2020-12-31,2020-09-30,2020-06-30,2020-03-31,2019-12-31,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,+71 Quarters
Market Capitalization,781,984,"1,100","1,053","1,008","1,118","1,035","1,025",988,"1,225",877,719,824,732,950,854,753,734,693,810,823,765,810,872,782,722,803,594,488,490,442,388,390,389,403,341,358,381,374,319,285,Upgrade
Market Cap Growth,-,-11.95%,6.28%,2.67%,2.06%,-8.74%,18.04%,42.59%,19.82%,67.31%,-7.69%,-15.84%,9.49%,-0.26%,37.02%,5.45%,-8.58%,-4.03%,-14.44%,-7.07%,5.34%,5.87%,0.92%,46.81%,60.29%,47.41%,81.47%,53.05%,24.93%,26.02%,9.71%,13.83%,9.11%,2.19%,7.71%,6.73%,25.42%,30.89%,36.45%,4.88%,10.19%,Upgrade
Enterprise Value,891,"1,095","1,185",826,627,603,790,763,823,"1,005",725,684,766,850,"1,195","1,082",969,992,973,"1,072","1,107",999,"1,015","1,079","1,001",926,996,818,712,720,664,565,578,507,567,462,526,487,455,446,422,Upgrade
PE Ratio,8.30,10.52,13.44,13.73,13.70,15.18,12.30,11.96,12.52,17.68,14.09,12.59,14.82,12.93,16.04,15.71,13.95,14.75,14.90,17.18,18.63,17.82,19.92,22.29,19.72,18.25,22.82,18.09,16.06,17.57,14.71,12.94,13.02,13.25,14.23,12.49,13.73,14.69,14.73,12.77,11.49,Upgrade
PS Ratio,3.02,3.81,4.34,4.36,4.29,4.88,4.56,4.50,4.57,6.05,4.56,3.86,4.41,3.94,5.12,4.77,4.47,4.60,4.63,5.82,6.09,5.78,6.23,6.66,5.97,5.52,6.39,5.02,4.34,4.68,4.30,3.79,3.89,3.91,4.11,3.52,3.78,4.04,4.08,3.56,3.22,Upgrade
PB Ratio,1.29,1.63,1.97,2.13,1.75,1.72,1.55,1.58,1.52,1.99,1.40,1.19,1.39,1.25,1.66,1.52,1.51,1.53,1.51,2.15,2.22,2.10,2.22,2.42,2.20,2.12,2.43,1.74,1.47,1.52,1.75,1.57,1.65,1.64,1.76,1.55,1.67,1.84,1.87,1.73,1.57,Upgrade
Debt / Equity Ratio,0.32,0.32,0.36,0.30,0.25,0.24,0.23,0.29,0.32,0.28,0.31,0.36,0.37,0.36,0.61,0.56,0.61,0.66,0.82,0.87,0.96,0.75,0.75,0.73,0.74,0.71,0.78,0.82,0.84,0.87,1.08,0.97,1.01,0.75,0.90,0.94,1.05,0.77,0.70,1.03,0.97,Upgrade
Dividend Yield,3.64%,0.75%,0.62%,0.64%,0.67%,0.61%,0.54%,0.54%,0.56%,0.45%,0.57%,0.70%,0.61%,0.69%,0.48%,0.53%,0.56%,0.58%,0.54%,0.43%,0.42%,0.45%,0.37%,0.34%,0.38%,0.40%,0.34%,0.46%,0.56%,0.56%,0.51%,0.58%,0.58%,0.58%,0.53%,0.62%,0.59%,0.56%,0.53%,0.59%,0.67%,Upgrade
Payout Ratio,29.60%,35.20%,27.70%,27.70%,28.40%,74.20%,29.20%,25.90%,23.30%,28.40%,24.40%,34.50%,35.20%,40.40%,28.80%,34.70%,27.90%,28.30%,33.30%,27.30%,31.20%,29.40%,26.00%,31.00%,30.20%,30.20%,27.30%,26.70%,27.90%,48.00%,29.00%,29.20%,30.80%,30.80%,27.60%,27.60%,31.50%,33.40%,30.00%,29.40%,28.80%,Upgrade
Buyback Yield / Dilution,-0.24%,-0.24%,-11.07%,-11.07%,-11.07%,-11.02%,-0.20%,-0.18%,-0.17%,0.63%,0.64%,0.61%,-6.04%,-6.82%,-6.82%,-16.08%,-8.82%,-8.87%,-8.85%,-0.17%,-0.17%,-0.18%,-0.19%,-0.19%,-0.21%,-0.26%,-14.93%,-15.07%,-15.09%,-15.17%,-0.49%,-0.37%,-0.33%,-0.32%,-0.31%,-4.29%,-4.30%,-4.25%,-4.27%,-0.30%,-0.31%,Upgrade
Total Shareholder Return,3.40%,0.51%,-10.45%,-10.43%,-10.40%,-10.42%,0.34%,0.36%,0.39%,1.09%,1.21%,1.31%,-5.43%,-6.13%,-6.34%,-15.55%,-8.25%,-8.29%,-8.31%,0.26%,0.25%,0.27%,0.18%,0.16%,0.17%,0.14%,-14.59%,-14.61%,-14.52%,-14.62%,0.01%,0.21%,0.25%,0.26%,0.21%,-3.67%,-3.71%,-3.70%,-3.74%,0.29%,0.36%,Upgrade
