Metrics,Current,2023-03-31,2022-12-31,2022-09-30,2022-06-30,2022-03-31,2021-12-31,2021-09-30,2021-06-30,2021-03-31,2020-12-31,2020-09-30,2020-06-30,2020-03-31,2019-12-31,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,+70 Quarters
Market Capitalization,260,331,370,351,434,472,429,251,244,281,257,223,236,289,336,288,323,334,357,395,374,374,378,337,286,195,162,142,130,126,124,119,125,120,124,118,114,112,103,103,100,Upgrade
Market Cap Growth,-,-29.93%,-13.79%,40.08%,77.51%,67.80%,67.14%,12.55%,3.34%,-2.43%,-23.57%,-22.76%,-26.91%,-13.70%,-6.05%,-26.93%,-13.50%,-10.63%,-5.47%,17.13%,30.51%,92.28%,133.78%,137.38%,120.43%,54.49%,30.01%,19.57%,3.68%,4.66%,0.52%,0.84%,9.77%,6.96%,20.35%,14.29%,13.76%,9.16%,9.63%,7.22%,0.41%,Upgrade
Enterprise Value,421,492,507,478,505,453,365,160,122,149,124,178,196,248,353,224,247,298,347,393,366,358,384,331,305,191,212,178,191,177,191,149,161,127,155,163,165,144,158,150,140,Upgrade
PE Ratio,7.83,10.72,11.37,10.64,14.47,17.70,18.26,11.10,11.59,13.47,12.77,12.34,13.20,14.96,18.25,17.09,19.63,23.21,23.91,25.97,25.72,27.41,29.72,27.00,23.35,16.18,13.87,12.62,11.98,12.03,12.03,11.60,12.43,11.98,12.83,12.69,12.88,12.77,11.42,11.14,10.44,Upgrade
PS Ratio,2.62,3.34,3.78,3.66,4.66,5.31,5.13,3.16,3.25,3.90,3.69,3.40,3.72,4.47,5.23,4.69,5.55,6.24,7.09,7.93,7.65,7.82,8.11,7.36,6.35,4.38,3.70,3.31,3.11,3.08,3.09,2.97,3.14,3.05,3.20,3.11,3.11,3.08,2.79,2.72,2.64,Upgrade
PB Ratio,0.85,1.08,1.24,1.25,1.54,1.65,1.44,0.98,0.98,1.14,1.03,0.92,0.98,1.22,1.46,1.27,1.44,1.54,2.49,2.83,2.72,2.77,2.82,2.54,2.18,1.52,1.29,1.12,1.04,1.03,1.04,0.99,1.07,1.03,1.08,1.05,1.03,1.04,0.95,0.96,0.94,Upgrade
Debt / Equity Ratio,0.75,0.75,0.76,0.72,0.53,0.45,0.43,0.32,0.19,0.19,0.19,0.20,0.21,0.23,0.32,0.24,0.23,0.23,0.22,0.23,0.21,0.21,0.33,0.34,0.38,0.30,0.64,0.55,0.69,0.65,0.74,0.51,0.50,0.44,0.49,0.56,0.63,0.54,0.68,0.63,0.58,Upgrade
Dividend Yield,4.63%,0.86%,0.77%,1.53%,-,0.53%,0.58%,0.80%,0.78%,0.68%,0.74%,0.85%,0.75%,0.62%,0.53%,0.58%,0.52%,0.50%,0.75%,-,0.35%,0.32%,0.32%,0.36%,0.40%,0.55%,0.66%,0.75%,0.82%,0.81%,0.82%,0.86%,0.81%,0.81%,0.79%,0.82%,0.85%,0.87%,0.95%,0.91%,0.93%,Upgrade
Payout Ratio,36.20%,44.70%,40.40%,60.60%,0.00%,30.60%,31.70%,34.00%,38.60%,38.60%,28.30%,42.50%,37.20%,43.20%,37.20%,39.50%,26.80%,51.70%,85.30%,0.00%,31.80%,31.70%,35.10%,37.10%,35.70%,37.10%,32.90%,34.80%,35.40%,40.70%,36.70%,38.60%,39.30%,41.20%,36.80%,38.90%,38.20%,50.00%,42.90%,44.40%,37.70%,Upgrade
Buyback Yield / Dilution,-4.15%,-4.15%,-4.14%,-16.77%,-16.70%,-16.70%,-17.09%,-0.54%,-0.60%,-0.56%,-0.19%,-0.21%,-0.21%,-0.25%,-19.94%,-19.89%,-19.86%,-19.87%,-0.20%,-0.25%,-0.27%,-0.26%,-0.27%,-0.33%,-0.33%,-0.18%,0.08%,0.21%,0.06%,0.23%,0.07%,0.13%,0.39%,0.30%,0.70%,1.31%,1.15%,0.99%,0.61%,0.07%,0.32%,Upgrade
Total Shareholder Return,0.48%,-3.29%,-3.36%,-15.24%,-16.70%,-16.17%,-16.52%,0.26%,0.18%,0.12%,0.54%,0.64%,0.54%,0.37%,-19.41%,-19.31%,-19.34%,-19.37%,0.55%,-0.25%,0.08%,0.06%,0.05%,0.03%,0.07%,0.37%,0.74%,0.96%,0.88%,1.04%,0.88%,0.98%,1.19%,1.11%,1.48%,2.14%,2.00%,1.86%,1.56%,0.98%,1.26%,Upgrade
