Metrics,Current,2023-03-31,2022-12-31,2022-09-30,2022-06-30,2022-03-31,2021-12-31,2021-09-30,2021-06-30,2021-03-31,2020-12-31,2020-09-30,2020-06-30,2020-03-31,2019-12-31,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,+56 Quarters
Market Capitalization,329,386,489,488,386,381,313,308,239,213,217,185,190,199,246,234,251,259,266,274,289,312,277,256,231,199,194,141,138,149,135,116,120,120,127,114,112,108,107,118,90,Upgrade
Market Cap Growth,-,1.48%,56.24%,58.16%,61.06%,78.73%,44.17%,66.94%,26.10%,6.77%,-11.71%,-21.07%,-24.42%,-23.07%,-7.49%,-14.64%,-13.10%,-17.04%,-4.16%,7.26%,24.98%,57.38%,42.54%,80.58%,67.74%,33.60%,44.04%,21.95%,14.62%,23.49%,6.38%,2.18%,7.65%,11.21%,18.14%,-4.01%,23.97%,28.61%,22.23%,29.85%,15.84%,Upgrade
Enterprise Value,200,257,585,493,490,279,339,244,112,89,186,134,175,135,273,137,243,183,304,315,281,256,290,230,245,186,247,156,168,130,161,131,146,113,171,113,116,67,136,112,99,Upgrade
PE Ratio,10.53,12.40,16.17,16.30,13.78,13.22,11.65,11.78,10.00,10.13,10.95,9.85,10.14,10.96,13.29,13.02,14.37,15.30,16.34,17.89,20.06,22.90,21.55,21.03,20.67,18.62,19.59,15.18,15.38,17.59,16.73,15.34,16.73,17.38,19.13,17.34,17.12,16.97,16.74,18.60,14.15,Upgrade
PS Ratio,4.41,5.18,6.78,6.97,5.77,5.72,4.87,4.93,4.07,3.88,4.16,3.69,3.83,4.11,5.09,4.92,5.38,5.67,5.98,6.43,7.07,7.99,7.37,7.03,6.63,5.92,6.02,4.53,4.52,4.99,4.68,4.12,4.37,4.48,4.80,4.43,4.44,4.36,4.37,4.82,3.68,Upgrade
PB Ratio,1.84,2.16,2.91,3.06,2.44,2.42,1.96,1.99,1.60,1.53,1.56,1.39,1.47,1.61,2.04,2.01,2.24,2.39,2.55,2.75,3.01,3.37,3.10,2.94,2.77,2.45,2.48,1.85,1.86,2.04,1.91,1.69,1.80,1.83,1.97,1.81,1.83,1.81,1.84,2.08,1.61,Upgrade
Debt / Equity Ratio,0.28,0.28,0.93,0.46,1.10,0.31,0.56,0.32,0.15,0.16,0.19,0.19,0.20,0.11,0.51,0.12,0.19,0.12,0.67,0.76,0.19,0.20,0.45,0.24,0.35,0.29,0.87,0.45,0.62,0.28,0.68,0.39,0.62,0.26,0.92,0.31,0.29,0.24,0.69,0.15,0.26,Upgrade
Dividend Yield,1.45%,0.31%,0.24%,0.24%,0.29%,0.29%,0.35%,0.36%,0.43%,0.48%,0.47%,0.55%,0.49%,0.47%,0.38%,0.40%,0.34%,0.33%,0.32%,0.31%,0.29%,0.27%,0.30%,0.33%,0.35%,0.41%,0.42%,0.58%,0.57%,0.53%,0.58%,0.67%,0.64%,0.64%,0.60%,0.67%,0.67%,0.69%,0.69%,0.63%,0.82%,Upgrade
Payout Ratio,15.00%,14.60%,16.50%,13.20%,16.30%,15.50%,16.00%,15.50%,13.50%,19.40%,16.40%,21.10%,19.60%,23.40%,18.30%,19.30%,20.40%,19.60%,18.50%,19.60%,23.30%,22.80%,22.80%,23.90%,28.20%,28.20%,28.20%,32.00%,32.90%,35.40%,34.10%,36.80%,42.90%,41.70%,42.10%,42.90%,47.30%,50.60%,43.10%,41.90%,53.00%,Upgrade
Buyback Yield / Dilution,-,-,-,-,-,-,-,0.00%,0.21%,0.28%,0.29%,0.28%,0.08%,0.01%,-,0.00%,-0.02%,-0.05%,-0.08%,-0.17%,-0.20%,-0.28%,-0.40%,-0.32%,-0.41%,-0.07%,0.01%,0.06%,0.20%,-0.08%,-0.10%,-0.11%,-0.17%,-0.18%,-0.25%,-0.63%,-0.37%,-0.37%,-0.32%,-0.21%,Upgrade,
Total Shareholder Return,1.45%,0.31%,0.24%,0.24%,0.29%,0.29%,0.35%,0.36%,0.43%,0.69%,0.75%,0.84%,0.78%,0.55%,0.39%,0.40%,0.34%,0.31%,0.27%,0.23%,0.12%,0.07%,0.02%,-0.07%,0.03%,-0.00%,0.35%,0.59%,0.63%,0.72%,0.50%,0.58%,0.53%,0.47%,0.42%,0.43%,0.04%,0.32%,0.33%,0.31%,0.61%,Upgrade
