Metrics,Current,2023-03-31,2022-12-31,2022-09-30,2022-06-30,2022-03-31,2021-12-31,2021-09-30,2021-06-30,2021-03-31,2020-12-31,2020-09-30,2020-06-30,2020-03-31,2019-12-31,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,+39 Quarters
Market Capitalization,381,384,341,322,376,379,364,394,389,427,411,298,343,365,423,356,441,432,515,536,554,489,739,746,681,676,671,521,484,546,747,673,722,706,718,639,657,666,637,641,665,Upgrade
Market Cap Growth,-,1.32%,-6.38%,-18.30%,-3.26%,-11.23%,-11.46%,32.13%,13.43%,17.11%,-2.87%,-16.25%,-22.28%,-15.52%,-17.88%,-33.55%,-20.36%,-11.85%,-30.31%,-28.16%,-18.65%,-27.62%,10.18%,43.09%,40.66%,23.87%,-10.14%,-22.56%,-33.01%,-22.71%,3.96%,5.43%,9.90%,6.06%,12.69%,-0.41%,-1.08%,14.42%,14.33%,14.95%,15.25%,Upgrade
Enterprise Value,360,363,318,320,334,366,431,502,488,506,493,387,564,600,676,575,677,688,704,777,794,703,960,985,881,845,759,631,588,665,852,819,844,846,720,634,682,667,632,611,638,Upgrade
PE Ratio,26.20,24.03,-264.10,14.94,-37.94,43.94,12.59,79.94,-158.12,14.81,-19.43,43.92,11.93,62.45,6.04,-11.01,-12.49,-10.08,-9.09,-84.04,-29.11,-30.34,-77.42,14.40,9.69,12.29,13.46,13.44,18.97,13.06,18.01,26.69,18.65,11.61,11.43,7.47,7.95,11.46,10.33,19.82,18.82,Upgrade
PS Ratio,0.59,0.59,0.54,0.49,0.59,0.58,0.54,0.61,0.61,0.65,0.70,0.50,0.59,0.66,0.70,0.66,0.82,0.83,1.03,1.05,1.13,1.02,1.52,1.46,1.29,1.27,1.26,1.00,0.96,1.03,1.39,1.43,1.71,1.80,2.15,1.75,1.80,2.07,2.00,2.21,2.31,Upgrade
PB Ratio,0.61,0.61,0.54,0.50,0.59,0.57,0.52,0.57,0.55,0.61,0.57,0.41,0.47,0.54,0.58,0.50,0.64,0.65,0.82,0.76,0.79,0.70,1.03,0.91,0.82,0.83,0.84,0.67,0.63,0.71,1.00,0.73,0.78,0.76,0.79,0.71,0.73,0.76,0.73,0.76,0.81,Upgrade
Debt / Equity Ratio,0.02,0.02,0.03,0.03,0.03,0.22,0.21,0.21,0.21,0.18,0.21,0.18,0.40,0.44,0.41,0.42,0.42,0.44,0.46,0.40,0.41,0.41,0.41,0.36,0.36,0.36,0.20,0.22,0.23,0.22,0.23,0.32,0.20,0.22,0.19,0.07,0.16,0.11,0.11,0.10,0.10,Upgrade
Dividend Yield,3.53%,-,1.05%,-,0.97%,0.96%,1.01%,0.92%,0.94%,0.86%,0.87%,1.20%,1.05%,0.98%,0.85%,1.01%,0.81%,0.83%,0.65%,0.67%,0.65%,0.73%,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade
Payout Ratio,45.50%,0.00%,166.70%,0.00%,-29.80%,-24.30%,14.50%,-46.30%,58.10%,65.80%,312.50%,-23.60%,9.50%,-8.00%,12.30%,53.20%,24.30%,18.10%,-4.80%,96.20%,49.00%,61.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,Upgrade
Buyback Yield / Dilution,4.04%,4.04%,2.89%,-2.43%,0.94%,0.86%,-2.58%,-0.99%,-2.03%,-2.74%,0.12%,0.16%,-0.41%,0.46%,-7.17%,0.13%,0.02%,-0.20%,17.24%,17.28%,18.97%,19.04%,8.27%,1.12%,-2.59%,-1.16%,15.87%,31.12%,32.85%,31.97%,17.30%,-0.51%,-1.45%,-1.44%,-0.45%,-0.58%,-0.77%,-0.72%,-0.36%,0.88%,9.76%,Upgrade
Total Shareholder Return,7.57%,4.04%,3.94%,-2.43%,1.91%,1.82%,-1.57%,-0.07%,-1.09%,-1.89%,0.99%,1.36%,0.64%,1.44%,-6.32%,1.14%,0.84%,0.62%,17.89%,17.95%,19.62%,19.77%,8.27%,1.12%,-2.59%,-1.16%,15.87%,31.12%,32.85%,31.97%,17.30%,-0.51%,-1.45%,-1.44%,-0.45%,-0.58%,-0.77%,-0.72%,-0.36%,0.88%,9.76%,Upgrade
