Metrics,Current,2023-03-31,2022-12-31,2022-09-30,2022-06-30,2022-03-31,2021-12-31,2021-09-30,2021-06-30,2021-03-31,2020-12-31,2020-09-30,2020-06-30,2020-03-31,2019-12-31,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,+70 Quarters
Market Capitalization,314,407,476,456,430,428,363,315,313,226,184,146,156,172,244,217,211,207,195,246,214,196,140,125,114,115,101,82,67,63,68,69,65,66,54,54,55,52,50,40,39,Upgrade
Market Cap Growth,-,-4.91%,31.17%,44.91%,37.49%,89.67%,96.91%,115.97%,100.23%,31.34%,-24.52%,-32.90%,-25.94%,-17.14%,25.43%,-11.82%,-1.19%,5.98%,38.69%,97.69%,86.91%,69.53%,39.21%,51.14%,69.96%,83.85%,48.21%,20.13%,2.91%,-4.91%,25.12%,27.48%,18.23%,27.42%,8.54%,34.65%,42.16%,32.03%,28.33%,9.42%,1.89%,Upgrade
Enterprise Value,410,503,589,443,283,-171,-384,-310,5,237,137,283,355,108,178,170,280,246,273,231,204,166,181,109,128,103,76,60,63,95,130,101,115,103,92,88,78,84,81,36,54,Upgrade
PE Ratio,5.75,7.44,8.69,11.49,12.66,13.64,12.38,8.35,9.08,7.12,7.03,6.75,7.87,9.85,13.80,12.15,13.90,15.28,18.55,38.43,32.71,32.07,19.80,14.38,13.75,14.43,12.92,11.55,9.56,9.01,11.27,12.64,12.73,13.74,10.16,9.18,9.61,9.56,10.85,9.16,9.48,Upgrade
PS Ratio,1.88,2.43,2.85,2.90,2.96,3.11,2.85,2.52,2.65,2.03,1.81,1.60,1.82,2.09,3.00,2.75,2.75,2.96,3.10,4.53,4.50,4.36,3.27,2.92,2.77,2.88,2.59,2.21,1.83,1.72,1.95,2.08,2.11,2.28,1.95,1.96,2.02,1.97,1.96,1.59,1.55,Upgrade
PB Ratio,0.62,0.80,0.93,0.91,0.87,0.87,0.74,0.90,0.92,0.85,0.72,0.59,0.64,0.72,1.03,0.93,0.91,0.91,0.87,1.11,1.51,1.41,1.85,1.61,1.51,1.60,1.43,1.10,0.90,0.88,0.97,0.91,0.89,0.90,0.92,0.92,0.96,0.94,0.95,0.76,0.76,Upgrade
Debt / Equity Ratio,0.31,0.31,0.34,0.16,0.18,0.32,0.34,0.37,0.96,1.66,1.00,1.34,1.41,0.32,0.30,0.48,0.51,0.55,0.53,0.21,0.21,0.21,0.85,0.53,0.56,0.29,0.30,0.28,0.50,0.67,1.13,0.76,0.90,0.78,0.91,0.93,0.71,0.93,0.89,0.33,0.77,Upgrade
Dividend Yield,4.04%,0.78%,0.67%,0.70%,0.74%,0.75%,0.60%,0.73%,0.73%,0.90%,0.82%,1.04%,0.98%,1.14%,0.62%,0.70%,0.72%,1.02%,0.65%,0.51%,0.43%,-,1.15%,0.44%,0.48%,0.48%,0.92%,0.62%,0.75%,1.48%,0.75%,0.74%,0.65%,0.64%,1.29%,0.65%,0.63%,0.34%,1.05%,0.44%,0.45%,Upgrade
Payout Ratio,23.30%,28.20%,20.20%,20.60%,26.00%,28.20%,-142.90%,23.30%,21.50%,21.60%,16.80%,23.10%,22.20%,51.10%,34.60%,31.60%,34.60%,52.10%,25.40%,53.60%,33.30%,0.00%,345.50%,24.50%,23.60%,27.70%,44.00%,26.70%,25.00%,51.20%,36.40%,27.90%,21.70%,43.50%,87.00%,23.30%,21.70%,12.20%,40.50%,12.50%,13.50%,Upgrade
Buyback Yield / Dilution,0.45%,0.29%,-47.26%,-38.96%,-39.94%,-89.67%,-28.04%,-35.70%,-34.44%,0.80%,0.46%,0.65%,-0.26%,-0.25%,-0.25%,-0.29%,-38.21%,-38.21%,-99.42%,-99.39%,-44.60%,-44.59%,-0.20%,-0.19%,-0.15%,-0.16%,-0.15%,-0.16%,-0.13%,-0.12%,-20.84%,-20.81%,-20.81%,-20.81%,-0.10%,-0.11%,-0.12%,-0.14%,-0.14%,-0.15%,-0.15%,Upgrade
Total Shareholder Return,4.49%,1.08%,-46.59%,-38.26%,-39.20%,-88.93%,-27.45%,-34.97%,-33.71%,1.69%,1.28%,1.69%,0.72%,0.89%,0.37%,0.41%,-37.49%,-37.19%,-98.77%,-98.87%,-44.17%,-44.59%,0.95%,0.25%,0.33%,0.32%,0.77%,0.46%,0.63%,1.36%,-20.10%,-20.07%,-20.16%,-20.17%,1.19%,0.54%,0.51%,0.20%,0.90%,0.29%,0.30%,Upgrade
