Metrics,Current,2023-03-31,2022-12-31,2022-09-30,2022-06-30,2022-03-31,2021-12-31,2021-09-30,2021-06-30,2021-03-31,2020-12-31,2020-09-30,2020-06-30,2020-03-31,2019-12-31,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,+68 Quarters
Market Capitalization,"1,123","1,187","1,311","1,195","1,234","1,304","1,324","1,303","1,142","1,163",952,640,686,575,"1,212","1,125","1,220","1,016",844,710,618,459,413,402,439,518,575,444,364,307,321,383,476,728,744,675,829,785,792,739,826,Upgrade
Market Cap Growth,-,-8.96%,-0.99%,-8.28%,8.07%,12.17%,39.07%,103.67%,66.41%,102.30%,-21.47%,-43.11%,-43.74%,-43.42%,43.59%,58.31%,97.51%,121.04%,104.38%,76.65%,40.57%,-11.33%,-28.19%,-9.43%,20.57%,68.99%,79.15%,15.93%,-23.36%,-57.89%,-56.83%,-43.26%,-42.61%,-7.27%,-6.04%,-8.65%,0.29%,10.97%,30.12%,72.41%,83.27%,Upgrade
Enterprise Value,528,592,815,435,-16,-493,-605,"-1,322","-1,491","-1,112","-1,069","-1,503","-1,073",-550,705,489,922,"1,078",965,652,792,448,254,98,586,707,857,732,882,698,"1,153","1,290","1,515","1,398","1,582","1,423","1,694","1,621","1,796","1,802","1,813",Upgrade
PE Ratio,6.49,6.79,7.89,7.80,8.07,8.51,9.14,9.78,9.73,12.01,14.04,14.70,29.25,22.39,25.61,15.39,14.03,12.57,11.66,11.30,14.33,11.33,10.65,10.79,8.96,11.19,12.69,15.42,19.98,386.68,-19.62,73.61,23.58,16.33,10.43,9.53,11.69,9.01,9.36,16.55,19.12,Upgrade
PS Ratio,1.84,1.95,2.22,2.12,2.22,2.36,2.45,2.49,2.28,2.46,2.16,1.61,2.03,1.85,3.93,3.43,3.44,2.90,2.48,2.29,2.22,1.70,1.53,1.42,1.45,1.71,1.91,1.71,1.40,1.23,1.41,1.37,1.62,2.26,2.04,1.82,2.22,2.21,2.24,2.64,3.42,Upgrade
PB Ratio,1.03,1.09,1.26,1.20,1.22,1.25,1.24,1.24,1.06,1.05,0.88,0.60,0.66,0.56,1.16,1.07,1.17,1.00,0.84,0.73,0.65,0.49,0.44,0.43,0.47,0.56,0.63,0.48,0.40,0.34,0.36,0.42,0.52,0.78,0.79,0.73,0.90,0.88,0.90,0.84,0.95,Upgrade
Debt / Equity Ratio,0.23,0.23,0.05,0.06,0.06,0.06,0.09,0.12,0.12,0.12,0.12,0.13,0.13,0.20,0.33,0.31,0.36,0.56,0.57,0.50,0.58,0.37,0.35,0.45,0.67,0.72,0.86,0.87,1.13,1.19,1.53,1.58,1.75,1.46,1.51,1.56,1.60,1.65,1.93,1.96,1.99,Upgrade
Dividend Yield,3.26%,0.89%,0.73%,0.80%,0.59%,0.57%,0.46%,0.47%,0.36%,0.36%,0.38%,0.56%,0.52%,0.63%,0.30%,0.32%,0.30%,0.36%,0.43%,0.43%,0.50%,0.67%,0.74%,0.76%,0.70%,0.59%,0.53%,0.69%,0.84%,1.00%,0.95%,1.34%,1.09%,0.71%,0.70%,0.62%,0.51%,0.54%,0.54%,0.43%,0.38%,Upgrade
Payout Ratio,21.00%,22.70%,20.60%,22.70%,17.90%,19.50%,17.90%,14.60%,10.10%,14.00%,16.70%,14.00%,17.90%,-,-140.00%,63.60%,15.90%,16.30%,14.90%,13.30%,16.70%,19.40%,19.40%,-,20.00%,22.20%,22.20%,22.20%,24.00%,25.00%,-60.00%,333.30%,-66.70%,-71.40%,26.30%,22.20%,20.00%,17.80%,22.20%,17.10%,8.00%,Upgrade
Buyback Yield / Dilution,3.11%,3.11%,4.53%,6.97%,7.03%,4.38%,2.51%,0.02%,-1.12%,-0.08%,0.50%,0.47%,0.41%,-0.17%,-0.83%,-0.60%,-0.89%,-0.99%,-0.52%,-0.71%,-0.25%,0.02%,-0.04%,0.02%,-0.01%,-0.13%,-0.17%,0.07%,1.31%,1.76%,1.91%,2.32%,1.10%,1.18%,1.87%,1.80%,1.16%,0.56%,-3.33%,-11.14%,-29.80%,Upgrade
Total Shareholder Return,6.37%,4.00%,5.26%,7.77%,7.62%,4.95%,2.97%,0.50%,-0.76%,0.28%,0.88%,1.04%,0.93%,0.46%,-0.53%,-0.28%,-0.59%,-0.63%,-0.09%,-0.27%,0.25%,0.69%,0.70%,0.78%,0.69%,0.46%,0.36%,0.76%,2.15%,2.76%,2.86%,3.66%,2.19%,1.89%,2.57%,2.42%,1.67%,1.09%,-2.79%,-10.71%,-29.41%,Upgrade
