Metrics,Current,2023-03-31,2022-12-31,2022-09-30,2022-06-30,2022-03-31,2021-12-31,2021-09-30,2021-06-30,2021-03-31,2020-12-31,2020-09-30,2020-06-30,2020-03-31,2019-12-31,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,+70 Quarters
Market Capitalization,314,332,305,279,279,250,240,247,246,233,220,173,195,174,219,208,216,229,199,224,226,223,224,203,192,188,190,181,183,172,159,158,160,162,177,174,180,180,176,157,161,Upgrade
Market Cap Growth,-,32.47%,27.02%,12.85%,12.99%,7.29%,9.21%,42.71%,26.46%,33.80%,0.30%,-16.77%,-9.73%,-23.65%,10.12%,-7.23%,-4.45%,2.62%,-11.38%,10.35%,17.70%,18.52%,18.00%,12.33%,4.83%,9.03%,19.54%,14.62%,14.40%,6.21%,-9.89%,-9.55%,-10.87%,-9.68%,0.09%,10.96%,11.54%,16.05%,30.11%,10.67%,29.27%,Upgrade
Enterprise Value,570,588,530,508,360,194,130,212,224,155,226,184,227,222,271,283,285,303,258,279,330,324,310,253,234,213,245,209,188,167,169,186,182,167,201,195,204,211,231,184,183,Upgrade
PE Ratio,10.75,11.37,10.48,9.91,10.07,9.14,8.24,8.40,8.12,8.04,8.75,7.55,9.69,8.90,11.24,10.97,11.77,12.56,11.03,13.90,14.88,15.94,17.23,14.94,14.66,14.84,15.05,15.16,15.75,14.62,13.68,12.48,12.17,12.17,13.19,13.21,13.46,13.54,13.19,11.53,11.86,Upgrade
PS Ratio,3.83,4.05,3.80,3.56,3.64,3.33,3.12,3.20,3.18,3.04,3.08,2.62,3.18,3.04,3.87,3.72,3.97,4.25,3.75,4.26,4.40,4.47,4.64,4.38,4.23,4.20,4.29,4.21,4.45,4.36,4.21,4.22,4.29,4.36,4.76,4.71,4.83,4.85,4.78,4.21,4.32,Upgrade
PB Ratio,1.47,1.56,1.52,1.46,1.43,1.24,1.13,1.18,1.21,1.17,1.13,0.92,1.07,1.09,1.42,1.37,1.46,1.60,1.43,1.67,1.71,1.72,1.74,1.56,1.50,1.50,1.54,1.44,1.47,1.41,1.33,1.52,1.55,1.59,1.76,1.76,1.83,1.88,1.92,1.74,1.81,Upgrade
Debt / Equity Ratio,1.35,1.35,1.29,1.35,0.57,0.34,0.35,0.37,0.48,0.43,0.46,0.53,0.46,0.52,0.55,0.72,0.68,0.76,0.65,0.64,1.01,0.96,0.89,0.57,0.55,0.37,0.65,0.41,0.31,0.33,0.35,0.43,0.38,0.29,0.42,0.38,0.44,0.48,0.73,0.48,0.38,Upgrade
Dividend Yield,2.43%,0.58%,0.62%,0.68%,0.68%,0.75%,0.77%,0.75%,0.74%,0.79%,0.83%,1.05%,0.91%,1.13%,0.76%,0.77%,0.73%,0.69%,0.77%,0.70%,0.69%,0.69%,0.68%,0.75%,0.75%,0.80%,0.79%,0.83%,0.81%,0.87%,0.87%,1.05%,0.83%,0.82%,0.75%,1.88%,0.70%,0.70%,0.71%,0.59%,0.55%,Upgrade
Payout Ratio,26.10%,28.00%,24.20%,25.30%,27.30%,27.80%,26.60%,26.30%,27.20%,21.70%,25.10%,22.80%,33.30%,43.70%,33.10%,30.80%,32.70%,36.00%,34.00%,34.20%,33.30%,36.30%,58.20%,41.80%,41.30%,46.20%,47.40%,47.60%,49.30%,45.40%,56.30%,58.10%,41.70%,42.60%,37.80%,97.40%,37.10%,39.70%,37.90%,26.60%,27.10%,Upgrade
Buyback Yield / Dilution,0.30%,0.30%,0.38%,0.52%,0.25%,0.25%,0.31%,0.20%,-1.52%,-11.10%,-6.59%,-11.34%,-9.04%,0.28%,-3.60%,0.53%,0.44%,0.55%,0.15%,0.48%,0.21%,0.03%,0.29%,0.64%,0.81%,1.28%,-5.62%,-9.67%,-9.46%,-9.82%,-2.33%,0.69%,0.58%,0.52%,-0.12%,0.62%,0.72%,0.73%,1.43%,1.29%,1.36%,Upgrade
Total Shareholder Return,2.73%,0.88%,1.00%,1.20%,0.93%,1.00%,1.08%,0.96%,-0.79%,-10.32%,-5.76%,-10.29%,-8.13%,1.41%,-2.84%,1.30%,1.18%,1.25%,0.92%,1.19%,0.90%,0.72%,0.97%,1.40%,1.56%,2.09%,-4.84%,-8.84%,-8.65%,-8.95%,-1.46%,1.75%,1.40%,1.34%,0.63%,2.51%,1.41%,1.43%,2.14%,1.88%,1.92%,Upgrade
