Metrics,Current,2023-03-31,2022-12-31,2022-09-30,2022-06-30,2022-03-31,2021-12-31,2021-09-30,2021-06-30,2021-03-31,2020-12-31,2020-09-30,2020-06-30,2020-03-31,2019-12-31,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,+70 Quarters
Market Capitalization,"4,262","4,575","4,806","4,566","5,205","5,305","4,663","4,628","4,869","4,711","4,356","3,516","3,850","3,482","5,384","5,361","5,222","4,632","4,943","5,248","5,086","5,010","4,591","4,108","3,770","3,828","3,872","3,224","3,635","3,863","3,518","3,434","3,273","3,215","3,140","2,714","2,782","2,696","2,619","2,423","2,154",Upgrade
Market Cap Growth,-,-13.75%,3.05%,-1.33%,6.90%,12.61%,7.06%,31.61%,26.46%,35.27%,-19.10%,-34.41%,-26.27%,-24.82%,8.91%,2.16%,2.68%,-7.54%,7.68%,27.74%,34.89%,30.89%,18.57%,27.44%,3.73%,-0.92%,10.07%,-6.12%,11.04%,20.14%,12.02%,26.52%,17.65%,19.26%,19.91%,12.01%,29.20%,21.56%,51.66%,45.09%,22.20%,Upgrade
Enterprise Value,"4,874","5,176","5,283","5,184","5,841","5,814","5,214","5,238","5,544","5,380","5,016","4,065","4,321","4,046","5,821","5,871","5,695","5,117","4,700","5,907","5,628","5,539","5,080","4,668","4,239","4,357","4,376","3,706","4,071","4,260","3,982","3,862","3,525","3,653","3,670","3,108","3,080","3,124","3,037","2,760","2,402",Upgrade
PE Ratio,-5719.04,-5719.04,41.43,15.68,16.02,12.31,11.14,11.02,9.65,9.59,12.14,11.57,12.67,13.26,12.66,12.22,12.42,10.39,12.64,16.45,22.15,24.01,24.66,33.90,18.99,31.35,24.96,13.09,15.40,10.89,10.61,9.99,10.22,11.39,11.14,10.35,10.36,11.26,10.43,19.25,20.51,Upgrade
PS Ratio,0.77,0.82,0.88,0.85,0.99,1.00,0.89,0.90,0.95,0.93,0.90,0.73,0.81,0.74,1.10,1.13,1.11,1.00,1.10,1.17,1.16,1.10,1.08,1.03,0.91,0.94,0.96,0.66,0.74,0.78,0.70,0.67,0.64,0.63,0.62,0.54,0.56,0.56,0.55,0.51,0.46,Upgrade
PB Ratio,1.79,1.92,2.06,1.99,2.02,1.87,1.48,1.49,1.54,1.55,1.36,1.12,1.25,1.27,1.85,1.74,1.78,1.58,1.67,1.76,1.73,1.72,1.53,1.38,1.27,1.31,1.36,1.06,1.21,1.31,1.24,1.19,1.13,1.11,1.10,0.98,1.00,1.01,1.01,0.95,0.86,Upgrade
Debt / Equity Ratio,0.33,0.33,0.34,0.34,0.30,0.28,0.25,0.25,0.25,0.26,0.24,0.25,0.21,0.26,0.22,0.22,0.22,0.22,0.26,0.26,0.27,0.27,0.26,0.26,0.26,0.27,0.28,0.26,0.27,0.27,0.28,0.28,0.29,0.29,0.32,0.33,0.32,0.34,0.35,0.37,0.38,Upgrade
Dividend Yield,2.61%,0.63%,0.60%,0.58%,0.51%,0.50%,0.57%,0.54%,0.52%,0.54%,0.59%,0.70%,0.64%,0.71%,2.29%,0.44%,0.47%,4.76%,0.52%,0.44%,0.46%,0.46%,0.51%,0.52%,0.57%,0.56%,0.55%,0.61%,0.55%,0.52%,0.58%,0.54%,0.56%,0.58%,0.59%,0.61%,0.60%,0.61%,0.63%,0.61%,0.69%,Upgrade
Payout Ratio,-15600.00%,-238.20%,-245.50%,7500.00%,117.20%,25.40%,16.40%,73.70%,19.60%,27.50%,15.90%,20.60%,21.50%,-62.50%,112.50%,20.00%,33.00%,177.70%,20.50%,22.90%,23.10%,34.00%,44.60%,192.30%,27.00%,47.20%,-161.30%,22.20%,920.00%,25.30%,25.60%,23.00%,15.00%,33.10%,20.10%,29.60%,19.70%,29.80%,23.10%,23.60%,27.30%,Upgrade
Buyback Yield / Dilution,-0.28%,-0.28%,-,0.28%,0.84%,2.47%,3.26%,5.31%,5.53%,4.96%,5.88%,4.80%,6.63%,5.67%,7.13%,6.82%,4.24%,4.41%,1.39%,-0.47%,-0.70%,-0.47%,-0.93%,0.23%,1.38%,1.38%,2.94%,4.23%,3.56%,3.55%,1.56%,0.23%,-0.22%,-0.67%,0.23%,-0.67%,-0.22%,1.10%,0.22%,1.33%,1.32%,Upgrade
Total Shareholder Return,2.33%,0.35%,0.60%,0.86%,1.35%,2.97%,3.83%,5.85%,6.04%,5.50%,6.47%,5.49%,7.28%,6.38%,9.41%,7.27%,4.70%,9.17%,1.90%,-0.02%,-0.24%,-0.00%,-0.42%,0.75%,1.95%,1.94%,3.50%,4.85%,4.10%,4.07%,2.14%,0.76%,0.34%,-0.09%,0.81%,-0.06%,0.37%,1.72%,0.86%,1.93%,2.01%,Upgrade
