Metrics,Current,2023-03-31,2022-12-31,2022-09-30,2022-06-30,2022-03-31,2021-12-31,2021-09-30,2021-06-30,2021-03-31,2020-12-31,2020-09-30,2020-06-30,2020-03-31,2019-12-31,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,+70 Quarters
Market Capitalization,417,480,481,446,510,580,525,445,439,473,375,308,334,332,452,401,412,383,354,423,441,382,406,408,392,388,384,292,237,240,232,211,152,151,154,150,146,144,123,117,118,Upgrade
Market Cap Growth,-,-17.32%,-8.46%,0.20%,16.18%,22.69%,40.09%,44.61%,31.39%,42.44%,-16.95%,-23.19%,-18.98%,-13.39%,27.60%,-5.27%,-6.44%,0.42%,-12.90%,3.77%,12.33%,-1.68%,5.78%,39.77%,65.64%,61.73%,65.59%,38.17%,56.01%,59.18%,50.90%,40.62%,3.81%,4.53%,24.99%,28.22%,23.95%,21.62%,5.50%,-3.75%,0.76%,Upgrade
Enterprise Value,582,644,589,609,583,530,500,415,368,226,199,190,310,346,503,391,445,423,547,618,687,604,645,619,627,572,556,460,423,403,424,356,270,204,214,212,212,208,197,195,193,Upgrade
PE Ratio,7.33,9.25,7.94,8.42,9.53,10.92,10.13,7.74,8.39,9.89,8.96,7.66,8.69,9.22,12.63,11.52,12.24,11.53,10.87,14.52,16.32,15.48,17.89,17.84,17.65,18.02,18.68,15.87,15.96,22.55,28.80,30.03,20.40,16.78,17.15,16.47,17.32,18.11,15.81,14.41,13.12,Upgrade
PS Ratio,2.67,3.07,2.88,2.72,3.18,3.73,3.72,3.16,3.25,3.65,3.04,2.61,2.91,2.99,4.18,3.75,3.95,3.73,3.50,4.25,4.51,3.97,4.31,4.43,4.32,4.36,4.39,3.40,2.92,3.29,3.59,3.74,2.96,2.99,3.09,3.04,2.97,2.95,2.54,2.38,2.42,Upgrade
PB Ratio,1.11,1.28,1.65,1.68,1.59,1.47,1.11,1.18,1.20,1.36,1.07,0.91,1.01,1.09,1.51,1.37,1.45,1.40,1.35,1.70,1.78,1.58,1.68,1.71,1.73,1.78,1.80,1.35,1.12,1.18,1.17,1.13,0.83,1.19,1.24,1.24,1.21,1.23,1.09,1.04,1.03,Upgrade
Debt / Equity Ratio,0.78,0.78,0.63,0.92,0.43,0.22,0.19,0.13,0.21,0.23,0.23,0.24,0.24,0.32,0.41,0.26,0.34,0.40,0.96,1.09,1.30,1.14,1.23,1.24,1.32,1.12,1.00,1.09,1.17,0.97,1.25,0.97,0.85,0.63,0.71,0.75,0.78,0.79,0.90,1.05,0.89,Upgrade
Dividend Yield,5.92%,1.34%,1.20%,1.22%,1.07%,0.94%,0.75%,0.70%,0.71%,0.66%,0.83%,1.01%,0.93%,0.95%,0.61%,0.69%,0.61%,0.65%,0.63%,0.52%,0.44%,0.51%,0.41%,0.40%,0.34%,0.35%,0.28%,0.37%,0.45%,0.45%,0.35%,0.36%,0.36%,0.37%,0.36%,0.38%,0.39%,0.39%,0.46%,0.48%,0.48%,Upgrade
Payout Ratio,43.70%,89.50%,43.60%,34.80%,34.00%,34.00%,93.30%,19.30%,20.00%,21.20%,27.50%,28.20%,28.20%,36.70%,28.60%,30.30%,29.00%,30.00%,25.00%,27.60%,24.10%,25.00%,33.30%,27.30%,23.80%,23.80%,20.00%,20.00%,21.10%,22.20%,23.10%,42.90%,75.00%,25.00%,25.00%,25.00%,23.10%,25.00%,25.00%,33.30%,30.00%,Upgrade
Buyback Yield / Dilution,-11.59%,-11.59%,-20.26%,-20.25%,-20.13%,-20.11%,-0.22%,-0.52%,-0.47%,0.80%,-2.14%,-1.85%,-1.30%,-2.70%,0.39%,-0.09%,-0.63%,-0.86%,-0.85%,-2.08%,-2.12%,-1.87%,-1.84%,-0.11%,-0.53%,-0.42%,-0.28%,-5.36%,-46.26%,-46.32%,-46.51%,-36.69%,1.98%,1.98%,1.96%,-1.26%,0.07%,0.07%,0.14%,1.46%,0.04%,Upgrade
Total Shareholder Return,-5.66%,-10.24%,-19.06%,-19.03%,-19.07%,-19.17%,0.54%,0.18%,0.24%,1.46%,-1.31%,-0.85%,-0.38%,-1.76%,1.00%,0.60%,-0.02%,-0.21%,-0.22%,-1.56%,-1.68%,-1.37%,-1.43%,0.29%,-0.18%,-0.07%,-0.00%,-4.99%,-45.81%,-45.87%,-46.16%,-36.32%,2.35%,2.35%,2.32%,-0.88%,0.46%,0.47%,0.60%,1.93%,0.52%,Upgrade
