Metrics,Current,2023-03-31,2022-12-31,2022-09-30,2022-06-30,2022-03-31,2021-12-31,2021-09-30,2021-06-30,2021-03-31,2020-12-31,2020-09-30,2020-06-30,2020-03-31,2019-12-31,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,+65 Quarters
Market Capitalization,272,310,371,336,400,362,378,328,307,304,266,253,280,294,372,335,333,335,326,314,348,338,345,354,323,309,360,301,289,275,283,263,299,339,375,347,388,314,117,106,110,Upgrade
Market Cap Growth,-,-14.22%,-1.78%,2.34%,30.50%,18.93%,42.34%,29.63%,9.43%,3.62%,-28.63%,-24.44%,-15.75%,-12.28%,14.11%,6.82%,-4.28%,-0.86%,-5.38%,-11.26%,7.53%,9.25%,-4.32%,17.30%,11.72%,12.24%,27.34%,14.39%,-3.18%,-18.70%,-24.59%,-24.11%,-22.92%,7.79%,219.64%,227.42%,252.90%,205.34%,23.35%,13.90%,21.58%,Upgrade
Enterprise Value,206,245,482,272,517,256,134,4,96,100,135,190,372,455,526,336,439,455,418,421,549,503,480,443,431,412,461,403,405,371,349,284,321,331,396,353,360,293,125,102,110,Upgrade
PE Ratio,7.60,8.61,9.74,7.40,9.00,8.29,8.68,9.30,8.89,9.07,9.05,9.66,11.20,11.93,14.46,12.37,12.48,13.14,13.08,14.82,17.56,17.31,18.67,17.22,15.93,15.85,18.39,16.12,16.10,15.68,15.96,14.42,15.66,18.82,21.25,31.18,46.26,39.78,20.51,9.22,9.77,Upgrade
PS Ratio,2.52,2.88,3.44,2.91,3.56,3.31,3.48,3.39,3.21,3.23,2.98,2.99,3.38,3.52,4.40,3.89,3.96,4.09,4.04,3.96,4.45,4.26,4.42,4.59,4.23,4.21,4.96,4.22,4.13,3.99,4.10,3.82,4.27,4.89,5.43,5.45,6.97,6.33,2.75,1.96,2.17,Upgrade
PB Ratio,0.83,0.95,1.18,1.11,1.28,1.13,1.11,1.00,0.95,0.96,0.84,0.81,0.90,0.96,1.24,1.13,1.14,1.18,1.17,1.15,1.29,1.27,1.30,1.33,1.23,1.19,1.40,1.18,1.14,1.10,1.14,1.05,1.19,1.36,1.52,1.41,1.59,1.30,0.49,1.55,-,Upgrade
Debt / Equity Ratio,0.23,0.23,0.47,0.16,0.53,0.11,0.10,0.11,0.11,0.31,0.31,0.33,0.46,0.64,0.62,0.18,0.47,0.51,0.45,0.54,0.88,0.72,0.65,0.46,0.56,0.52,0.55,0.52,0.57,0.48,0.40,0.24,0.23,0.13,0.21,0.16,0.20,0.24,0.25,0.30,-,Upgrade
Dividend Yield,4.21%,0.95%,0.78%,0.86%,0.70%,0.78%,0.73%,0.84%,0.87%,0.88%,0.98%,1.04%,0.95%,0.91%,0.70%,0.75%,0.76%,0.75%,0.75%,0.78%,0.70%,0.70%,0.69%,0.67%,0.71%,0.74%,0.64%,0.76%,0.79%,0.83%,0.81%,0.89%,0.78%,0.69%,0.62%,0.67%,0.61%,-,1.08%,0.97%,0.93%,Upgrade
Payout Ratio,31.90%,38.70%,31.50%,28.80%,30.00%,29.10%,16.60%,30.20%,31.40%,28.20%,31.90%,31.60%,35.00%,50.00%,51.50%,35.10%,35.40%,39.10%,37.90%,36.30%,40.70%,40.50%,88.90%,44.40%,40.80%,47.70%,48.40%,44.90%,47.00%,47.00%,59.60%,53.40%,52.50%,46.30%,53.40%,44.30%,70.50%,0.00%,-41.80%,41.10%,35.90%,Upgrade
Buyback Yield / Dilution,0.24%,0.24%,0.29%,0.28%,0.33%,0.41%,0.47%,1.08%,1.86%,2.16%,2.07%,1.42%,0.49%,0.04%,0.12%,-0.25%,-0.22%,-0.16%,-0.31%,-0.03%,-0.01%,-0.03%,-0.03%,-0.03%,-0.01%,0.13%,0.54%,1.89%,2.00%,1.92%,1.51%,0.15%,0.33%,0.42%,-36.66%,-68.72%,-69.47%,-69.69%,-23.64%,-43.47%,-43.24%,Upgrade
Total Shareholder Return,4.45%,1.19%,1.07%,1.14%,1.03%,1.19%,1.20%,1.92%,2.74%,3.04%,3.06%,2.46%,1.44%,0.95%,0.81%,0.50%,0.53%,0.59%,0.44%,0.74%,0.70%,0.67%,0.65%,0.64%,0.69%,0.87%,1.18%,2.65%,2.79%,2.75%,2.33%,1.04%,1.11%,1.11%,-36.03%,-68.05%,-68.87%,-69.69%,-22.56%,-42.50%,-42.31%,Upgrade
