Metrics,Current,2023-03-31,2022-12-31,2022-09-30,2022-06-30,2022-03-31,2021-12-31,2021-09-30,2021-06-30,2021-03-31,2020-12-31,2020-09-30,2020-06-30,2020-03-31,2019-12-31,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,+66 Quarters
Market Capitalization,748,997,943,"1,053","1,277","1,451","1,366","1,284","1,227","1,442",959,843,779,"1,345","1,944","2,165","1,941","1,856","2,175","2,517","1,900","2,595","3,053","2,919","3,246","3,209","2,992","2,792","2,849","2,686","2,579","2,633","2,542","2,562","2,582","2,571","2,636","2,693","2,990","2,787","3,224",Upgrade
Market Cap Growth,-,-31.28%,-30.97%,-17.99%,4.05%,0.62%,42.46%,52.31%,57.54%,7.24%,-50.68%,-61.07%,-59.85%,-27.56%,-10.64%,-14.00%,2.14%,-28.47%,-28.74%,-13.76%,-41.48%,-19.12%,2.01%,4.54%,13.97%,19.47%,16.03%,6.03%,12.05%,4.82%,-0.11%,2.44%,-3.56%,-4.86%,-13.65%,-7.75%,-18.24%,-7.65%,15.29%,0.49%,18.08%,Upgrade
Enterprise Value,"1,165","1,387","1,360","1,459","1,687","1,824","1,668","1,527","1,549","1,531","1,048",916,861,"1,435","2,077","2,371","2,157","2,090","2,383","2,718","2,121","2,924","3,330","3,200","3,555","3,555","3,323","3,011","3,051","2,837","2,686","2,782","2,741","2,709","2,635","2,573","2,675","2,647","3,033","2,508","3,230",Upgrade
PE Ratio,-330.66,-330.66,-2345.13,59.16,32.65,10.93,9.48,10.16,-34.20,-9.87,-5.46,-3.38,-9.47,-25.57,1936.28,60.26,38.84,27.77,46.23,28.33,21.95,33.42,28.46,20.16,21.69,18.52,19.81,21.29,26.47,27.49,22.20,17.99,14.88,13.66,13.14,12.71,11.42,11.64,10.05,8.50,9.93,Upgrade
PS Ratio,0.71,0.91,0.85,0.94,1.10,1.22,1.22,1.23,1.28,1.61,1.10,0.94,0.86,1.45,1.94,2.33,2.07,1.95,2.46,2.75,2.12,3.07,3.52,3.26,3.65,3.57,3.44,3.41,3.70,3.55,3.34,3.28,3.05,3.01,3.03,3.11,3.28,3.58,4.04,3.75,4.37,Upgrade
PB Ratio,0.68,0.88,0.85,0.99,1.09,1.13,0.96,0.90,0.86,1.09,0.71,0.63,0.53,0.94,1.29,1.36,1.23,1.19,1.43,1.59,1.21,1.65,1.91,1.58,1.77,1.76,1.66,1.37,1.40,1.35,1.32,1.31,1.24,1.20,1.20,1.11,1.12,1.15,1.25,1.17,1.38,Upgrade
Debt / Equity Ratio,0.39,0.39,0.40,0.42,0.38,0.35,0.31,0.31,0.34,0.23,0.23,0.23,0.21,0.21,0.20,0.19,0.19,0.20,0.19,0.18,0.18,0.24,0.26,0.22,0.23,0.25,0.25,0.17,0.17,0.18,0.18,0.17,0.17,0.16,0.12,0.11,0.11,0.11,0.10,-,0.05,Upgrade
Dividend Yield,1.45%,0.27%,0.29%,0.26%,0.21%,0.19%,0.20%,0.21%,0.22%,0.19%,0.28%,0.32%,0.35%,1.24%,0.86%,0.77%,0.86%,0.90%,2.00%,0.66%,0.88%,0.64%,8.79%,0.57%,0.51%,0.52%,8.95%,0.59%,0.58%,0.62%,2.71%,0.64%,0.68%,0.69%,6.64%,0.69%,0.68%,0.68%,0.62%,0.56%,0.48%,Upgrade
Payout Ratio,-400.00%,-45.50%,19.20%,-29.40%,-166.70%,-71.40%,8.50%,21.70%,2.90%,35.70%,18.50%,-1.80%,-14.70%,-75.60%,-28.20%,96.90%,147.60%,52.50%,-180.00%,53.40%,58.50%,140.90%,1515.20%,57.40%,83.80%,39.70%,485.40%,48.40%,38.30%,86.10%,201.50%,163.20%,51.70%,46.30%,264.30%,50.80%,35.70%,39.50%,26.10%,24.50%,30.50%,Upgrade
Buyback Yield / Dilution,0.05%,0.05%,-0.00%,-0.09%,-0.26%,-0.27%,-0.32%,-0.30%,-0.30%,-0.21%,-0.12%,-0.12%,-0.11%,-0.14%,-0.15%,-0.15%,-0.16%,-0.23%,-0.20%,-0.30%,-0.25%,-0.27%,-0.28%,-0.30%,-0.34%,-0.35%,-0.24%,1.43%,3.98%,6.10%,7.86%,7.97%,6.86%,7.62%,6.46%,5.12%,3.71%,0.75%,-0.06%,-0.38%,-0.35%,Upgrade
Total Shareholder Return,1.44%,0.32%,0.29%,0.17%,-0.04%,-0.08%,-0.12%,-0.09%,-0.08%,-0.02%,0.16%,0.20%,0.24%,1.10%,0.71%,0.62%,0.70%,0.66%,1.81%,0.37%,0.63%,0.37%,8.51%,0.27%,0.18%,0.16%,8.70%,2.02%,4.57%,6.72%,10.57%,8.61%,7.54%,8.30%,13.10%,5.80%,4.39%,1.44%,0.56%,0.18%,0.13%,Upgrade
