Metrics,Current,2023-03-31,2022-12-31,2022-09-30,2022-06-30,2022-03-31,2021-12-31,2021-09-30,2021-06-30,2021-03-31,2020-12-31,2020-09-30,2020-06-30,2020-03-31,2019-12-31,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,+66 Quarters
Market Capitalization,125,158,147,148,173,167,172,153,152,135,142,123,128,115,160,150,162,140,127,137,132,120,120,121,122,118,100,86,78,80,86,76,78,70,75,72,66,67,61,69,63,Upgrade
Market Cap Growth,-,-5.13%,-14.15%,-3.45%,13.71%,23.12%,20.95%,24.76%,18.72%,18.00%,-11.33%,-17.87%,-20.98%,-18.15%,26.11%,9.19%,22.66%,17.20%,5.44%,13.48%,7.80%,1.00%,20.91%,40.46%,57.08%,47.63%,16.12%,13.01%,-0.10%,14.52%,14.95%,5.66%,18.95%,5.26%,21.98%,5.04%,4.17%,19.44%,68.48%,60.17%,40.85%,Upgrade
Enterprise Value,239,273,218,237,270,250,164,212,252,180,165,193,213,256,258,291,295,219,254,261,241,207,256,232,255,268,247,204,200,178,214,201,167,146,142,151,128,120,137,141,127,Upgrade
PE Ratio,7.12,9.09,7.10,6.72,7.54,7.16,7.62,7.06,7.27,7.03,9.93,9.32,10.58,9.32,9.93,10.20,11.63,10.55,11.85,23.93,30.03,35.16,35.26,15.53,15.50,16.05,13.67,11.79,9.80,9.49,9.97,8.84,10.21,8.98,9.74,9.75,8.88,9.82,14.03,15.13,57.77,Upgrade
PS Ratio,1.78,2.27,2.00,1.92,2.23,2.13,2.23,2.08,2.09,1.94,2.27,2.07,2.29,2.11,2.83,2.70,2.97,2.63,2.42,2.65,2.61,2.38,2.40,2.45,2.51,2.48,2.11,1.79,1.59,1.61,1.73,1.55,1.60,1.45,1.55,1.49,1.36,1.38,1.27,1.44,1.45,Upgrade
PB Ratio,0.97,1.23,1.16,1.28,1.39,1.24,1.15,1.10,1.11,1.04,1.09,0.99,1.07,0.98,1.39,1.33,1.48,1.34,1.28,1.44,1.42,1.31,1.32,1.26,1.29,1.27,1.09,0.93,0.85,0.89,0.98,0.87,0.93,0.85,0.93,0.89,0.82,0.87,0.82,0.95,0.89,Upgrade
Debt / Equity Ratio,1.16,1.16,1.21,1.13,1.02,1.00,1.02,1.24,1.30,1.46,1.56,1.61,1.83,1.85,1.53,1.65,1.48,1.61,1.70,1.70,1.72,1.85,2.17,1.78,2.04,1.86,1.91,1.69,1.74,1.57,1.79,1.81,1.46,1.35,1.37,1.29,1.21,1.23,1.41,1.37,1.42,Upgrade
Dividend Yield,3.68%,0.73%,0.78%,0.78%,0.67%,0.59%,0.58%,0.65%,0.63%,0.61%,0.59%,0.63%,0.61%,0.66%,0.47%,0.51%,0.45%,0.43%,0.48%,0.44%,0.46%,0.34%,0.34%,0.34%,0.34%,0.28%,0.34%,0.33%,0.36%,0.34%,0.32%,0.36%,0.35%,0.37%,0.35%,0.36%,0.40%,0.38%,0.42%,0.37%,-,Upgrade
Payout Ratio,26.50%,35.40%,24.30%,23.30%,25.80%,14.80%,16.60%,17.10%,19.60%,14.20%,16.20%,15.60%,23.60%,89.20%,18.50%,19.60%,21.40%,13.50%,24.10%,20.40%,21.80%,19.30%,-16.50%,23.30%,21.10%,15.90%,17.00%,15.00%,20.00%,13.90%,14.00%,10.80%,14.30%,12.30%,13.20%,16.60%,12.30%,12.80%,14.70%,16.20%,0.00%,Upgrade
Buyback Yield / Dilution,1.34%,1.34%,1.64%,1.64%,1.64%,0.30%,1.82%,1.90%,1.98%,2.20%,0.72%,0.64%,-3.42%,-3.66%,-4.00%,-4.24%,-0.23%,-0.08%,-0.04%,0.72%,0.84%,0.72%,0.83%,0.50%,0.58%,0.77%,0.65%,0.46%,0.25%,0.04%,0.00%,0.00%,-,-,-,-,-0.00%,-0.00%,-0.00%,-0.00%,-,Upgrade
Total Shareholder Return,5.06%,2.07%,2.42%,2.42%,2.31%,0.90%,2.39%,2.55%,2.61%,2.81%,1.32%,1.27%,-2.81%,-3.00%,-3.53%,-3.74%,0.22%,0.35%,0.44%,1.16%,1.30%,1.06%,1.17%,0.84%,0.92%,1.05%,0.99%,0.78%,0.62%,0.38%,0.32%,0.36%,0.35%,0.37%,0.35%,0.36%,0.40%,0.38%,0.42%,0.37%,-,Upgrade
