Metrics,Current,2023-03-31,2022-12-31,2022-09-30,2022-06-30,2022-03-31,2021-12-31,2021-09-30,2021-06-30,2021-03-31,2020-12-31,2020-09-30,2020-06-30,2020-03-31,2019-12-31,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,+54 Quarters
Market Capitalization,424,566,755,722,684,749,720,616,585,606,348,252,297,333,622,581,689,658,626,810,921,998,984,"1,003",922,994,"1,126",850,758,708,758,806,793,675,696,642,671,754,695,524,558,Upgrade
Market Cap Growth,-,-24.35%,4.79%,17.23%,16.86%,23.52%,106.70%,144.65%,96.79%,81.77%,-44.00%,-56.67%,-56.84%,-49.31%,-0.63%,-28.26%,-25.24%,-34.09%,-36.35%,-19.28%,-0.05%,0.39%,-12.67%,18.03%,21.67%,40.38%,48.51%,5.46%,-4.50%,4.86%,9.00%,25.45%,18.18%,-10.43%,0.10%,22.64%,20.26%,49.19%,62.43%,29.84%,69.14%,Upgrade
Enterprise Value,517,660,882,676,741,690,464,144,156,229,225,161,122,461,709,623,676,606,644,928,"1,172","1,184","1,097","1,092",920,"1,022","1,313",794,900,839,783,739,659,512,706,574,644,682,643,333,483,Upgrade
PE Ratio,4.13,5.52,7.44,6.79,6.47,7.29,7.30,7.73,8.42,10.73,8.26,8.13,11.02,16.29,18.97,14.14,15.38,11.40,10.82,13.96,16.21,17.91,18.00,17.42,16.53,17.92,19.94,14.94,13.12,12.30,14.09,17.94,15.03,13.55,13.98,11.95,15.85,18.48,17.44,11.93,11.93,Upgrade
PS Ratio,1.55,2.07,2.78,2.64,2.51,2.80,2.77,2.61,2.67,3.06,1.95,1.50,1.81,2.11,3.59,3.19,3.74,3.27,3.11,3.92,4.42,4.75,4.70,4.88,4.57,4.97,5.70,4.23,3.70,3.46,3.66,4.05,4.00,3.67,4.06,4.08,4.81,5.51,5.23,4.02,4.39,Upgrade
PB Ratio,0.64,0.86,1.18,1.19,1.11,1.21,1.12,1.00,0.97,1.04,0.60,0.45,0.54,0.60,1.10,1.01,1.22,1.17,1.13,1.43,1.61,1.77,1.75,1.79,1.68,1.84,2.12,1.60,1.44,1.39,1.54,1.66,1.68,1.45,1.54,1.48,1.57,1.82,1.74,1.32,1.41,Upgrade
Debt / Equity Ratio,0.72,0.72,0.75,0.38,0.44,0.41,0.55,0.57,0.45,0.46,0.47,0.48,0.68,0.76,0.37,0.34,0.21,0.21,0.31,0.49,0.68,0.60,0.48,0.41,0.25,0.31,0.63,0.14,0.57,0.53,0.38,0.35,0.04,0.04,0.37,0.30,0.23,0.32,0.32,0.01,0.01,Upgrade
Dividend Yield,7.21%,1.34%,1.01%,1.05%,0.98%,0.89%,0.86%,0.60%,0.63%,0.50%,0.70%,0.97%,1.23%,2.19%,1.19%,1.28%,1.07%,1.12%,1.20%,0.96%,0.84%,0.78%,0.69%,0.68%,0.66%,0.62%,0.54%,0.72%,0.59%,0.63%,0.59%,0.44%,0.44%,0.52%,0.32%,0.35%,0.33%,0.30%,0.32%,0.42%,-,Upgrade
Payout Ratio,28.80%,34.70%,26.60%,28.10%,26.80%,32.40%,18.30%,13.80%,16.70%,18.50%,17.00%,15.10%,40.00%,300.00%,240.00%,60.00%,266.70%,50.00%,66.70%,48.00%,50.00%,52.20%,58.30%,45.70%,42.20%,44.20%,42.20%,46.30%,31.80%,30.40%,29.80%,25.00%,25.00%,31.40%,36.80%,10.10%,20.00%,20.00%,22.60%,21.20%,0.00%,Upgrade
Buyback Yield / Dilution,-0.18%,-0.18%,1.72%,0.51%,0.35%,0.32%,-2.31%,-0.29%,-0.31%,-0.00%,1.44%,1.28%,0.98%,0.81%,1.77%,4.39%,4.98%,4.89%,3.16%,-0.06%,-0.29%,-0.34%,-0.65%,-0.52%,-0.67%,-0.82%,-0.50%,-0.56%,-0.38%,0.31%,0.21%,0.29%,0.20%,-0.29%,-0.57%,-0.85%,-1.01%,-0.97%,-0.91%,-0.60%,-0.50%,Upgrade
Total Shareholder Return,7.03%,1.17%,2.72%,1.56%,1.33%,1.21%,-1.45%,0.31%,0.32%,0.50%,2.13%,2.25%,2.21%,3.00%,2.95%,5.66%,6.05%,6.01%,4.36%,0.90%,0.55%,0.44%,0.04%,0.15%,-0.00%,-0.21%,0.04%,0.16%,0.21%,0.94%,0.80%,0.72%,0.65%,0.23%,-0.25%,-0.50%,-0.67%,-0.68%,-0.59%,-0.17%,-0.50%,Upgrade
