Metrics,Current,2023-03-31,2022-12-31,2022-09-30,2022-06-30,2022-03-31,2021-12-31,2021-09-30,2021-06-30,2021-03-31,2020-12-31,2020-09-30,2020-06-30,2020-03-31,2019-12-31,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,+10 Quarters
Market Capitalization,221,232,258,211,227,251,275,285,301,284,232,174,165,161,284,235,233,227,160,207,234,198,201,159,134,114,110,89,80,79,84,76,73,63,59,55,56,53,56,55,58,Upgrade
Market Cap Growth,-,-7.43%,-6.43%,-26.06%,-24.65%,-11.81%,18.48%,63.63%,82.43%,77.13%,-18.18%,-25.95%,-29.13%,-29.22%,77.26%,13.76%,-0.32%,14.77%,-20.10%,30.10%,74.24%,72.79%,82.43%,78.13%,68.52%,44.24%,30.47%,16.69%,9.60%,26.65%,42.68%,38.11%,28.84%,18.25%,6.27%,0.45%,-3.33%,3.15%,32.23%,57.99%,-,Upgrade
Enterprise Value,232,234,454,363,326,303,335,342,300,314,310,313,186,268,317,240,247,243,252,270,311,204,181,130,139,71,81,89,80,4,156,119,79,77,56,68,65,36,31,41,56,Upgrade
PE Ratio,7.28,7.49,8.69,6.87,7.43,7.74,7.36,7.10,6.77,6.19,5.92,5.15,5.85,7.08,12.50,8.24,9.17,9.00,6.58,12.67,14.88,12.50,14.24,12.26,10.36,10.01,10.47,8.94,9.36,9.37,9.49,9.11,9.63,10.92,13.01,15.61,16.29,14.88,14.18,12.36,8.68,Upgrade
PS Ratio,1.88,1.90,2.22,1.81,1.93,2.10,2.23,2.28,2.36,2.27,2.00,1.65,1.72,1.75,3.14,2.47,2.64,2.74,2.07,3.10,3.52,2.98,3.11,2.55,2.21,1.98,2.00,1.71,1.67,1.76,1.94,1.86,1.91,1.86,1.94,2.01,2.13,2.00,2.11,2.08,2.34,Upgrade
PB Ratio,0.95,0.96,1.11,0.96,1.02,1.06,1.11,1.19,1.25,1.18,1.01,0.79,0.79,0.80,1.42,1.21,1.23,1.22,0.89,1.55,1.81,1.58,1.64,1.34,1.51,1.36,1.36,1.12,1.05,1.06,1.12,1.04,1.02,0.92,0.90,0.86,0.90,0.84,0.89,0.89,0.96,Upgrade
Debt / Equity Ratio,0.27,0.27,1.05,1.44,0.60,0.38,0.39,0.40,0.40,0.53,0.79,0.86,0.79,0.87,0.50,0.47,0.52,0.55,0.82,0.72,0.90,0.39,0.14,0.17,0.46,0.24,0.28,0.39,0.39,0.30,1.44,0.81,0.29,0.45,0.26,0.35,0.28,0.26,0.27,0.22,0.22,Upgrade
Dividend Yield,3.11%,0.83%,0.60%,0.73%,1.04%,0.65%,0.45%,0.40%,0.38%,0.39%,0.38%,0.51%,0.54%,0.58%,0.31%,0.29%,0.29%,0.30%,0.33%,0.25%,0.22%,0.21%,0.20%,0.21%,0.25%,0.27%,0.28%,0.34%,0.39%,0.28%,0.27%,0.30%,0.31%,0.31%,0.33%,0.35%,0.34%,0.31%,0.29%,0.29%,0.28%,Upgrade
Payout Ratio,23.90%,23.60%,20.40%,18.30%,35.70%,23.80%,14.30%,13.90%,13.20%,9.40%,7.90%,7.00%,9.00%,18.10%,15.00%,9.30%,15.00%,12.60%,4.60%,12.50%,11.80%,9.00%,10.80%,9.70%,7.30%,11.10%,11.20%,8.30%,10.20%,12.50%,10.40%,10.40%,7.40%,8.50%,11.50%,15.40%,18.20%,17.20%,29.40%,14.30%,13.90%,Upgrade
Buyback Yield / Dilution,4.38%,4.38%,5.90%,6.13%,6.48%,4.41%,3.47%,3.08%,1.27%,5.11%,4.76%,5.18%,4.70%,0.76%,-19.16%,-20.74%,-21.55%,-21.63%,-1.69%,-20.60%,-20.58%,-20.56%,-20.18%,-0.67%,2.40%,2.67%,5.66%,5.74%,2.94%,2.66%,-0.17%,-0.15%,0.14%,0.14%,0.14%,0.14%,-,-,-,-,-,Upgrade
Total Shareholder Return,7.53%,5.21%,6.50%,6.86%,7.52%,5.06%,3.92%,3.49%,1.65%,5.50%,5.15%,5.69%,5.24%,1.34%,-18.84%,-20.46%,-21.26%,-21.34%,-1.36%,-20.35%,-20.35%,-20.36%,-19.98%,-0.46%,2.65%,2.94%,5.94%,6.08%,3.33%,2.94%,0.10%,0.14%,0.45%,0.45%,0.47%,0.49%,0.34%,0.31%,0.29%,0.29%,0.28%,Upgrade
