Metrics,Current,2023-03-31,2022-12-31,2022-09-30,2022-06-30,2022-03-31,2021-12-31,2021-09-30,2021-06-30,2021-03-31,2020-12-31,2020-09-30,2020-06-30,2020-03-31,2019-12-31,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,+34 Quarters
Market Capitalization,"10,923","14,716","10,497","8,375","9,662","12,872","15,639","15,986","17,608","18,919","21,660","18,287","18,990","12,612","14,322","12,365","12,117","9,273","7,944","6,706","7,441","8,182","7,573","6,926","7,547","7,047","5,521","6,231","5,462","4,684","4,161","3,469","3,462","3,095","2,680","2,320","2,039","2,238","2,518","2,252","1,753",Upgrade
Market Cap Growth,-,14.33%,-32.88%,-47.61%,-45.13%,-31.96%,-27.80%,-12.58%,-7.28%,50.01%,51.24%,47.89%,56.73%,36.00%,80.29%,84.39%,62.84%,13.34%,4.89%,-3.18%,-1.41%,16.11%,37.16%,11.16%,38.18%,50.45%,32.68%,79.59%,57.75%,51.34%,55.25%,49.54%,69.80%,38.29%,6.44%,3.03%,16.29%,60.51%,91.29%,91.16%,80.33%,Upgrade
Enterprise Value,"10,570","14,413","10,098","8,089","9,407","12,543","15,171","15,593","17,236","18,571","21,243","18,020","18,681","12,344","14,150","12,137","11,920","9,103","7,697","6,496","7,270","8,026","7,406","6,787","7,419","6,909","5,353","6,069","5,309","4,546","3,962","3,309","3,293","2,934","2,511","2,165","1,906","2,108","2,386","2,133","1,618",Upgrade
PE Ratio,41.82,56.80,41.95,34.44,39.95,53.15,60.64,57.37,61.04,62.03,72.35,66.08,72.22,55.51,69.90,61.69,65.48,52.26,45.96,41.78,47.69,53.28,51.14,46.87,52.20,50.45,43.76,53.03,49.97,46.65,43.33,37.23,39.36,37.78,35.83,30.41,26.48,28.63,33.13,30.70,25.55,Upgrade
PS Ratio,14.78,20.01,14.61,11.87,13.89,18.67,22.38,22.67,24.90,26.44,31.43,28.24,30.87,22.69,28.01,25.03,26.12,20.82,18.24,15.90,17.89,20.19,19.25,17.89,19.77,18.44,15.01,17.70,16.25,14.87,13.73,11.70,12.08,11.21,10.20,9.17,8.16,9.01,10.55,9.93,8.27,Upgrade
PB Ratio,9.69,13.12,9.71,8.22,9.65,12.58,15.02,15.15,17.23,19.14,22.68,20.37,22.25,15.81,18.60,17.80,18.31,14.69,13.07,11.59,13.35,15.23,14.71,13.56,15.06,14.61,11.80,13.79,12.52,11.41,10.65,9.29,9.62,8.98,8.02,7.11,6.31,7.03,8.11,7.86,6.48,Upgrade
Debt / Equity Ratio,0.07,0.07,0.08,0.08,0.09,0.08,0.08,0.09,0.09,0.09,0.10,0.10,0.11,0.12,0.13,0.13,0.14,0.14,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade
Dividend Yield,0.98%,0.18%,0.25%,0.31%,0.27%,0.21%,0.16%,0.16%,0.14%,0.13%,0.11%,0.13%,0.12%,0.18%,0.14%,0.16%,0.16%,0.21%,0.20%,0.24%,0.21%,0.19%,0.17%,0.18%,0.17%,0.18%,0.18%,0.16%,0.18%,0.21%,0.18%,0.22%,0.22%,0.24%,0.23%,0.26%,0.30%,0.27%,0.20%,0.22%,0.28%,Upgrade
Payout Ratio,40.90%,36.70%,44.30%,44.30%,39.30%,40.50%,47.50%,42.90%,36.90%,30.70%,30.80%,33.10%,26.70%,29.90%,37.50%,34.90%,39.20%,35.90%,33.90%,40.40%,38.20%,32.30%,36.30%,35.50%,32.00%,28.70%,28.90%,31.00%,28.90%,32.90%,29.90%,32.30%,30.30%,29.90%,27.10%,34.00%,32.70%,34.00%,20.60%,26.50%,25.00%,Upgrade
Buyback Yield / Dilution,0.47%,0.47%,1.24%,1.36%,1.30%,0.87%,0.37%,0.20%,0.13%,-0.21%,-0.27%,-0.43%,-0.64%,-0.64%,-0.64%,-0.44%,-0.13%,0.14%,0.27%,0.50%,0.56%,0.59%,-0.55%,-0.60%,-0.87%,-1.17%,-0.26%,-0.40%,-0.28%,-0.12%,0.20%,0.43%,0.79%,1.23%,0.99%,0.42%,-0.33%,-1.12%,-1.34%,-1.13%,-1.01%,Upgrade
Total Shareholder Return,1.46%,0.66%,1.49%,1.67%,1.57%,1.07%,0.54%,0.36%,0.27%,-0.08%,-0.17%,-0.31%,-0.52%,-0.46%,-0.50%,-0.28%,0.03%,0.35%,0.47%,0.74%,0.78%,0.79%,-0.38%,-0.42%,-0.71%,-0.99%,-0.08%,-0.24%,-0.10%,0.09%,0.38%,0.65%,1.01%,1.48%,1.21%,0.68%,-0.03%,-0.85%,-1.14%,-0.91%,-0.73%,Upgrade
