Metrics,Current,2023-03-31,2022-12-31,2022-09-30,2022-06-30,2022-03-31,2021-12-31,2021-09-30,2021-06-30,2021-03-31,2020-12-31,2020-09-30,2020-06-30,2020-03-31,2019-12-31,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,+26 Quarters
Market Capitalization,816,857,887,903,"1,034",675,720,720,690,652,441,384,381,366,507,511,497,503,462,477,552,535,453,682,840,776,740,786,651,690,637,548,779,757,668,707,792,722,765,811,758,Upgrade
Market Cap Growth,-,26.87%,23.23%,25.50%,49.92%,3.61%,63.12%,87.59%,81.12%,78.03%,-12.91%,-24.87%,-23.41%,-27.22%,9.65%,7.05%,-9.97%,-5.88%,1.99%,-30.03%,-34.26%,-31.10%,-38.79%,-13.22%,29.11%,12.42%,16.25%,43.28%,-16.45%,-8.84%,-4.63%,-22.49%,-1.62%,4.90%,-12.76%,-12.73%,4.40%,-6.35%,9.89%,15.76%,22.09%,Upgrade
Enterprise Value,"2,255","2,298","2,239","2,176","2,429","2,044","2,043","1,726","1,711","1,616","1,323","1,067",931,988,"1,162","1,129","1,116","1,120","1,020",570,756,862,827,"1,151","1,309","1,185","1,168","1,116","1,085","1,129","1,098",998,"1,132","1,115","1,017","1,008","1,086",985,986,"1,005",984,Upgrade
PE Ratio,34.27,36.78,189.49,51.89,47.16,8.86,9.27,8.09,5.86,4.55,53.96,-95.72,-9.07,-4.18,8.71,103.70,-4.89,-5.26,-4.04,-9.95,-137.13,-25.01,-15.81,-15.13,41.37,26.73,21.61,21.55,14.01,13.29,13.31,14.10,63.86,31.27,23.54,15.50,10.20,9.59,9.42,10.26,10.52,Upgrade
PS Ratio,3.35,3.53,4.05,4.70,6.05,4.55,5.32,6.07,6.90,7.86,6.21,5.52,5.25,4.82,6.70,6.92,7.46,6.94,5.76,5.00,4.88,4.50,3.68,5.57,7.00,6.62,6.51,6.87,5.53,5.89,5.25,4.57,6.82,6.81,6.39,7.38,8.05,7.17,7.58,7.79,7.51,Upgrade
PB Ratio,0.68,0.71,0.74,0.74,0.83,0.51,0.97,0.97,0.93,0.90,0.62,0.73,0.78,0.82,0.89,0.89,0.85,0.86,0.82,0.78,0.84,0.83,0.71,1.08,1.19,1.06,1.21,1.27,1.31,1.37,1.25,1.06,1.51,1.46,1.26,1.29,1.78,1.65,1.72,1.84,1.76,Upgrade
Debt / Equity Ratio,1.24,1.24,1.21,1.12,1.22,1.12,1.85,1.39,1.40,1.35,1.32,1.31,1.16,1.41,1.17,1.10,1.08,1.06,1.01,0.34,0.64,0.83,0.88,0.87,0.75,0.69,0.88,0.81,1.12,1.00,1.01,0.98,0.91,0.90,0.81,0.70,0.84,0.81,0.79,0.80,0.79,Upgrade
Dividend Yield,12.82%,3.15%,2.94%,2.90%,2.57%,2.81%,2.00%,1.91%,1.89%,1.90%,1.91%,2.00%,2.02%,2.14%,1.45%,1.37%,1.32%,1.22%,1.11%,19.89%,-,2.69%,3.16%,3.15%,2.55%,2.48%,2.43%,2.18%,2.32%,2.62%,3.09%,3.28%,2.52%,2.36%,2.66%,0.21%,2.43%,2.66%,1.95%,1.84%,1.96%,Upgrade
Payout Ratio,440.90%,67.60%,-2400.00%,266.70%,-104.30%,92.00%,122.20%,95.50%,44.40%,55.90%,36.20%,17.80%,14.00%,-7.00%,68.20%,140.00%,72.20%,18.50%,-11.90%,-93.50%,0.00%,100.00%,57.70%,-37.50%,-1125.00%,264.70%,264.70%,214.30%,225.00%,145.90%,210.70%,100.00%,159.50%,216.00%,-2700.00%,-17.20%,79.30%,153.30%,84.40%,64.30%,68.40%,Upgrade
Buyback Yield / Dilution,-30.56%,-30.56%,-66.37%,-67.30%,-69.57%,-26.55%,-32.01%,-36.18%,-36.14%,-33.61%,-0.70%,4.05%,4.95%,4.44%,4.22%,4.42%,-5.06%,-6.80%,-7.42%,-9.54%,-0.73%,-12.06%,-19.32%,-25.26%,-42.02%,-27.67%,-20.09%,-14.55%,-1.05%,-1.15%,-1.16%,-9.41%,-19.08%,-19.04%,-19.01%,-10.11%,-1.24%,-1.36%,-1.30%,-1.21%,-1.13%,Upgrade
Total Shareholder Return,-17.70%,-27.41%,-63.43%,-64.39%,-67.00%,-23.73%,-30.02%,-34.28%,-34.25%,-31.70%,1.21%,6.05%,6.96%,6.57%,5.67%,5.79%,-3.74%,-5.58%,-6.31%,10.34%,-0.73%,-9.37%,-16.16%,-22.11%,-39.46%,-25.19%,-17.65%,-12.37%,1.27%,1.47%,1.93%,-6.14%,-16.56%,-16.68%,-16.35%,-9.90%,1.20%,1.30%,0.66%,0.63%,0.84%,Upgrade
